Date,Station identifier,Station number,Observation time,Station latitude,Station longitude,Station elevation,Showalter index,Lifted index,LIFT computed using virtual temperature,SWEAT index,K index,Cross totals index,Vertical totals index,Totals totals index,Convective Available Potential Energy,CAPE using virtual temperature,Convective Inhibition,CINS using virtual temperature,Equilibrum Level,Equilibrum Level using virtual temperature,Level of Free Convection,LFCT using virtual temperature,Bulk Richardson Number,Bulk Richardson Number using CAPV,Temp [K] of the Lifted Condensation Level,Pres [hPa] of the Lifted Condensation Level,Mean mixed layer potential temperature,Mean mixed layer mixing ratio,1000 hPa to 500 hPa thickness,Precipitable water [mm] for entire sounding
 00Z 01 Feb 1985, VEAT, 42724, 850201/0000, 23.87, 91.25, 16.0, -4.13, -0.41, -0.68, 325.61, 38.30, 24.90, 28.50, 53.40, 5.77, 15.11, -537.89, -539.41, 467.22, 464.14, 520.70, 530.73, 0.08, 0.21, 290.46, 961.00, 293.82, 13.12, 5717.00, 48.34
 12Z 01 Feb 1985, VEAT, 42724, 850201/1200, 23.87, 91.25, 16.0, -3.96, -4.42, 7.59, 20.85, -211.59, -211.56, 786.06, 769.97, 817.97, 821.43, 290.32, 903.37, 298.91, 13.93, 35.46
 00Z 02 Feb 1985, VEAT, 42724, 850202/0000, 23.87, 91.25, 16.0, 2.98, 2.84, 98.53, 147.95, -85.07, -65.11, 807.36, 831.21, 288.04, 951.07, 292.23, 11.32, 24.67
 12Z 02 Feb 1985, VEAT, 42724, 850202/1200, 23.87, 91.25, 16.0, 0.44, -1.00, -1.39, 198.00, 28.50, 22.70, 27.50, 50.20, 73.51, 122.89, -211.48, -176.75, 362.81, 362.91, 616.99, 634.62, 1.05, 1.75, 284.72, 884.16, 294.93, 9.81, 5622.00, 26.66
 12Z 03 Feb 1985, VEAT, 42724, 850203/1200, 23.87, 91.25, 16.0, -3.55, -4.03, 0.00, 0.00, 0.00, 0.00, 284.58, 846.15, 298.51, 10.59, 21.08
 00Z 04 Feb 1985, VEAT, 42724, 850204/0000, 23.87, 91.25, 16.0, 10.93, 15.23, 15.49, 164.59, 18.90, 11.70, 18.70, 30.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 280.98, 904.12, 289.25, 7.42, 5666.00, 28.87
 00Z 05 Feb 1985, VEAT, 42724, 850205/0000, 23.87, 91.25, 16.0, 9.66, 9.30, 9.32, 101.00, 20.30, 11.30, 22.30, 33.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 283.48, 910.15, 291.27, 8.75, 5643.00, 27.80
 12Z 05 Feb 1985, VEAT, 42724, 850205/1200, 23.87, 91.25, 16.0, 9.10, 2.19, 1.87, 60.99, 9.90, 8.70, 26.70, 35.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 279.27, 801.13, 297.56, 7.53, 5613.00, 13.33
 12Z 06 Feb 1985, VEAT, 42724, 850206/1200, 23.87, 91.25, 16.0, -3.47, -6.60, -7.30, 399.82, 32.30, 25.30, 29.30, 54.60, 1120.03, 1282.68, -53.25, -45.76, 839.86, 849.59, 16.38, 18.76, 290.44, 914.79, 297.96, 13.77, 5637.00, 32.63
 00Z 07 Feb 1985, VEAT, 42724, 850207/0000, 23.87, 91.25, 16.0, 1.40, 0.40, -0.08, 188.20, 30.60, 21.30, 24.90, 46.20, 207.37, 267.69, -63.36, -52.48, 506.51, 510.90, 784.49, 794.19, 4.73, 6.10, 289.55, 959.14, 293.05, 12.39, 5618.00, 31.71
 12Z 07 Feb 1985, VEAT, 42724, 850207/1200, 23.87, 91.25, 16.0, 6.65, 31.97, -46.56, -15.03, 775.85, 773.17, 813.73, 843.33, 286.62, 883.83, 296.93, 11.32, ********, 58.01
 00Z 08 Feb 1985, VEAT, 42724, 850208/0000, 23.87, 91.25, 16.0, 9.05, 10.07, 9.99, 120.43, 15.30, 13.10, 23.10, 36.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 281.16, 918.71, 288.08, 7.39, 5570.00, 20.24
 12Z 08 Feb 1985, VEAT, 42724, 850208/1200, 23.87, 91.25, 16.0, 5.49, 5.31, 0.00, 0.00, 0.00, 0.00, 277.61, 792.10, 296.75, 6.73, 15.93
 12Z 09 Feb 1985, VEAT, 42724, 850209/1200, 23.87, 91.25, 16.0, 5.50, 5.33, 0.00, 0.00, 0.00, 0.00, 275.80, 760.91, 298.22, 6.16, 20.04
 12Z 10 Feb 1985, VEAT, 42724, 850210/1200, 23.87, 91.25, 16.0, 14.70, 12.13, 12.10, 127.00, 11.50, 8.50, 14.50, 23.00, 49.57, 80.47, -14.17, -5.43, 653.70, 649.66, 774.40, 789.22, 1.55, 2.51, 280.94, 819.20, 297.44, 8.19, 5650.00, 25.42
