Date,Station identifier,Station number,Observation time,Station latitude,Station longitude,Station elevation,Showalter index,Lifted index,LIFT computed using virtual temperature,SWEAT index,K index,Cross totals index,Vertical totals index,Totals totals index,Convective Available Potential Energy,CAPE using virtual temperature,Convective Inhibition,CINS using virtual temperature,Equilibrum Level,Equilibrum Level using virtual temperature,Level of Free Convection,LFCT using virtual temperature,Bulk Richardson Number,Bulk Richardson Number using CAPV,Temp [K] of the Lifted Condensation Level,Pres [hPa] of the Lifted Condensation Level,Mean mixed layer potential temperature,Mean mixed layer mixing ratio,1000 hPa to 500 hPa thickness,Precipitable water [mm] for entire sounding
 00Z 01 Nov 1993, VERC, 42701, 931101/0000, 23.30, 85.30, 652.0, 5.27, 3.75, 3.23, 24.10, 16.70, 21.70, 38.40, 0.00, 0.05, 0.00, -106.12, 695.21, 702.66, 0.00, 0.01, 286.02, 861.56, 298.48, 11.09, 5690.00, 24.26
 12Z 01 Nov 1993, VERC, 42701, 931101/1200, 23.30, 85.30, 652.0, -3.00, -3.91, 343.20, 437.04, -1.13, -0.24, 871.72, 877.58, 291.25, 881.25, 301.97, 15.07, 28.80
 00Z 02 Nov 1993, VERC, 42701, 931102/0000, 23.30, 85.30, 652.0, -7.10, -9.65, -10.33, 41.30, 28.90, 29.30, 58.20, 2078.69, 2280.05, 0.00, 0.00, 227.34, 227.29, 894.19, 893.92, 292.48, 910.93, 300.39, 15.79, 5678.00, 33.50
 00Z 04 Nov 1993, VERC, 42701, 931104/0000, 23.30, 85.30, 652.0, 3.17, 1.53, 1.05, 122.60, 12.10, 18.30, 25.30, 43.60, 181.84, 200.66, -48.17, -42.72, 784.68, 416.00, 836.69, 837.18, 24.69, 27.25, 285.88, 872.20, 297.29, 10.72, 5653.00, 20.90
 12Z 04 Nov 1993, VERC, 42701, 931104/1200, 23.30, 85.30, 652.0, 1.83, 1.27, 0.75, 179.99, 21.50, 18.50, 24.50, 43.00, 226.22, 232.05, -39.05, -33.18, 779.38, 412.38, 807.65, 807.74, 73.51, 75.40, 285.94, 813.40, 303.34, 11.56, 5754.00, 24.90
 00Z 05 Nov 1993, VERC, 42701, 931105/0000, 23.30, 85.30, 652.0, 10.37, 5.79, 5.27, 104.02, 7.30, 10.30, 20.30, 30.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 284.72, 834.33, 299.86, 10.45, 5700.00, 15.83
 06Z 05 Nov 1993, VERC, 42701, 931105/0600, 23.30, 85.30, 652.0, 10.37, 6.53, 6.04, 104.02, 7.30, 10.30, 20.30, 30.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 284.67, 843.47, 298.88, 10.32, 5700.00, 14.20
 12Z 05 Nov 1993, VERC, 42701, 931105/1200, 23.30, 85.30, 652.0, 7.09, 6.28, 5.76, 151.98, 18.90, 13.90, 20.90, 34.80, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 283.14, 803.41, 301.43, 9.81, 5723.00, 20.61
 00Z 06 Nov 1993, VERC, 42701, 931106/0000, 23.30, 85.30, 652.0, -0.12, -0.59, -1.22, 183.98, 25.50, 21.50, 25.50, 47.00, 741.40, 869.54, -45.54, -39.52, 767.42, 773.45, 28.40, 33.30, 286.82, 848.56, 300.66, 12.05, 5680.00, 23.07
 00Z 07 Nov 1993, VERC, 42701, 931107/0000, 23.30, 85.30, 652.0, 1.76, -0.13, -0.83, 184.40, 26.10, 18.90, 24.90, 43.80, 75.02, 182.90, -63.70, -50.27, 475.64, 475.60, 789.74, 801.11, 2.22, 5.42, 288.58, 868.45, 300.46, 12.86, 5705.00, 23.27
 00Z 08 Nov 1993, VERC, 42701, 931108/0000, 23.30, 85.30, 652.0, 8.46, 6.02, 5.38, 147.39, 9.10, 11.90, 19.90, 31.80, 0.00, 31.20, -111.79, -72.12, 673.99, 655.95, 674.74, 770.82, 0.00, 2.13, 287.48, 860.40, 300.12, 12.09, 5723.00, 19.08
 12Z 08 Nov 1993, VERC, 42701, 931108/1200, 23.30, 85.30, 652.0, 7.02, 9.18, 8.75, 137.01, 9.10, 12.10, 23.10, 35.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 278.61, 746.23, 302.93, 7.65, 5742.00, 15.18
 00Z 09 Nov 1993, VERC, 42701, 931109/0000, 23.30, 85.30, 652.0, 7.89, 2.05, 1.88, 50.39, 14.30, 11.10, 25.10, 36.20, 56.65, 74.00, -129.28, -85.65, 658.33, 657.32, 697.26, 740.18, 284.03, 818.02, 300.86, 11.10, 5685.00, 26.00
 12Z 09 Nov 1993, VERC, 42701, 931109/1200, 23.30, 85.30, 652.0, 6.57, 2.86, 2.30, 123.01, 21.30, 12.30, 25.30, 37.60, 12.92, 30.97, -108.43, -75.02, 679.26, 665.81, 731.46, 743.08, 0.46, 1.09, 282.91, 785.08, 303.17, 9.79, 5723.00, 18.42
 00Z 10 Nov 1993, VERC, 42701, 931110/0000, 23.30, 85.30, 652.0, 12.72, 8.58, 8.32, 39.01, 4.10, 7.50, 21.50, 29.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 275.39, 766.83, 297.11, 6.21, 5618.00, 11.45
 12Z 10 Nov 1993, VERC, 42701, 931110/1200, 23.30, 85.30, 652.0, 12.50, 9.23, 8.90, 33.00, 2.50, 24.50, 27.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 273.94, 708.51, 302.30, 5.90, 5725.00, 4.69
 00Z 11 Nov 1993, VERC, 42701, 931111/0000, 23.30, 85.30, 652.0, 16.41, 16.23, 16.01, 40.99, -19.50, 1.10, 19.10, 20.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 272.97, 744.61, 297.00, 5.23, 5724.00, 7.58
 12Z 11 Nov 1993, VERC, 42701, 931111/1200, 23.30, 85.30, 652.0, 7.08, 6.88, 6.39, 152.21, 13.50, 21.50, 35.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 280.58, 762.44, 303.21, 8.58, 5762.00, 13.00
 00Z 12 Nov 1993, VERC, 42701, 931112/0000, 23.30, 85.30, 652.0, 16.21, 15.51, 15.31, 42.99, 3.90, 17.90, 21.80, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 271.21, 732.04, 296.51, 4.71, 5699.00, 5.77
 12Z 12 Nov 1993, VERC, 42701, 931112/1200, 23.30, 85.30, 652.0, 11.05, 10.36, 9.92, 99.78, 8.30, 20.30, 28.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 279.30, 758.12, 302.31, 7.90, 5777.00, 11.55
 00Z 13 Nov 1993, VERC, 42701, 931113/0000, 23.30, 85.30, 652.0, 14.40, 14.24, 13.97, 69.40, 7.50, 16.50, 24.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 277.98, 800.43, 296.25, 6.85, 5704.00, 7.85
 12Z 13 Nov 1993, VERC, 42701, 931113/1200, 23.30, 85.30, 652.0, 10.34, 11.77, 11.27, 144.99, 9.00, 19.00, 28.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 281.31, 775.77, 302.50, 8.87, 5809.00, 14.92
 00Z 15 Nov 1993, VERC, 42701, 931115/0000, 23.30, 85.30, 652.0, 16.45, 11.14, 10.80, 53.01, -0.70, 20.30, 19.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 279.13, 792.51, 298.33, 7.53, 5735.00, 7.39
 12Z 15 Nov 1993, VERC, 42701, 931115/1200, 23.30, 85.30, 652.0, 8.07, 59.46, 59.45, 153.78, 6.90, 12.50, 18.50, 31.00, 0.00, 0.00, 0.00, 0.00, 247.82, 873.14, 258.91, 6.05, 5165.89, 29.79
 00Z 16 Nov 1993, VERC, 42701, 931116/0000, 23.30, 85.30, 652.0, 6.10, 8.20, 7.83, 222.60, 6.70, 13.90, 19.90, 33.80, 581.46, 599.09, -1358.01, -1258.98, 400.47, 400.45, 469.27, 469.96, 11.78, 12.13, 285.28, 821.11, 301.83, 10.99, 5852.00, 53.20
 12Z 16 Nov 1993, VERC, 42701, 931116/1200, 23.30, 85.30, 652.0, 5.03, 8.41, 7.91, 201.98, 11.30, 15.30, 21.30, 36.60, 0.00, 4.49, -167.70, -135.39, 750.13, 743.92, 754.39, 763.05, 0.00, 0.20, 281.23, 773.61, 302.65, 8.85, 5759.00, 14.76
 00Z 17 Nov 1993, VERC, 42701, 931117/0000, 23.30, 85.30, 652.0, 12.58, 23.39, 23.29, 100.39, 5.50, 7.30, 20.30, 27.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 274.68, 876.27, 285.51, 6.08, 5138.00, 18.37
 00Z 18 Nov 1993, VERC, 42701, 931118/0000, 23.30, 85.30, 652.0, 8.40, 6.56, 6.10, 127.41, 17.59, 13.30, 20.30, 33.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 284.80, 857.58, 297.60, 10.16, 5703.00, 18.98
 00Z 19 Nov 1993, VERC, 42701, 931119/0000, 23.30, 85.30, 652.0, 6.21, 6.47, 6.08, 200.61, 28.30, 14.70, 18.90, 33.60, 38.30, 57.64, -84.91, -74.52, 634.37, 633.09, 748.03, 757.06, 0.98, 1.47, 287.52, 856.42, 300.57, 12.24, 5739.00, 34.27
 12Z 19 Nov 1993, VERC, 42701, 931119/1200, 23.30, 85.30, 652.0, 3.17, 2.83, 2.24, 164.19, 30.10, 16.50, 25.50, 42.00, 9.27, 24.01, -98.31, -73.71, 637.35, 630.08, 684.63, 698.70, 0.90, 2.34, 282.29, 767.42, 304.49, 9.58, 5729.00, 22.08
 00Z 20 Nov 1993, VERC, 42701, 931120/0000, 23.30, 85.30, 652.0, 3.90, 2.15, 1.52, 133.99, 30.40, 16.70, 23.70, 40.40, 59.90, 82.37, -77.37, -63.04, 648.79, 640.35, 775.44, 784.66, 19.51, 26.83, 286.77, 846.56, 300.77, 11.73, 5712.00, 25.23
 12Z 20 Nov 1993, VERC, 42701, 931120/1200, 23.30, 85.30, 652.0, 4.04, 1.32, 0.59, 172.99, 31.30, 16.70, 22.70, 39.40, 86.74, 114.69, -24.30, -11.66, 645.67, 641.70, 790.89, 813.33, 287.22, 829.90, 302.94, 12.37, 5742.00, 28.40
 00Z 21 Nov 1993, VERC, 42701, 931121/0000, 23.30, 85.30, 652.0, 3.62, 1.50, 0.90, 160.18, 31.70, 18.50, 22.30, 40.80, 144.72, 175.22, -21.70, -16.03, 637.05, 612.90, 827.11, 835.37, 14.00, 16.95, 287.95, 881.00, 298.58, 12.17, 5673.00, 27.02
 12Z 21 Nov 1993, VERC, 42701, 931121/1200, 23.30, 85.30, 652.0, 0.96, 0.33, 36.04, 96.73, -5.53, -0.40, 699.33, 648.54, 833.70, 862.76, 287.49, 862.76, 299.89, 12.08, 18.75
 00Z 22 Nov 1993, VERC, 42701, 931122/0000, 23.30, 85.30, 652.0, 4.51, 4.04, 0.00, 0.00, 0.00, 0.00, 285.80, 875.87, 296.86, 10.62, 22.14
 12Z 22 Nov 1993, VERC, 42701, 931122/1200, 23.30, 85.30, 652.0, 8.98, 7.22, 6.80, 118.25, 12.10, 21.10, 33.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 280.14, 779.29, 300.85, 8.15, 5719.00, 13.30
 00Z 24 Nov 1993, VERC, 42701, 931124/0000, 23.30, 85.30, 652.0, 7.96, 67.00, 67.00, 141.00, 12.10, 23.10, 35.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 232.81, 869.83, 242.32, 2.38, 5711.00, 7.75
 12Z 24 Nov 1993, VERC, 42701, 931124/1200, 23.30, 85.30, 652.0, 7.51, 7.65, 7.31, 94.61, 12.30, 24.30, 36.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 278.43, 778.77, 299.07, 7.23, 5706.00, 7.11
 00Z 25 Nov 1993, VERC, 42701, 931125/0000, 23.30, 85.30, 652.0, 15.64, 15.88, 15.68, 69.00, 3.70, 18.70, 22.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 275.68, 801.90, 293.66, 5.79, 5692.00, 7.99
