Date,Station identifier,Station number,Observation time,Station latitude,Station longitude,Station elevation,Showalter index,Lifted index,LIFT computed using virtual temperature,SWEAT index,K index,Cross totals index,Vertical totals index,Totals totals index,Convective Available Potential Energy,CAPE using virtual temperature,Convective Inhibition,CINS using virtual temperature,Equilibrum Level,Equilibrum Level using virtual temperature,Level of Free Convection,LFCT using virtual temperature,Bulk Richardson Number,Bulk Richardson Number using CAPV,Temp [K] of the Lifted Condensation Level,Pres [hPa] of the Lifted Condensation Level,Mean mixed layer potential temperature,Mean mixed layer mixing ratio,1000 hPa to 500 hPa thickness,Precipitable water [mm] for entire sounding
 12Z 04 Feb 1994, VERC, 42701, 940204/1200, 23.30, 85.30, 652.0, 7.86, 8.14, 8.01, 126.41, 8.90, 13.70, 22.70, 36.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 276.56, 764.38, 298.64, 6.45, 5695.00, 15.71
 00Z 05 Feb 1994, VERC, 42701, 940205/0000, 23.30, 85.30, 652.0, 5.40, 5.42, 5.28, 126.58, 11.10, 16.30, 25.30, 41.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 280.52, 840.24, 294.86, 7.74, 5653.00, 14.72
 12Z 05 Feb 1994, VERC, 42701, 940205/1200, 23.30, 85.30, 652.0, -0.96, -4.73, -5.15, 201.77, 22.90, 21.50, 31.50, 53.00, 1222.02, 1342.53, -11.48, -4.68, 274.46, 274.41, 756.73, 707.92, 23.74, 26.08, 282.68, 796.69, 301.66, 9.92, 5651.00, 17.80
 00Z 06 Feb 1994, VERC, 42701, 940206/0000, 23.30, 85.30, 652.0, 0.23, -1.22, -1.36, 148.38, 14.90, 20.70, 30.70, 51.40, 46.26, 59.75, -396.79, -328.20, 461.97, 455.05, 569.12, 578.99, 1.67, 2.16, 281.59, 827.10, 297.31, 8.62, 5619.00, 17.58
 00Z 09 Feb 1994, VERC, 42701, 940209/0000, 23.30, 85.30, 652.0, 4.54, 2.35, 2.21, 103.81, 28.22, 18.50, 24.50, 43.00, 51.60, 53.31, -424.74, -400.32, 402.98, 402.90, 424.09, 424.36, 1.65, 1.70, 284.35, 885.99, 294.37, 9.52, 5609.00, 26.72
 12Z 11 Feb 1994, VERC, 42701, 940211/1200, 23.30, 85.30, 652.0, 8.87, 30.06, 29.43, 25.40, 6.80, 10.40, 17.20, 106.16, 144.62, -391.33, -435.52, 658.82, 659.04, 737.72, 737.54, 283.13, 771.68, 304.95, 10.88, 5636.00, 38.42
 00Z 12 Feb 1994, VERC, 42701, 940212/0000, 23.30, 85.30, 652.0, 6.26, 3.66, 3.36, 50.15, 24.39, 15.84, 25.15, 40.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 279.50, 816.18, 296.23, 7.76, 5591.00, 16.82
 00Z 14 Feb 1994, VERC, 42701, 940214/0000, 23.30, 85.30, 652.0, 5.12, 8.04, 7.68, 206.81, 10.70, 17.90, 20.30, 38.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 283.73, 874.14, 294.87, 9.30, 5639.00, 19.39
 00Z 15 Feb 1994, VERC, 42701, 940215/0000, 23.30, 85.30, 652.0, 6.29, 7.22, 7.51, 185.79, 28.00, 17.00, 18.50, 35.50, 53.20, 60.74, -75.63, -75.44, 603.01, 602.18, 717.47, 720.94, 1.36, 1.55, 285.68, 885.69, 295.78, 10.41, 5624.00, 35.47
 12Z 15 Feb 1994, VERC, 42701, 940215/1200, 23.30, 85.30, 652.0, -0.07, -5.36, -5.75, 187.61, 30.10, 21.30, 27.30, 48.60, 1149.12, 1277.48, -9.78, -4.44, 842.23, 860.47, 10.94, 12.16, 290.15, 883.57, 300.61, 14.01, 5680.00, 31.42
 00Z 17 Feb 1994, VERC, 42701, 940217/0000, 23.30, 85.30, 652.0, -19.07, -19.69, -19.89, 972.59, 50.61, 41.10, 45.70, 86.80, 528.17, 552.09, -128.17, -105.50, 471.67, 471.62, 669.37, 678.38, 286.16, 872.62, 297.57, 11.02, 5651.00, 30.33
 12Z 17 Feb 1994, VERC, 42701, 940217/1200, 23.30, 85.30, 652.0, 4.76, 4.30, 4.01, 176.81, 30.30, 15.90, 23.90, 39.80, 0.69, 2.30, -79.23, -68.75, 690.15, 684.66, 707.25, 712.75, 0.01, 0.02, 281.47, 779.32, 302.27, 8.92, 5690.00, 27.51
 00Z 18 Feb 1994, VERC, 42701, 940218/0000, 23.30, 85.30, 652.0, 2.00, 1.51, 0.88, 238.42, 33.70, 19.50, 23.10, 42.60, 157.14, 200.58, -61.38, -51.02, 567.89, 549.29, 777.98, 786.47, 1.31, 1.68, 289.15, 900.16, 297.99, 12.88, 5688.00, 29.83
 00Z 19 Feb 1994, VERC, 42701, 940219/0000, 23.30, 85.30, 652.0, 2.60, 8.56, 8.22, 218.60, 32.30, 19.30, 22.50, 41.80, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 281.04, 826.37, 296.79, 8.16, 5665.00, 20.80
 00Z 20 Feb 1994, VERC, 42701, 940220/0000, 23.30, 85.30, 652.0, 3.57, 152.61, 26.30, 17.50, 24.50, 42.00, 0.00, 0.00
 00Z 21 Feb 1994, VERC, 42701, 940221/0000, 23.30, 85.30, 652.0, 1.36, 1.72, 1.14, 253.40, 31.90, 19.30, 25.30, 44.60, 57.21, 93.37, -160.87, -143.33, 587.52, 588.64, 713.49, 722.83, 0.35, 0.57, 286.49, 854.42, 299.68, 11.73, 5686.00, 25.52
 12Z 21 Feb 1994, VERC, 42701, 940221/1200, 23.30, 85.30, 652.0, -4.03, -1.38, -2.23, 413.14, 39.90, 22.70, 28.70, 51.40, 190.31, 305.22, -132.17, -131.84, 448.31, 453.10, 696.74, 703.22, 1.19, 1.91, 285.85, 773.53, 307.63, 12.14, 5773.00, 32.61
