Date,Station identifier,Station number,Observation time,Station latitude,Station longitude,Station elevation,Showalter index,Lifted index,LIFT computed using virtual temperature,SWEAT index,K index,Cross totals index,Vertical totals index,Totals totals index,Convective Available Potential Energy,CAPE using virtual temperature,Convective Inhibition,CINS using virtual temperature,Equilibrum Level,Equilibrum Level using virtual temperature,Level of Free Convection,LFCT using virtual temperature,Bulk Richardson Number,Bulk Richardson Number using CAPV,Temp [K] of the Lifted Condensation Level,Pres [hPa] of the Lifted Condensation Level,Mean mixed layer potential temperature,Mean mixed layer mixing ratio,1000 hPa to 500 hPa thickness,Precipitable water [mm] for entire sounding
 00Z 01 Jul 1993, VERC, 42701, 930701/0000, 23.30, 85.30, 652.0, 2.75, -2.01, -2.62, 202.01, 32.30, 16.30, 23.30, 39.60, 497.58, 612.03, -121.96, -74.62, 654.45, 711.77, 44.44, 54.66, 292.83, 854.37, 306.32, 17.24, 5836.00, 44.82
 00Z 02 Jul 1993, VERC, 42701, 930702/0000, 23.30, 85.30, 652.0, -1.60, -3.61, -4.44, 225.40, 35.70, 19.50, 26.50, 46.00, 1545.66, 1708.75, -133.81, -90.38, 114.37, 113.01, 721.62, 747.80, 161.16, 178.17, 294.17, 860.24, 307.13, 18.69, 5919.00, 53.04
 12Z 02 Jul 1993, VERC, 42701, 930702/1200, 23.30, 85.30, 652.0, -0.78, -1.36, -1.81, 35.70, 18.90, 23.60, 42.50, 135.58, 225.73, -107.34, -72.36, 683.21, 731.87, 387.62, 645.36, 293.79, 846.40, 308.16, 18.49, 5889.00, 54.05
 00Z 03 Jul 1993, VERC, 42701, 930703/0000, 23.30, 85.30, 652.0, -0.87, -28.91, -36.75, 35.96, 19.41, 25.42, 44.83, ********, ********, 40.76, 40.85, 21354.16, 600.55, 315.44, 928.40, 322.22, 63.14, 5374.69, 118.19
 12Z 03 Jul 1993, VERC, 42701, 930703/1200, 23.30, 85.30, 652.0, -9.22, -5.45, -6.35, 37.90, 25.50, 31.50, 57.00, 5308.99, 5609.19, -203.09, -177.57, 730.61, 749.25, 1332.42, 1407.76, 294.53, 833.41, 310.29, 19.69, 5871.00, 49.64
 00Z 04 Jul 1993, VERC, 42701, 930704/0000, 23.30, 85.30, 652.0, 2.63, 1.50, 0.88, 242.18, 31.60, 16.60, 20.00, 36.60, 132.74, 203.08, -278.34, -166.58, 198.62, 198.40, 452.56, 457.16, 94.05, 143.89, 293.84, 883.15, 304.49, 17.77, 5867.00, 48.28
 00Z 05 Jul 1993, VERC, 42701, 930705/0000, 23.30, 85.30, 652.0, 3.32, -0.27, -1.21, 244.40, 34.90, 15.40, 20.40, 35.80, 320.64, 495.08, -19.82, -5.60, 799.99, 834.60, 3095.15, 4779.02, 294.48, 854.85, 308.00, 19.14, 5872.00, 51.17
 12Z 05 Jul 1993, VERC, 42701, 930705/1200, 23.30, 85.30, 652.0, -0.09, -2.28, -3.17, 239.99, 37.30, 18.50, 23.50, 42.00, 2030.34, 2203.02, -55.97, -25.15, 105.22, 105.13, 682.67, 715.87, 540.05, 585.98, 292.65, 814.99, 310.28, 17.89, 5894.00, 54.18
 00Z 06 Jul 1993, VERC, 42701, 930706/0000, 23.30, 85.30, 652.0, -0.65, -4.93, -5.51, 37.74, 20.83, 23.75, 44.59, 1697.08, 1858.69, 0.00, 0.00, 128.08, 127.88, 879.81, 879.81, 294.02, 879.81, 304.99, 18.15, 51.24
 00Z 09 Jul 1993, VERC, 42701, 930709/0000, 23.30, 85.30, 652.0, 0.00, 428.74, 5843.00, 0.00
 12Z 09 Jul 1993, VERC, 42701, 930709/1200, 23.30, 85.30, 652.0, 3.58, 1.03, 0.53, 233.00, 32.80, 14.80, 20.80, 35.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 292.99, 833.58, 308.66, 17.91, 5904.00, 55.28
 00Z 10 Jul 1993, VERC, 42701, 930710/0000, 23.30, 85.30, 652.0, 2.39, -0.40, -0.75, 222.18, 34.20, 16.80, 21.70, 38.50, 128.90, 221.82, -55.33, -33.31, 350.56, 348.41, 742.99, 766.09, 754.31, 1298.02, 293.71, 876.55, 305.02, 17.85, 5836.00, 51.09
 00Z 11 Jul 1993, VERC, 42701, 930711/0000, 23.30, 85.30, 652.0, -0.18, -2.01, -2.69, 229.61, 36.20, 19.40, 23.10, 42.50, 2280.79, 2451.58, -34.02, -18.59, 768.64, 794.65, 1767.94, 1900.33, 293.94, 878.48, 305.06, 18.01, 5830.00, 48.17
 12Z 11 Jul 1993, VERC, 42701, 930711/1200, 23.30, 85.30, 652.0, -40.03, -43.30, -44.40, 75.18, 59.78, 64.78, 124.56, 2833.01, 3020.89, -13.94, -1.88, 791.93, 821.53, 2.63, 2.80, 291.16, 840.45, 306.00, 16.08, 5755.62, 38.72
 00Z 12 Jul 1993, VERC, 42701, 930712/0000, 23.30, 85.30, 652.0, -0.06, -1.20, -1.74, 217.40, 35.60, 19.70, 23.50, 43.20, 24.03, 87.19, -50.36, -35.05, 750.45, 771.75, 291.67, 859.23, 304.61, 16.19, 5815.00, 41.10
