Date,Station identifier,Station number,Observation time,Station latitude,Station longitude,Station elevation,Showalter index,Lifted index,LIFT computed using virtual temperature,SWEAT index,K index,Cross totals index,Vertical totals index,Totals totals index,Convective Available Potential Energy,CAPE using virtual temperature,Convective Inhibition,CINS using virtual temperature,Equilibrum Level,Equilibrum Level using virtual temperature,Level of Free Convection,LFCT using virtual temperature,Bulk Richardson Number,Bulk Richardson Number using CAPV,Temp [K] of the Lifted Condensation Level,Pres [hPa] of the Lifted Condensation Level,Mean mixed layer potential temperature,Mean mixed layer mixing ratio,1000 hPa to 500 hPa thickness,Precipitable water [mm] for entire sounding
 12Z 01 Mar 1994, VERC, 42701, 940301/1200, 23.30, 85.30, 652.0, 3.61, 5.20, 4.92, 90.22, 12.50, 14.90, 29.90, 44.80, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 269.41, 664.58, 302.79, 4.41, 5700.00, 10.70
 00Z 02 Mar 1994, VERC, 42701, 940302/0000, 23.30, 85.30, 652.0, 13.26, 14.56, 14.37, 59.01, 2.50, 23.50, 26.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 271.76, 750.21, 295.05, 4.68, 5674.00, 8.83
 00Z 05 Mar 1994, VERC, 42701, 940305/0000, 23.30, 85.30, 652.0, 9.28, 10.66, 10.37, 12.28, 7.32, 25.94, 33.26, 0.00, 0.00, 0.00, 0.00, 273.71, 723.80, 300.25, 5.55, 15818.40, 13.52
 00Z 06 Mar 1994, VERC, 42701, 940306/0000, 23.30, 85.30, 652.0, 12.66, 12.40, 28.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 268.42, 660.54, 302.22, 4.24, 5750.00, 1.51
 00Z 07 Mar 1994, VERC, 42701, 940307/0000, 23.30, 85.30, 652.0, 5.19, 1.90, 1.52, 94.21, 17.50, 11.90, 28.90, 40.80, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 284.64, 834.15, 299.80, 10.44, 5709.00, 19.04
 12Z 07 Mar 1994, VERC, 42701, 940307/1200, 23.30, 85.30, 652.0, 0.17, 0.93, 0.63, 26.55, 16.66, 33.77, 50.44, 238.05, 252.29, -477.49, -429.63, 284.89, 284.74, 483.10, 486.90, 274.02, 680.07, 305.96, 6.05, 18.27
 00Z 08 Mar 1994, VERC, 42701, 940308/0000, 23.30, 85.30, 652.0, 6.90, 10.22, 10.06, 79.00, 14.10, 6.30, 31.30, 37.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 264.61, 667.75, 296.99, 3.09, 5657.00, 11.10
 12Z 08 Mar 1994, VERC, 42701, 940308/1200, 23.30, 85.30, 652.0, 0.68, 1.66, 1.86, 95.41, 21.10, 15.90, 33.90, 49.80, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 271.00, 651.84, 306.26, 5.06, 5796.00, 32.13
 00Z 09 Mar 1994, VERC, 42701, 940309/0000, 23.30, 85.30, 652.0, 30.98, 10.05, 9.85, 61.89, 5.65, -0.18, 5.47, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 271.05, 729.12, 296.66, 4.55, 5671.51, 6.27
 12Z 09 Mar 1994, VERC, 42701, 940309/1200, 23.30, 85.30, 652.0, 4.38, 4.62, 4.35, 34.98, 7.50, 34.50, 42.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 261.31, 569.89, 306.87, 2.75, 5719.00, 4.66
