Date,Station identifier,Station number,Observation time,Station latitude,Station longitude,Station elevation,Showalter index,Lifted index,LIFT computed using virtual temperature,SWEAT index,K index,Cross totals index,Vertical totals index,Totals totals index,Convective Available Potential Energy,CAPE using virtual temperature,Convective Inhibition,CINS using virtual temperature,Equilibrum Level,Equilibrum Level using virtual temperature,Level of Free Convection,LFCT using virtual temperature,Bulk Richardson Number,Bulk Richardson Number using CAPV,Temp [K] of the Lifted Condensation Level,Pres [hPa] of the Lifted Condensation Level,Mean mixed layer potential temperature,Mean mixed layer mixing ratio,1000 hPa to 500 hPa thickness,Precipitable water [mm] for entire sounding
 00Z 01 Apr 1987, VEPT, 42492, 870401/0000, 25.60, 85.09, 60.0, 9.29, 8.90, 8.51, 36.28, 5.25, 27.36, 32.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 279.99, 788.60, 299.71, 8.35, 5798.66, 11.68
 12Z 01 Apr 1987, VEPT, 42492, 870401/1200, 25.60, 85.09, 60.0, -2.16, -3.12, 0.00, 0.00, 0.00, 0.00, 290.11, 843.39, 304.62, 14.85, 32.99
 00Z 02 Apr 1987, VEPT, 42492, 870402/0000, 25.60, 85.09, 60.0, 12.16, 14.18, 14.13, 110.99, 3.70, 1.30, 25.30, 26.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 275.67, 731.00, 301.55, 6.77, 5823.00, 19.80
 12Z 02 Apr 1987, VEPT, 42492, 870402/1200, 25.60, 85.09, 60.0, 7.18, 6.34, 5.72, 152.57, 7.84, 27.84, 35.67, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 277.46, 675.73, 310.37, 7.80, 5338.46, 11.00
 00Z 03 Apr 1987, VEPT, 42492, 870403/0000, 25.60, 85.09, 60.0, 33.30, 303.86, 5781.00, 0.00
 12Z 03 Apr 1987, VEPT, 42492, 870403/1200, 25.60, 85.09, 60.0, 4.70, 2.03, 1.44, 64.84, 11.07, 30.07, 41.14, 721.77, 758.80, -102.38, -62.92, 534.36, 524.56, 557.98, 585.30, 277.91, 687.17, 309.38, 7.96, 5716.92, 23.82
 00Z 04 Apr 1987, VEPT, 42492, 870404/0000, 25.60, 85.09, 60.0, 7.17, 7.82, 7.44, 111.99, 12.50, 6.30, 30.30, 36.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 275.15, 708.70, 303.65, 6.49, 5797.00, 16.16
 12Z 04 Apr 1987, VEPT, 42492, 870404/1200, 25.60, 85.09, 60.0, 6.05, 2.67, 2.06, 109.58, 12.10, 7.30, 31.30, 38.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 277.03, 668.80, 310.81, 7.79, 5830.00, 18.65
 00Z 05 Apr 1987, VEPT, 42492, 870405/0000, 25.60, 85.09, 60.0, 8.67, 8.28, 29.90, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 274.74, 698.09, 304.48, 6.50, 5812.00, 1.39
 12Z 05 Apr 1987, VEPT, 42492, 870405/1200, 25.60, 85.09, 60.0, 8.77, 4.98, 4.45, 108.99, 2.50, 30.50, 33.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 274.45, 649.87, 310.44, 6.57, 5834.00, 11.16
 00Z 06 Apr 1987, VEPT, 42492, 870406/0000, 25.60, 85.09, 60.0, 8.17, 10.90, 10.46, 186.22, 6.90, 26.90, 33.80, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 284.41, 857.11, 297.27, 9.93, 5878.00, 13.02
 00Z 07 Apr 1987, VEPT, 42492, 870407/0000, 25.60, 85.09, 60.0, 11.25, 8.79, 8.46, 3.50, 25.83, 29.33, 0.00, 0.00, 0.00, 0.00, 275.53, 733.79, 301.03, 6.30, 5715.54, 8.36
 12Z 07 Apr 1987, VEPT, 42492, 870407/1200, 25.60, 85.09, 60.0, 7.08, 3.81, 3.29, 103.42, 8.50, 28.50, 37.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 275.88, 674.47, 308.75, 7.10, 5794.00, 14.14
 00Z 08 Apr 1987, VEPT, 42492, 870408/0000, 25.60, 85.09, 60.0, 10.06, 10.81, 10.50, 75.02, 1.80, 28.80, 30.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 273.94, 714.33, 301.63, 6.24, 5804.00, 9.84
 12Z 11 Apr 1987, VEPT, 42492, 870411/1200, 25.60, 85.09, 60.0, 6.73, -7.00, -7.97, 123.00, 4.50, 7.50, 30.50, 38.00, 1721.96, 2070.65, -2.59, 0.00, 209.06, 209.07, 795.07, 801.18, 21.43, 25.76, 288.29, 801.18, 307.16, 18.21, 5747.00, 20.98
 00Z 12 Apr 1987, VEPT, 42492, 870412/0000, 25.60, 85.09, 60.0, 9.52, 7.48, 7.17, 117.61, 9.27, 3.15, 28.91, 32.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 272.10, 690.07, 302.56, 5.33, 5708.49, 13.73
 12Z 12 Apr 1987, VEPT, 42492, 870412/1200, 25.60, 85.09, 60.0, 8.41, 1.92, 1.52, 8.90, 4.10, 30.10, 34.20, 1519.50, 1571.00, -223.48, -134.28, 259.30, 244.92, 488.45, 490.36, 83.50, 86.33, 275.71, 685.22, 307.17, 6.89, 5732.00, 14.83
 00Z 13 Apr 1987, VEPT, 42492, 870413/0000, 25.60, 85.09, 60.0, 3.15, 6.54, 6.37, 196.58, 13.10, 13.30, 30.30, 43.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 275.08, 697.01, 304.99, 6.69, 5781.00, 23.44
 12Z 13 Apr 1987, VEPT, 42492, 870413/1200, 25.60, 85.09, 60.0, 6.70, 3.60, 3.16, 102.00, 12.30, 5.70, 31.70, 37.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 273.38, 643.95, 310.04, 6.23, 5790.00, 18.55
 00Z 14 Apr 1987, VEPT, 42492, 870414/0000, 25.60, 85.09, 60.0, 7.33, 7.05, 28.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 272.06, 701.95, 301.03, 5.27, 5689.00, 1.13
 12Z 14 Apr 1987, VEPT, 42492, 870414/1200, 25.60, 85.09, 60.0, 31.10, 308.41, 5748.00, 0.00
 00Z 15 Apr 1987, VEPT, 42492, 870415/0000, 25.60, 85.09, 60.0, 7.72, 7.37, 7.02, 108.99, 7.30, 5.30, 30.30, 35.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 273.48, 691.61, 303.91, 5.82, 5773.00, 13.84
