Date,Station identifier,Station number,Observation time,Station latitude,Station longitude,Station elevation,Showalter index,Lifted index,LIFT computed using virtual temperature,SWEAT index,K index,Cross totals index,Vertical totals index,Totals totals index,Convective Available Potential Energy,CAPE using virtual temperature,Convective Inhibition,CINS using virtual temperature,Equilibrum Level,Equilibrum Level using virtual temperature,Level of Free Convection,LFCT using virtual temperature,Bulk Richardson Number,Bulk Richardson Number using CAPV,Temp [K] of the Lifted Condensation Level,Pres [hPa] of the Lifted Condensation Level,Mean mixed layer potential temperature,Mean mixed layer mixing ratio,1000 hPa to 500 hPa thickness,Precipitable water [mm] for entire sounding
 00Z 27 Aug 1990, VECC, 42809, 900827/0000, 22.64, 88.44, 6.0, 1.77, -1.78, -2.35, 255.41, 33.80, 17.20, 21.60, 38.80, 129.35, 296.80, -43.86, -19.08, 280.32, 274.68, 710.65, 853.65, 9.29, 21.31, 297.72, 946.73, 302.44, 21.12, 5869.00, 69.55
 12Z 27 Aug 1990, VECC, 42809, 900827/1200, 22.64, 88.44, 6.0, 0.01, -2.63, -3.57, 249.22, 34.70, 18.10, 25.10, 43.20, 2336.34, 2498.64, -260.05, -179.04, 611.33, 662.15, 580.97, 621.33, 295.98, 910.73, 304.03, 19.87, 5884.00, 57.61
 00Z 28 Aug 1990, VECC, 42809, 900828/0000, 22.64, 88.44, 6.0, 6.01, -0.81, -1.14, 226.58, 25.90, 14.90, 19.10, 34.00, 319.14, 455.80, -0.56, 0.00, 936.40, 944.51, 18.88, 26.96, 295.68, 945.48, 300.48, 18.71, 5865.00, 59.17
 12Z 28 Aug 1990, VECC, 42809, 900828/1200, 22.64, 88.44, 6.0, 0.06, -2.79, -3.48, 285.40, 35.90, 19.50, 21.50, 41.00, 1834.91, 2042.96, -25.57, -18.50, 158.74, 158.63, 868.36, 882.02, 68.37, 76.13, 297.48, 945.21, 302.34, 20.82, 5849.00, 67.62
 00Z 29 Aug 1990, VECC, 42809, 900829/0000, 22.64, 88.44, 6.0, -2.02, -2.02, -2.75, 330.58, 39.60, 20.80, 22.00, 42.80, 1473.29, 1640.81, -52.45, -44.73, 150.43, 150.40, 731.03, 775.18, 62.33, 69.42, 298.39, 961.26, 301.81, 21.62, 5871.00, 77.56
 12Z 29 Aug 1990, VECC, 42809, 900829/1200, 22.64, 88.44, 6.0, -0.58, -4.88, -5.72, 246.19, 33.80, 19.80, 23.70, 43.50, 3098.44, 3383.19, -22.88, -14.23, 860.24, 885.29, 874.17, 954.50, 297.73, 939.50, 303.12, 21.26, 5829.00, 61.37
 00Z 30 Aug 1990, VECC, 42809, 900830/0000, 22.64, 88.44, 6.0, 7.74, -1.74, -2.88, 160.58, 9.70, 10.90, 22.90, 33.80, 779.84, 1114.60, -60.73, -10.54, 180.23, 178.49, 740.98, 873.46, 32.02, 45.77, 295.42, 939.79, 300.74, 18.61, 5795.00, 30.92
 12Z 30 Aug 1990, VECC, 42809, 900830/1200, 22.64, 88.44, 6.0, 2.87, -0.29, -1.00, 203.80, 35.40, 16.50, 22.50, 39.00, 190.36, 259.22, -231.94, -37.13, 196.59, 196.50, 527.20, 820.34, 33.66, 45.84, 292.66, 875.81, 303.97, 16.89, 5843.00, 49.44
 00Z 31 Aug 1990, VECC, 42809, 900831/0000, 22.64, 88.44, 6.0, 2.44, -5.56, -6.66, 182.41, 32.80, 17.30, 24.30, 41.60, 3396.71, 3692.61, -14.39, -4.35, 119.46, 119.07, 881.91, 908.41, 6.93, 7.54, 296.35, 932.81, 302.33, 19.77, 5783.00, 52.10
 12Z 31 Aug 1990, VECC, 42809, 900831/1200, 22.64, 88.44, 6.0, -1.00, -4.38, -5.56, 233.40, 32.10, 18.90, 25.90, 44.80, 2087.82, 2364.66, -140.65, -87.52, 713.46, 775.65, 404.61, 458.26, 296.08, 885.38, 306.59, 20.40, 5880.00, 57.91
 00Z 01 Aug 1991, VECC, 42809, 910801/0000, 22.64, 88.44, 6.0, 1.57, -1.17, -1.79, 240.61, 35.90, 17.30, 22.30, 39.60, 995.93, 1143.94, -84.45, -63.54, 130.49, 129.55, 816.17, 832.21, 161.03, 184.96, 295.58, 908.29, 303.85, 19.28, 5864.00, 66.12
 12Z 01 Aug 1991, VECC, 42809, 910801/1200, 22.64, 88.44, 6.0, 0.02, -1.57, -2.00, 224.81, 35.60, 19.10, 23.90, 43.00, 562.73, 659.68, -159.25, -118.88, 218.32, 218.27, 656.70, 704.91, 498.73, 584.65, 294.43, 909.47, 302.55, 18.05, 5844.00, 61.52
 00Z 02 Aug 1991, VECC, 42809, 910802/0000, 22.64, 88.44, 6.0, -2.31, -3.53, -4.10, 270.61, 42.30, 20.50, 25.30, 45.80, 1847.50, 1961.68, -131.69, -103.76, 105.02, 105.01, 746.18, 788.68, 143.67, 152.55, 297.16, 930.27, 303.41, 20.78, 5874.00, 76.79
 12Z 02 Aug 1991, VECC, 42809, 910802/1200, 22.64, 88.44, 6.0, -1.12, -5.79, -6.78, 232.81, 36.60, 20.50, 24.70, 45.20, 539.08, 701.89, -12.53, -3.29, 867.43, 903.07, 297.06, 929.93, 303.31, 20.66, 5825.00, 56.13
 00Z 03 Aug 1991, VECC, 42809, 910803/0000, 22.64, 88.44, 6.0, 1.99, -1.45, -1.80, 233.41, 32.30, 18.10, 20.90, 39.00, 814.10, 966.41, -16.66, -10.16, 142.93, 142.03, 863.50, 876.78, 106.72, 126.68, 296.63, 956.65, 300.44, 19.50, 5801.00, 63.72
 12Z 03 Aug 1991, VECC, 42809, 910803/1200, 22.64, 88.44, 6.0, 3.33, 0.17, -0.18, 224.21, 32.10, 15.50, 22.50, 38.00, 206.08, 238.73, -279.67, -177.97, 305.54, 305.13, 492.24, 503.36, 27.16, 31.46, 295.25, 930.18, 301.45, 18.70, 5860.00, 61.84
 00Z 04 Aug 1991, VECC, 42809, 910804/0000, 22.64, 88.44, 6.0, 2.88, -2.21, -2.68, 199.38, 34.00, 16.10, 23.10, 39.20, 521.91, 617.33, -146.63, -10.19, 112.09, 111.74, 659.34, 883.99, 540.68, 639.54, 296.65, 943.57, 301.64, 19.86, 5849.00, 66.34
 12Z 04 Aug 1991, VECC, 42809, 910804/1200, 22.64, 88.44, 6.0, 1.57, -3.73, -4.50, 32.75, 17.92, 22.16, 40.09, 2592.99, 2835.14, -19.23, -8.22, 871.83, 890.57, 296.48, 910.60, 304.55, 20.37, 5845.90, 63.02
 00Z 05 Aug 1991, VECC, 42809, 910805/0000, 22.64, 88.44, 6.0, -2.20, -2.13, -2.67, 267.59, 40.40, 19.60, 25.60, 45.20, 514.98, 611.24, -297.97, -267.99, 175.40, 175.26, 623.64, 706.32, 149.07, 176.93, 297.87, 940.60, 303.17, 21.44, 5924.00, 82.78
 12Z 05 Aug 1991, VECC, 42809, 910805/1200, 22.64, 88.44, 6.0, -3.71, -4.94, -5.72, 303.75, 38.89, 22.29, 25.29, 47.58, 4259.26, 4478.90, -69.12, -52.93, 96.18, 95.67, 790.88, 812.72, 173.20, 182.13, 296.67, 909.18, 304.89, 20.60, 5800.63, 68.56
 00Z 06 Aug 1991, VECC, 42809, 910806/0000, 22.64, 88.44, 6.0, -3.00, -1.65, -2.08, 256.39, 39.90, 21.50, 24.10, 45.60, 1453.73, 1580.73, -122.72, -112.49, 116.53, 114.93, 734.87, 750.88, 498.46, 542.01, 297.10, 955.53, 301.03, 20.08, 5854.00, 71.69
 12Z 06 Aug 1991, VECC, 42809, 910806/1200, 22.64, 88.44, 6.0, -1.58, -4.83, -5.43, 229.19, 38.50, 20.80, 24.70, 45.50, 3721.83, 3911.00, -42.10, -24.49, 806.94, 854.66, 9600.95, 10088.92, 296.36, 920.88, 303.45, 19.95, 5834.00, 66.40
 00Z 07 Aug 1991, VECC, 42809, 910807/0000, 22.64, 88.44, 6.0, -2.55, -4.09, -5.04, 271.40, 37.10, 21.50, 22.90, 44.40, 2592.92, 2841.31, -23.89, -20.75, 112.53, 111.24, 853.12, 866.37, 1141.48, 1250.83, 298.73, 956.19, 302.61, 22.19, 5874.00, 71.25
 12Z 07 Aug 1991, VECC, 42809, 910807/1200, 22.64, 88.44, 6.0, 0.88, 0.11, -0.24, 260.81, 37.00, 18.10, 20.80, 38.90, 461.13, 517.24, -306.58, -253.71, 181.86, 181.81, 422.64, 602.28, 73.72, 82.69, 295.99, 918.92, 303.26, 19.52, 5905.00, 76.19
 00Z 08 Aug 1991, VECC, 42809, 910808/0000, 22.64, 88.44, 6.0, -1.82, -3.03, -3.89, 263.21, 37.30, 21.20, 22.70, 43.90, 1521.32, 1675.20, -41.28, -34.27, 111.40, 111.40, 842.72, 849.68, 133.30, 146.78, 296.54, 929.58, 302.82, 19.96, 5854.00, 69.25
 12Z 08 Aug 1991, VECC, 42809, 910808/1200, 22.64, 88.44, 6.0, -2.88, -4.46, -5.65, 267.80, 39.90, 21.70, 24.30, 46.00, 2199.54, 2429.43, -74.11, -42.26, 131.50, 131.21, 687.48, 753.71, 63748.62, 70411.52, 296.54, 907.21, 304.94, 20.47, 5874.00, 67.46
 00Z 09 Aug 1991, VECC, 42809, 910809/0000, 22.64, 88.44, 6.0, -2.87, -3.36, -4.24, 269.99, 38.40, 22.40, 23.10, 45.50, 1593.03, 1717.77, -136.01, -88.89, 148.22, 147.71, 581.42, 593.35, 427.70, 461.19, 297.13, 954.47, 301.15, 20.15, 5857.00, 68.26
 12Z 09 Aug 1991, VECC, 42809, 910809/1200, 22.64, 88.44, 6.0, 0.81, -2.12, -2.89, 248.98, 34.60, 17.60, 22.60, 40.20, 1681.69, 1911.70, -90.28, -64.60, 115.90, 112.55, 796.07, 818.29, 560.51, 637.17, 297.10, 915.64, 304.71, 21.03, 5875.00, 66.65
 00Z 10 Aug 1991, VECC, 42809, 910810/0000, 22.64, 88.44, 6.0, 56.55, 0.76, 0.35, 32.98, -52.60, -26.50, -22.40, -48.90, 1768.01, 1979.12, 0.00, 0.00, 209.73, 209.65, 930.65, 930.65, 317.42, 355.33, 296.00, 930.65, 302.16, 19.56, 5882.00, 53.64
 12Z 10 Aug 1991, VECC, 42809, 910810/1200, 22.64, 88.44, 6.0, -0.51, -4.20, -5.00, 222.01, 34.30, 19.30, 24.30, 43.60, 2159.15, 2371.64, -76.08, -21.80, 108.44, 108.37, 696.11, 727.31, 424.16, 465.90, 295.86, 893.56, 305.54, 19.97, 5854.00, 60.27
 00Z 11 Aug 1991, VECC, 42809, 910811/0000, 22.64, 88.44, 6.0, -5.34, -8.28, -9.44, 327.81, 42.70, 24.00, 26.50, 50.50, 1112.84, 1333.51, -8.71, -5.99, 871.24, 893.96, 74.74, 89.56, 299.81, 960.87, 303.28, 23.60, 5881.00, 71.98
 12Z 11 Aug 1991, VECC, 42809, 910811/1200, 22.64, 88.44, 6.0, -4.15, -7.73, -8.93, 282.42, 40.30, 22.10, 28.10, 50.20, 4251.74, 4526.08, -122.50, -66.99, 106.36, 106.30, 713.07, 739.54, 584.97, 622.71, 297.31, 896.95, 306.73, 21.76, 5892.00, 65.84
 00Z 12 Aug 1991, VECC, 42809, 910812/0000, 22.64, 88.44, 6.0, 1.35, -0.71, -1.44, 286.99, 33.20, 17.00, 20.20, 37.20, 2538.48, 2711.03, -42.84, -32.23, 108.70, 108.30, 825.09, 841.62, 451.07, 481.73, 299.04, 947.52, 303.71, 22.84, 5931.00, 75.58
 12Z 12 Aug 1991, VECC, 42809, 910812/1200, 22.64, 88.44, 6.0, -4.45, 43.35, 44.12, 301.39, 42.40, 22.50, 25.30, 47.80, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 252.94, 737.88, 275.67, 11.59, 5904.00, 62.06
 00Z 13 Aug 1991, VECC, 42809, 910813/0000, 22.64, 88.44, 6.0, 1.14, -1.20, -1.69, 30.04, 18.04, 26.04, 44.08, 111.19, 157.01, -297.05, -226.33, 383.75, 429.35, 613.41, 641.50, 291.66, 894.29, 301.15, 15.51, 45.30
 12Z 13 Aug 1991, VECC, 42809, 910813/1200, 22.64, 88.44, 6.0, 1.58, 0.27, -0.39, 249.01, 33.80, 16.80, 22.80, 39.60, 378.33, 477.69, -214.86, -71.62, 230.88, 231.29, 463.05, 749.11, 22.86, 28.86, 294.67, 897.22, 303.96, 18.69, 5878.00, 55.37
 00Z 14 Aug 1991, VECC, 42809, 910814/0000, 22.64, 88.44, 6.0, 0.25, -2.51, -3.08, 252.80, 30.40, 20.20, 21.50, 41.70, 1125.86, 1311.30, -6.07, -3.45, 186.49, 186.30, 897.13, 908.28, 98.34, 114.54, 295.91, 942.97, 300.95, 18.93, 5815.00, 57.73
 12Z 14 Aug 1991, VECC, 42809, 910814/1200, 22.64, 88.44, 6.0, -0.76, -1.45, -2.13, 263.00, 36.80, 18.80, 23.80, 42.60, 1594.91, 1693.30, -423.40, -371.16, 127.64, 125.07, 574.89, 587.00, 236.02, 250.58, 295.96, 900.90, 304.95, 19.89, 5929.00, 73.67
 00Z 15 Aug 1991, VECC, 42809, 910815/0000, 22.64, 88.44, 6.0, 3.34, 0.07, -0.32, 263.41, 29.20, 16.40, 19.00, 35.40, 1154.15, 1343.09, -14.77, -8.23, 160.10, 159.76, 871.14, 891.12, 81.97, 95.39, 296.67, 936.45, 302.32, 19.99, 5858.00, 64.52
 12Z 15 Aug 1991, VECC, 42809, 910815/1200, 22.64, 88.44, 6.0, 0.00, -5.67, -6.43, 232.02, 35.20, 19.90, 23.30, 43.20, 1769.01, 1996.71, -5.88, -2.02, 129.51, 128.00, 903.59, 918.20, 346.61, 391.22, 297.37, 937.05, 302.98, 20.91, 5822.00, 64.27
 00Z 16 Aug 1991, VECC, 42809, 910816/0000, 22.64, 88.44, 6.0, -1.26, -3.95, -4.74, 242.39, 36.60, 20.40, 23.90, 44.30, 2435.58, 2635.94, -52.52, -32.72, 107.66, 107.20, 774.26, 840.46, ********, ********, 297.04, 937.40, 302.61, 20.42, 5848.00, 64.51
 12Z 16 Aug 1991, VECC, 42809, 910816/1200, 22.64, 88.44, 6.0, 2.56, 0.45, 0.01, 234.60, 33.30, 16.50, 20.60, 37.10, 18.87, 44.01, -251.73, -160.11, 389.29, 384.27, 467.56, 498.14, 10.48, 24.45, 294.97, 897.85, 304.21, 18.89, 5880.00, 68.15
 00Z 17 Aug 1991, VECC, 42809, 910817/0000, 22.64, 88.44, 6.0, 1.72, -2.10, -2.66, 234.16, 33.32, 18.55, 19.66, 38.22, 1175.99, 1339.61, -1.36, -0.39, 127.74, 127.61, 924.42, 932.34, 768.91, 875.89, 297.37, 951.22, 301.69, 20.55, 5840.00, 70.29
 12Z 17 Aug 1991, VECC, 42809, 910817/1200, 22.64, 88.44, 6.0, -0.33, -2.40, -2.89, 266.98, 34.70, 20.10, 20.20, 40.30, 2406.62, 2646.14, -2.45, -1.34, 154.96, 154.93, 915.67, 922.71, 351.24, 386.20, 297.91, 951.51, 302.20, 21.22, 5815.00, 65.57
 00Z 18 Aug 1991, VECC, 42809, 910818/0000, 22.64, 88.44, 6.0, -2.63, -4.32, -5.00, 267.61, 41.90, 22.30, 22.30, 44.60, 2257.85, 2465.21, -5.74, -6.34, 897.18, 897.74, 1589.81, 1735.81, 298.27, 961.59, 301.67, 21.45, 5804.00, 71.04
 12Z 18 Aug 1991, VECC, 42809, 910818/1200, 22.64, 88.44, 6.0, -3.48, -4.07, 112.43, 187.24, -35.12, -16.16, 836.55, 848.24, 295.57, 902.68, 304.37, 19.48, 53.65
 00Z 19 Aug 1991, VECC, 42809, 910819/0000, 22.64, 88.44, 6.0, -7.49, -12.03, -13.52, 366.79, 42.30, 26.90, 26.90, 53.80, 3606.14, 3989.71, -0.88, -1.02, 933.68, 933.36, 1824.29, 2018.33, 300.97, 968.15, 303.79, 25.21, 5819.00, 69.08
 12Z 19 Aug 1991, VECC, 42809, 910819/1200, 22.64, 88.44, 6.0, -2.63, -5.31, -6.44, 253.99, 39.50, 22.40, 22.50, 44.90, 3200.30, 3505.14, 0.00, 0.00, 914.69, 914.69, 6079.07, 6658.12, 296.99, 914.69, 304.66, 20.87, 5825.00, 62.27
 00Z 20 Aug 1991, VECC, 42809, 910820/0000, 22.64, 88.44, 6.0, 4.32, 3.99, 357.19, 454.03, 0.00, 0.00, 948.16, 948.16, 292.07, 948.16, 296.54, 15.54, 31.51
 12Z 20 Aug 1991, VECC, 42809, 910820/1200, 22.64, 88.44, 6.0, -5.64, -8.67, -9.95, 325.78, 41.30, 23.90, 28.90, 52.80, 1970.53, 2257.37, -50.71, -16.60, 737.21, 795.12, 203.32, 232.92, 295.82, 869.76, 307.88, 20.50, 5903.00, 62.17
 00Z 21 Aug 1991, VECC, 42809, 910821/0000, 22.64, 88.44, 6.0, 0.12, 0.96, 0.78, 260.93, 40.93, 18.32, 23.61, 41.93, 54.63, 79.48, -298.38, -296.11, 299.60, 296.29, 671.44, 671.41, 2.74, 3.99, 295.16, 937.83, 300.65, 18.13, 5863.00, 72.81
 12Z 21 Aug 1991, VECC, 42809, 910821/1200, 22.64, 88.44, 6.0, -3.93, -4.58, -5.20, 340.39, 42.70, 22.60, 23.10, 45.70, 2870.53, 3083.99, -15.83, -14.91, 859.52, 865.73, 66.17, 71.09, 298.48, 932.20, 304.56, 22.43, 5877.00, 80.14
 12Z 22 Aug 1991, VECC, 42809, 910822/1200, 22.64, 88.44, 6.0, -3.44, -3.22, -3.67, 354.59, 41.10, 22.30, 23.30, 45.60, 1617.62, 1745.09, -54.10, -47.26, 758.12, 780.47, 65.76, 70.94, 297.04, 928.93, 303.40, 20.60, 5876.00, 77.48
 00Z 23 Aug 1991, VECC, 42809, 910823/0000, 22.64, 88.44, 6.0, -6.06, -6.71, -7.79, 341.40, 43.70, 24.70, 24.70, 49.40, 3439.38, 3708.67, -16.53, -20.27, 122.42, 121.62, 872.56, 872.07, 300.08, 968.33, 302.89, 23.89, 5874.00, 80.57
 12Z 23 Aug 1991, VECC, 42809, 910823/1200, 22.64, 88.44, 6.0, -4.98, -7.02, -8.34, 290.59, 41.90, 23.10, 26.10, 49.20, 3453.61, 3787.66, -49.37, -44.56, 806.60, 839.39, 1803.95, 1978.44, 299.13, 930.53, 305.38, 23.41, 5883.00, 71.92
 00Z 24 Aug 1991, VECC, 42809, 910824/0000, 22.64, 88.44, 6.0, -3.78, -3.10, -3.90, 278.98, 41.80, 22.70, 23.30, 46.00, 1037.37, 1190.41, -72.97, -72.67, 806.55, 812.50, 2271.72, 2606.86, 297.69, 952.92, 301.86, 20.89, 5874.00, 75.08
 12Z 24 Aug 1991, VECC, 42809, 910824/1200, 22.64, 88.44, 6.0, -6.67, -5.65, -6.57, 317.78, 43.40, 24.80, 25.50, 50.30, 1703.49, 1929.94, -66.15, -65.98, 780.64, 798.37, 471.84, 534.56, 297.86, 913.52, 305.69, 22.05, 5891.00, 77.47
 00Z 25 Aug 1991, VECC, 42809, 910825/0000, 22.64, 88.44, 6.0, -6.30, -6.72, -7.37, 46.70, 25.20, 25.30, 50.50, 3158.78, 3350.30, -1.87, -1.20, 910.80, 917.02, 298.92, 957.39, 302.69, 22.43, 5837.00, 79.32
 12Z 25 Aug 1991, VECC, 42809, 910825/1200, 22.64, 88.44, 6.0, -5.36, -6.24, -7.22, 285.21, 44.20, 24.30, 25.30, 49.60, 1341.41, 1552.60, -32.66, -36.43, 847.14, 850.83, 1412.82, 1635.25, 298.44, 952.84, 302.63, 21.88, 5851.00, 72.64
 00Z 26 Aug 1991, VECC, 42809, 910826/0000, 22.64, 88.44, 6.0, -4.54, -6.03, -6.92, 266.58, 41.30, 23.70, 23.90, 47.60, 1930.28, 2147.28, -23.54, -19.07, 876.23, 883.00, 1473.15, 1638.76, 298.53, 944.24, 303.50, 22.23, 5835.00, 74.41
 12Z 26 Aug 1991, VECC, 42809, 910826/1200, 22.64, 88.44, 6.0, -3.39, -6.79, -7.75, 257.80, 43.30, 22.20, 24.30, 46.50, 3966.39, 4239.96, -9.49, -8.83, 889.81, 898.26, 951.45, 1017.07, 300.09, 962.85, 303.38, 24.04, 5861.00, 79.36
 00Z 27 Aug 1991, VECC, 42809, 910827/0000, 22.64, 88.44, 6.0, -0.89, -2.49, -3.23, 35.52, 19.78, 23.58, 43.36, 844.95, 1010.89, -139.72, -86.22, 134.43, 133.33, 633.39, 674.99, 297.29, 954.00, 301.35, 20.37, 15857.71, 63.82
 12Z 27 Aug 1991, VECC, 42809, 910827/1200, 22.64, 88.44, 6.0, -7.74, -6.55, -6.98, 446.79, 43.80, 26.40, 29.90, 56.30, 151.98, 173.91, -324.23, -259.49, 508.68, 609.94, 4.31, 4.93, 293.97, 894.36, 303.52, 18.03, 5868.00, 60.42
 12Z 28 Aug 1991, VECC, 42809, 910828/1200, 22.64, 88.44, 6.0, 4.67, -1.10, -1.66, 213.22, 29.50, 15.50, 20.50, 36.00, 1170.60, 1322.09, -8.63, -2.62, 125.88, 125.57, 894.08, 909.61, 157.35, 177.71, 295.09, 921.01, 302.14, 18.48, 5829.00, 58.27
 00Z 29 Aug 1991, VECC, 42809, 910829/0000, 22.64, 88.44, 6.0, -4.02, -2.62, -3.20, 314.61, 40.50, 23.00, 23.10, 46.10, 1049.71, 1194.63, -92.16, -97.25, 153.97, 153.74, 709.35, 715.18, 94.68, 107.75, 297.44, 954.71, 301.45, 20.53, 5864.00, 75.01
 12Z 30 Aug 1991, VECC, 42809, 910830/1200, 22.64, 88.44, 6.0, 3.23, -0.98, -1.45, 202.98, 28.90, 15.90, 21.90, 37.80, 230.16, 339.49, -128.29, -43.66, 224.29, 224.29, 626.04, 698.85, 56.43, 83.24, 295.20, 908.63, 303.43, 18.86, 5864.00, 59.44
 00Z 31 Aug 1991, VECC, 42809, 910831/0000, 22.64, 88.44, 6.0, -2.26, -4.92, -5.62, 242.39, 40.00, 21.00, 24.50, 45.50, 2209.31, 2429.21, -81.60, -72.31, 831.68, 847.44, 908.47, 998.89, 298.21, 944.82, 303.13, 21.77, 5858.00, 72.89
 12Z 31 Aug 1991, VECC, 42809, 910831/1200, 22.64, 88.44, 6.0, -2.42, -2.94, -3.65, 255.38, 36.60, 21.00, 24.90, 45.90, 1764.28, 1887.81, -275.85, -218.21, 149.47, 149.45, 602.28, 619.73, 4.48, 4.79, 295.83, 915.40, 303.43, 19.40, 5883.00, 68.64
 12Z 01 Aug 1992, VECC, 42809, 920801/1200, 22.64, 88.44, 6.0, 4.02, 1.08, 0.71, 232.20, 29.40, 15.80, 18.80, 34.60, 0.03, 8.17, -14.59, -3.95, 860.86, 633.56, 871.35, 891.62, 0.01, 2.86, 294.98, 909.17, 303.14, 18.61, 5863.00, 65.01
 00Z 02 Aug 1992, VECC, 42809, 920802/0000, 22.64, 88.44, 6.0, -0.01, -2.39, -2.93, 247.38, 35.10, 20.00, 21.50, 41.50, 1610.73, 1774.84, -1.51, -1.40, 140.65, 140.39, 911.81, 915.97, 383.96, 423.08, 297.25, 964.52, 300.37, 20.08, 5828.00, 66.60
 00Z 03 Aug 1992, VECC, 42809, 920803/0000, 22.64, 88.44, 6.0, -0.57, -3.98, -4.48, 239.79, 36.30, 21.30, 22.50, 43.80, 2132.66, 2266.84, -3.66, -1.62, 130.60, 130.44, 942.64, 952.01, 550.23, 584.85, 296.68, 966.70, 299.58, 19.34, 5788.00, 63.79
 12Z 03 Aug 1992, VECC, 42809, 920803/1200, 22.64, 88.44, 6.0, 18.76, -2.47, -2.86, 50.56, 9.00, 3.90, 12.90, 16.80, 855.12, 1061.79, -9.71, -4.04, 906.51, 910.61, 109.25, 135.65, 295.08, 917.97, 302.42, 18.52, 5797.55, 51.25
 00Z 04 Aug 1992, VECC, 42809, 920804/0000, 22.64, 88.44, 6.0, 12.23, 5.18, 4.68, 77.81, 0.30, 4.90, 21.90, 26.80, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 288.38, 865.83, 300.51, 13.42, 5801.00, 23.51
 12Z 04 Aug 1992, VECC, 42809, 920804/1200, 22.64, 88.44, 6.0, -1.87, -3.48, -4.00, 35.09, 21.98, 22.80, 44.77, 2549.53, 2720.87, -2.75, -0.42, 115.54, 115.01, 906.01, 931.75, 296.44, 950.55, 300.78, 19.42, 5791.15, 65.02
 00Z 05 Aug 1992, VECC, 42809, 920805/0000, 22.64, 88.44, 6.0, 6.15, 1.72, 1.47, 184.98, 22.80, 12.80, 20.80, 33.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 295.10, 933.81, 300.96, 18.26, 5859.00, 55.96
 12Z 05 Aug 1992, VECC, 42809, 920805/1200, 22.64, 88.44, 6.0, -1.67, -5.75, -6.52, 217.59, 36.30, 20.50, 26.50, 47.00, 4406.40, 4603.68, -83.25, -39.83, 116.60, 116.32, 746.28, 803.69, 1491.35, 1558.12, 296.17, 917.35, 303.59, 19.82, 5835.00, 61.20
 00Z 06 Aug 1992, VECC, 42809, 920806/0000, 22.64, 88.44, 6.0, 0.71, -3.48, -4.00, 222.61, 35.90, 18.50, 24.50, 43.00, 2083.93, 2237.80, -72.94, -44.17, 126.61, 126.15, 806.68, 833.83, 144.12, 154.76, 295.74, 928.30, 302.12, 19.05, 5822.00, 61.43
 12Z 06 Aug 1992, VECC, 42809, 920806/1200, 22.64, 88.44, 6.0, 0.69, 0.03, -0.45, 215.99, 30.90, 18.90, 23.90, 42.80, 20.66, 80.46, -184.60, -147.64, 503.60, 475.35, 695.45, 715.50, 3.26, 12.70, 294.52, 959.26, 298.06, 17.06, 5795.00, 50.68
 00Z 07 Aug 1992, VECC, 42809, 920807/0000, 22.64, 88.44, 6.0, -9.39, 0.78, 0.57, 466.01, 50.20, 25.90, 29.50, 55.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 295.62, 950.57, 299.97, 18.41, 5867.00, 80.25
 00Z 08 Aug 1992, VECC, 42809, 920808/0000, 22.64, 88.44, 6.0, 0.35, 1.01, 1.11, 297.41, 39.70, 18.60, 20.00, 38.60, 118.48, 137.81, -149.33, -151.55, 185.38, 185.05, 655.33, 655.53, 98.45, 114.51, 297.42, 960.10, 300.94, 20.39, 5880.00, 86.56
 12Z 08 Aug 1992, VECC, 42809, 920808/1200, 22.64, 88.44, 6.0, 5.93, 3.32, 3.34, 227.59, 31.60, 13.20, 20.20, 33.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 293.73, 918.14, 301.02, 16.98, 5840.00, 64.37
 00Z 09 Aug 1992, VECC, 42809, 920809/0000, 22.64, 88.44, 6.0, 5.87, 3.85, 3.56, 191.20, 20.70, 14.10, 21.10, 35.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 290.05, 884.87, 300.39, 14.16, 5796.00, 42.80
 12Z 09 Aug 1992, VECC, 42809, 920809/1200, 22.64, 88.44, 6.0, -2.14, -2.92, -3.55, 241.61, 41.90, 21.20, 24.30, 45.50, 2225.31, 2351.35, -71.24, -62.42, 127.03, 126.36, 776.31, 787.88, 12211.05, 12902.69, 295.60, 920.24, 302.72, 19.01, 5823.00, 69.52
 00Z 10 Aug 1992, VECC, 42809, 920810/0000, 22.64, 88.44, 6.0, -1.06, -2.06, -2.49, 38.82, 21.00, 21.99, 42.99, 1190.51, 1306.32, -29.89, -16.93, 142.62, 141.50, 848.74, 860.04, 295.94, 941.13, 301.15, 19.06, 5824.37, 68.05
 00Z 11 Aug 1992, VECC, 42809, 920811/0000, 22.64, 88.44, 6.0, -2.90, -8.30, -9.44, 238.01, 37.90, 22.30, 24.90, 47.20, 6086.31, 6436.92, -5.47, -2.02, 914.36, 933.17, 2413.74, 2552.79, 299.74, 962.46, 303.07, 23.53, 5845.00, 65.79
