Date,Station identifier,Station number,Observation time,Station latitude,Station longitude,Station elevation,Showalter index,Lifted index,LIFT computed using virtual temperature,SWEAT index,K index,Cross totals index,Vertical totals index,Totals totals index,Convective Available Potential Energy,CAPE using virtual temperature,Convective Inhibition,CINS using virtual temperature,Equilibrum Level,Equilibrum Level using virtual temperature,Level of Free Convection,LFCT using virtual temperature,Bulk Richardson Number,Bulk Richardson Number using CAPV,Temp [K] of the Lifted Condensation Level,Pres [hPa] of the Lifted Condensation Level,Mean mixed layer potential temperature,Mean mixed layer mixing ratio,1000 hPa to 500 hPa thickness,Precipitable water [mm] for entire sounding
 00Z 01 Feb 1985, VECC, 42809, 850201/0000, 22.64, 88.44, 6.0, 4.39, -6.54, -6.79, 79.00, 25.60, 23.10, 25.30, 48.40, 1332.35, 1419.52, 0.00, 0.00, 382.14, 382.00, 920.42, 920.42, 66.34, 70.68, 285.83, 920.42, 292.70, 10.34, 5493.00, 24.85
 12Z 01 Feb 1985, VECC, 42809, 850201/1200, 22.64, 88.44, 6.0, 2.92, -3.64, -3.94, 104.19, 23.70, 17.10, 30.10, 47.20, 604.91, 675.93, -125.91, -88.24, 385.80, 385.31, 786.05, 800.24, 24.79, 27.70, 285.51, 876.11, 296.54, 10.50, 5506.00, 25.28
 00Z 02 Feb 1985, VECC, 42809, 850202/0000, 22.64, 88.44, 6.0, 275.58, 0.00
 12Z 02 Feb 1985, VECC, 42809, 850202/1200, 22.64, 88.44, 6.0, 9.20, 3.10, 2.75, 73.02, 0.90, 11.30, 24.30, 35.60, 0.29, 22.64, -22.86, -2.26, 762.68, 752.80, 763.79, 789.22, 0.01, 0.42, 280.03, 804.00, 298.05, 8.59, 5636.00, 14.32
 00Z 03 Feb 1985, VECC, 42809, 850203/0000, 22.64, 88.44, 6.0, 2.76, 3.54, 3.29, 133.00, 21.10, 26.10, 47.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 281.86, 889.60, 291.47, 8.15, 5603.00, 17.08
 12Z 03 Feb 1985, VECC, 42809, 850203/1200, 22.64, 88.44, 6.0, 6.00, 4.49, 4.31, 99.78, 4.90, 15.50, 25.50, 41.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 275.74, 750.16, 299.36, 6.20, 5658.00, 18.04
 00Z 04 Feb 1985, VECC, 42809, 850204/0000, 22.64, 88.44, 6.0, 11.15, 6.24, 6.04, 86.99, 10.10, 14.30, 20.30, 34.60, 26.13, 50.98, -21.11, -18.04, 738.69, 708.34, 871.69, 881.22, 0.27, 0.52, 282.48, 930.56, 288.38, 7.98, 5513.00, 16.54
 12Z 04 Feb 1985, VECC, 42809, 850204/1200, 22.64, 88.44, 6.0, 9.74, 7.48, 7.23, 99.01, 11.30, 23.30, 34.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 274.57, 754.66, 297.58, 5.69, 5644.00, 9.92
 00Z 05 Feb 1985, VECC, 42809, 850205/0000, 22.64, 88.44, 6.0, 13.32, 10.80, 10.65, 69.99, 2.90, 4.90, 22.90, 27.80, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 275.15, 837.74, 289.46, 5.83, 5522.00, 10.30
 12Z 05 Feb 1985, VECC, 42809, 850205/1200, 22.64, 88.44, 6.0, -2.68, -5.61, -6.25, 418.74, 24.50, 24.30, 29.30, 53.60, 645.29, 788.35, -49.40, -33.44, 438.49, 439.93, 800.57, 822.47, 5.64, 6.89, 288.25, 874.85, 299.49, 12.51, 5641.00, 28.96
 00Z 06 Feb 1985, VECC, 42809, 850206/0000, 22.64, 88.44, 6.0, 3.20, -4.12, -4.74, 112.22, 28.40, 15.70, 29.70, 45.40, 433.03, 561.24, -118.68, -71.78, 466.92, 467.93, 771.17, 793.27, 7.06, 9.15, 290.13, 926.70, 296.54, 13.49, 5669.00, 24.69
 12Z 06 Feb 1985, VECC, 42809, 850206/1200, 22.64, 88.44, 6.0, 6.16, 4.27, 3.93, 104.39, 14.10, 26.10, 40.20, 0.00, 5.99, -115.00, -56.15, 597.06, 597.29, 603.39, 603.13, 0.00, 0.09, 276.23, 741.16, 300.93, 6.51, 5646.00, 15.15
 00Z 07 Feb 1985, VECC, 42809, 850207/0000, 22.64, 88.44, 6.0, 13.01, 14.58, 14.43, 74.55, 6.13, 22.04, 28.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 273.08, 801.13, 290.98, 4.96, 5596.44, 9.05
 12Z 07 Feb 1985, VECC, 42809, 850207/1200, 22.64, 88.44, 6.0, 21.57, 18.78, 18.57, 108.00, -4.30, 14.70, 10.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 270.70, 720.78, 297.26, 4.55, 5671.00, 5.99
 00Z 08 Feb 1985, VECC, 42809, 850208/0000, 22.64, 88.44, 6.0, 18.51, 16.04, 15.84, 110.99, 2.50, 15.50, 18.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 278.44, 856.49, 291.07, 6.59, 5597.00, 11.79
 12Z 08 Feb 1985, VECC, 42809, 850208/1200, 22.64, 88.44, 6.0, 10.39, 9.25, 9.07, 83.57, 8.14, 25.14, 33.27, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 266.55, 679.00, 297.74, 3.64, 5276.68, 8.36
 00Z 09 Feb 1985, VECC, 42809, 850209/0000, 22.64, 88.44, 6.0, 24.74, 22.98, 22.81, 96.00, -6.70, 11.30, 4.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 276.42, 843.19, 290.26, 5.92, 5740.00, 8.77
 12Z 09 Feb 1985, VECC, 42809, 850209/1200, 22.64, 88.44, 6.0, 23.82, 20.35, 20.11, 52.99, -5.40, 11.60, 6.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 269.06, 677.99, 300.68, 4.89, 5699.00, 7.43
 00Z 10 Feb 1985, VECC, 42809, 850210/0000, 22.64, 88.44, 6.0, 18.06, 12.49, 12.14, 68.98, 4.50, 2.30, 15.30, 17.60, 25.12, 47.62, -160.72, -111.30, 691.32, 687.85, 761.85, 789.95, 0.35, 0.67, 284.68, 895.40, 293.83, 10.07, 5679.00, 15.41
 12Z 10 Feb 1985, VECC, 42809, 850210/1200, 22.64, 88.44, 6.0, 11.87, 10.32, 9.93, 142.01, 19.40, 10.30, 17.30, 27.60, 32.65, 53.68, -2.16, 0.00, 680.62, 677.74, 759.19, 773.71, 0.34, 0.56, 279.53, 779.67, 300.14, 7.84, 5698.00, 21.64
 00Z 11 Feb 1985, VECC, 42809, 850211/0000, 22.64, 88.44, 6.0, 10.99, 8.29, 7.92, 155.00, 13.10, 17.10, 30.20, 0.00, 25.59, 0.00, -49.47, 714.82, 844.75, 0.00, 0.40, 286.23, 927.14, 292.51, 10.31, 5638.00, 20.88
 12Z 11 Feb 1985, VECC, 42809, 850211/1200, 22.64, 88.44, 6.0, 12.62, 6.83, 6.49, 103.61, 11.10, 18.10, 29.20, 2219.35, 2327.45, -35.14, -18.09, 505.65, 505.80, 598.54, 598.47, 18.11, 18.99, 281.47, 835.95, 296.26, 9.39, 5588.00, 14.70
 00Z 12 Feb 1985, VECC, 42809, 850212/0000, 22.64, 88.44, 6.0, 8.87, 7.54, 7.18, 154.01, 6.70, 14.90, 18.70, 33.60, 50.12, 86.85, -104.72, -85.15, 671.89, 667.05, 798.93, 811.41, 0.64, 1.10, 283.56, 869.50, 295.16, 9.77, 5628.00, 19.74
 12Z 12 Feb 1985, VECC, 42809, 850212/1200, 22.64, 88.44, 6.0, 2.39, -3.22, -3.97, 185.19, 21.10, 19.50, 24.50, 44.00, 873.02, 1071.77, -25.11, -16.51, 396.19, 396.24, 860.06, 869.90, 10.12, 12.43, 289.59, 878.93, 300.49, 13.59, 5663.00, 29.20
 00Z 13 Feb 1985, VECC, 42809, 850213/0000, 22.64, 88.44, 6.0, 2.97, -0.88, -1.55, 209.00, 28.10, 20.10, 21.90, 42.00, 678.35, 856.66, -3.90, -3.47, 415.37, 415.45, 931.71, 933.76, 6.26, 7.90, 292.32, 970.63, 294.85, 14.66, 5630.00, 29.99
 12Z 13 Feb 1985, VECC, 42809, 850213/1200, 22.64, 88.44, 6.0, 7.82, 3.48, 3.06, 150.41, 18.50, 15.30, 21.30, 36.60, 174.95, 241.08, 0.00, 0.00, 602.15, 572.40, 806.37, 806.37, 1.69, 2.33, 281.66, 806.37, 299.53, 8.78, 5635.00, 22.53
 00Z 14 Feb 1985, VECC, 42809, 850214/0000, 22.64, 88.44, 6.0, 2.91, 6.54, 6.18, 218.80, 28.50, 19.30, 23.10, 42.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 282.92, 856.14, 295.79, 9.16, 5663.00, 31.52
 12Z 14 Feb 1985, VECC, 42809, 850214/1200, 22.64, 88.44, 6.0, 2.93, 1.80, 1.87, 203.40, 30.90, 20.30, 22.50, 42.80, 62.62, 83.52, -37.11, -33.24, 583.02, 579.29, 802.15, 813.36, 1.05, 1.40, 286.67, 888.18, 296.56, 11.09, 5641.00, 40.57
 00Z 15 Feb 1985, VECC, 42809, 850215/0000, 22.64, 88.44, 6.0, 3.25, 3.38, 3.40, 156.80, 27.00, 20.20, 23.10, 43.30, 14.81, 30.41, -118.05, -111.18, 613.22, 610.51, 740.24, 758.13, 0.21, 0.44, 287.25, 940.99, 292.30, 10.89, 5622.00, 35.61
 12Z 15 Feb 1985, VECC, 42809, 850215/1200, 22.64, 88.44, 6.0, -0.11, -2.37, -2.66, 200.01, 28.90, 23.30, 24.90, 48.20, 639.38, 733.23, -14.29, -8.52, 406.19, 405.91, 876.47, 891.15, 10.65, 12.21, 290.33, 946.06, 294.99, 13.28, 5620.00, 35.72
 00Z 16 Feb 1985, VECC, 42809, 850216/0000, 22.64, 88.44, 6.0, 2.76, -0.76, -1.12, 156.99, 11.10, 21.10, 26.10, 47.20, 181.55, 283.68, -66.69, -58.86, 486.75, 487.71, 837.53, 849.09, 2.18, 3.41, 287.51, 956.51, 291.20, 10.88, 5567.00, 20.75
 12Z 16 Feb 1985, VECC, 42809, 850216/1200, 22.64, 88.44, 6.0, 8.81, 1.57, 1.15, 108.79, 14.70, 21.70, 36.40, 237.74, 372.17, 0.00, 0.00, 537.19, 537.59, 876.53, 876.53, 2.45, 3.84, 284.90, 876.53, 295.85, 10.03, 5597.00, 16.16
 00Z 17 Feb 1985, VECC, 42809, 850217/0000, 22.64, 88.44, 6.0, 18.25, 7.06, 6.70, 70.01, 3.10, 16.10, 19.20, 292.32, 409.16, 0.00, 0.00, 577.92, 577.94, 968.58, 969.62, 5.75, 8.05, 288.01, 974.51, 290.15, 11.07, 5559.00, 15.26
 12Z 17 Feb 1985, VECC, 42809, 850217/1200, 22.64, 88.44, 6.0, 10.78, 7.02, 6.64, 120.60, 12.50, 18.50, 31.00, 88.70, 113.12, -0.79, -0.03, 752.63, 746.67, 809.48, 809.48, 4.77, 6.08, 281.05, 809.48, 298.56, 8.34, 5675.00, 17.95
 00Z 18 Feb 1985, VECC, 42809, 850218/0000, 22.64, 88.44, 6.0, 20.18, 17.67, 17.51, 38.99, -4.10, 16.90, 12.80, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 273.84, 801.76, 291.73, 5.65, 5677.00, 7.19
