Date,Station number,Observation time,Station latitude,Station longitude,Station elevation,Showalter index,Lifted index,LIFT computed using virtual temperature,SWEAT index,K index,Cross totals index,Vertical totals index,Totals totals index,Convective Available Potential Energy,CAPE using virtual temperature,Convective Inhibition,CINS using virtual temperature,Equilibrum Level,Equilibrum Level using virtual temperature,Level of Free Convection,LFCT using virtual temperature,Bulk Richardson Number,Bulk Richardson Number using CAPV,Temp [K] of the Lifted Condensation Level,Pres [hPa] of the Lifted Condensation Level,Mean mixed layer potential temperature,Mean mixed layer mixing ratio,1000 hPa to 500 hPa thickness,Precipitable water [mm] for entire sounding
 00Z 07 Mar 1986, 41883, 860307/0000, 24.85, 89.36, 20.0, 0.00, 0.00, 0.00, 0.00, 271.26, 1035.81, 268.51, 3.59, ********, 7.03
 00Z 14 Mar 1986, 41883, 860314/0000, 24.85, 89.36, 20.0, 7.17, 81.83, 81.83, 204.01, 11.50, 21.50, 33.00, 0.00, 0.00, 0.00, 0.00, 190.56, 497.58, 232.88, 0.43, 6011.00, 3.75
 00Z 28 Mar 1986, 41883, 860328/0000, 24.85, 89.36, 20.0, 5.50, 4.97, 25.30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 285.71, 851.50, 299.16, 10.60, 5887.00, 0.65
 00Z 29 Mar 1986, 41883, 860329/0000, 24.85, 89.36, 20.0, -0.58, -2.05, -2.97, 252.01, 20.10, 26.10, 46.20, 1036.22, 1270.41, -213.07, -100.49, 226.35, 226.34, 650.46, 663.59, 12.97, 15.90, 291.27, 878.18, 302.32, 15.17, 5882.00, 21.74
 00Z 30 Mar 1986, 41883, 860330/0000, 24.85, 89.36, 20.0, -0.31, 182.01, 33.30, 16.30, 33.30, 49.60, 0.00, 0.00, 5889.00, 5889.00
 00Z 15 Mar 1990, 41883, 900315/0000, 24.85, 89.36, 20.0, 0.29, -1.27, -1.69, 131.00, 22.10, 28.10, 50.20, 108.26, 170.93, -185.12, -85.40, 380.49, 414.72, 625.40, 596.68, 46.03, 72.68, 287.94, 945.20, 292.64, 11.34, 5602.00, 16.44
 00Z 22 Mar 1997, 41883, 970322/0000, 24.85, 89.36, 20.0, 7.99, 2.62, 2.39, 75.99, 20.30, 9.10, 27.10, 36.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 285.32, 867.18, 297.21, 10.43, 5700.00, 28.47
 00Z 24 Mar 1997, 41883, 970324/0000, 24.85, 89.36, 20.0, 0.84, -3.66, -4.09, 162.08, 30.30, 19.70, 29.70, 49.40, 679.11, 765.70, -164.21, -122.62, 247.30, 247.10, 759.61, 777.19, 9.16, 10.33, 288.50, 912.13, 296.21, 12.37, 5646.00, 31.14
 00Z 26 Mar 1997, 41883, 970326/0000, 24.85, 89.36, 20.0, -0.56, -6.79, -7.41, 178.00, 27.50, 21.50, 30.50, 52.00, 2446.21, 2615.57, -88.11, -60.69, 200.73, 200.73, 817.83, 841.72, 43.77, 46.80, 291.14, 947.78, 295.66, 13.99, 5627.00, 29.21
 00Z 30 Mar 1997, 41883, 970330/0000, 24.85, 89.36, 20.0, -2.14, -5.93, -6.44, 259.21, 32.50, 22.90, 29.90, 52.80, 1365.45, 1486.92, -103.50, -86.35, 255.62, 255.34, 783.14, 805.58, 74.50, 81.13, 292.69, 966.71, 295.57, 15.03, 5177.00, 39.86
 00Z 05 Mar 2008, 41883, 080305/0000, 24.85, 89.36, 20.0, -0.69, -2.00, -2.41, 210.06, 32.10, 22.87, 28.03, 50.90, 208.31, 273.19, -107.88, -93.95, 354.94, 353.21, 742.29, 747.11, 1.97, 2.59, 289.91, 969.06, 292.55, 12.56, 5613.22, 34.65
 00Z 19 Mar 2008, 41883, 080319/0000, 24.85, 89.36, 20.0, 17.78, 28.86, 30.71, 428.97, 21.40, 0.30, 1.80, 2.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 293.14, 970.55, 295.67, 15.41, 1269.00, 125.26
 03Z 19 Mar 2008, 41883, 080319/0300, 24.85, 89.36, 20.0, 12.18, 20.75, 22.28, 305.49, 25.34, 6.27, 8.05, 14.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 293.45, 963.32, 296.63, 15.87, 5982.83, 117.25
 00Z 28 Mar 2008, 41883, 080328/0000, 24.85, 89.36, 20.0, 4.62, -2.08, -2.79, 132.71, 11.40, 12.99, 28.71, 41.70, 332.83, 497.93, -234.94, -163.51, 351.45, 350.10, 737.24, 774.11, 9.87, 14.77, 288.56, 863.16, 300.98, 13.71, 5690.00, 22.45
 00Z 02 Mar 2009, 41883, 090302/0000, 24.85, 89.36, 20.0, 12.72, 11.48, 11.32, 123.01, 7.90, 8.90, 18.90, 27.80, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 281.56, 866.94, 293.31, 8.11, 5679.00, 22.39
 00Z 05 Mar 2009, 41883, 090305/0000, 24.85, 89.36, 20.0, 4.21, 2.23, 1.69, 216.38, 11.90, 16.70, 23.70, 40.40, 0.00, 1.81, 0.00, -173.55, 707.51, 726.33, 0.00, 0.01, 287.90, 884.86, 298.15, 12.12, 5717.00, 27.73
 00Z 09 Mar 2009, 41883, 090309/0000, 24.85, 89.36, 20.0, -2.20, 0.83, 0.31, 222.99, 9.70, 23.70, 24.70, 48.40, 72.55, 91.21, -448.22, -322.35, 343.22, 341.63, 452.94, 466.82, 3.25, 4.08, 290.37, 941.09, 295.50, 16.50, 5711.00, 35.05
 00Z 19 Mar 2009, 41883, 090319/0000, 24.85, 89.36, 20.0, -1.74, -10.30, -11.09, 199.80, 37.30, 20.50, 33.50, 54.00, 3232.33, 3408.81, -118.03, -64.24, 239.12, 238.96, 801.76, 831.91, 126.46, 133.37, 291.57, 897.40, 300.75, 15.16, 5659.00, 34.43
 00Z 23 Mar 2009, 41883, 090323/0000, 24.85, 89.36, 20.0, 0.84, -4.00, -4.62, 113.19, 32.10, 19.30, 29.30, 48.60, 770.32, 898.33, -164.37, -119.04, 350.96, 351.89, 776.21, 793.58, 769.69, 897.59, 289.41, 905.19, 297.80, 13.34, 5662.00, 31.73
 00Z 30 Mar 2009, 41883, 090330/0000, 24.85, 89.36, 20.0, 0.52, -2.47, -3.02, 183.21, 28.10, 19.50, 28.50, 48.00, 723.41, 841.01, -213.48, -168.62, 215.08, 214.32, 714.14, 738.43, 11.21, 13.03, 290.96, 939.04, 296.27, 13.91, 5686.00, 34.05
 00Z 11 Mar 2010, 41883, 100311/0000, 24.85, 89.36, 20.0, 11.68, 10.69, 10.46, 108.42, -7.30, 6.50, 22.50, 29.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 281.71, 851.94, 294.94, 8.33, 5709.00, 18.75
 00Z 15 Mar 2010, 41883, 100315/0000, 24.85, 89.36, 20.0, -1.99, -8.77, -9.55, 243.81, 29.70, 21.30, 32.30, 53.60, 2334.99, 2534.53, -133.77, -101.93, 217.50, 217.46, 783.74, 815.38, 24.16, 26.23, 293.76, 958.85, 297.35, 16.24, 5669.00, 36.62
 00Z 18 Mar 2010, 41883, 100318/0000, 24.85, 89.36, 20.0, -2.42, -3.70, -3.84, 232.38, 31.30, 20.10, 35.10, 55.20, 1475.66, 1530.66, -378.46, -333.65, 361.15, 360.87, 685.99, 687.03, 37.09, 38.47, 281.76, 776.96, 302.85, 9.21, 5687.00, 29.28
 00Z 22 Mar 2010, 41883, 100322/0000, 24.85, 89.36, 20.0, 3.34, 1.77, 1.05, 197.41, 12.10, 15.90, 23.90, 39.80, 252.94, 266.88, -707.15, -493.63, 226.25, 225.87, 367.45, 367.60, 6.03, 6.37, 291.10, 896.38, 300.39, 14.79, 5773.00, 33.43
 00Z 25 Mar 2010, 41883, 100325/0000, 24.85, 89.36, 20.0, 6.22, -1.45, -2.40, 145.59, 18.50, 9.70, 27.70, 37.40, 245.57, 435.35, -340.80, -254.18, 746.86, 770.71, 2.22, 3.94, 295.07, 948.92, 299.54, 17.93, 5797.00, 31.65
