Date,Station number,Observation time,Station latitude,Station longitude,Station elevation,Showalter index,Lifted index,LIFT computed using virtual temperature,SWEAT index,K index,Cross totals index,Vertical totals index,Totals totals index,Convective Available Potential Energy,CAPE using virtual temperature,Convective Inhibition,CINS using virtual temperature,Equilibrum Level,Equilibrum Level using virtual temperature,Level of Free Convection,LFCT using virtual temperature,Bulk Richardson Number,Bulk Richardson Number using CAPV,Temp [K] of the Lifted Condensation Level,Pres [hPa] of the Lifted Condensation Level,Mean mixed layer potential temperature,Mean mixed layer mixing ratio,1000 hPa to 500 hPa thickness,Precipitable water [mm] for entire sounding
 00Z 04 May 1985, 41883, 850504/0000, 24.85, 89.36, 20.0, 37.68, 8.72, 8.41, 71.00, -36.30, -13.40, -2.40, -15.80, 750.07, 823.64, 0.00, 0.00, 743.84, 741.67, 919.44, 919.44, 39.28, 43.13, 284.76, 919.44, 291.68, 10.38, 15709.00, 15.83
 00Z 06 May 1985, 41883, 850506/0000, 24.85, 89.36, 20.0, -3.40, -3.12, -3.86, 274.59, 25.90, 24.90, 26.10, 51.00, 695.06, 865.04, -76.60, -43.64, 673.91, 750.50, 13.73, 17.09, 292.39, 952.80, 296.50, 14.98, 5707.00, 35.71
 00Z 07 May 1985, 41883, 850507/0000, 24.85, 89.36, 20.0, -1.85, -1.36, -1.47, 230.40, 38.50, 21.30, 30.30, 51.60, 3518.66, 3557.74, -344.43, -319.74, 304.38, 307.72, 640.25, 628.01, 42.84, 43.32, 290.36, 943.86, 295.23, 13.29, 5642.00, 43.84
 00Z 08 May 1985, 41883, 850508/0000, 24.85, 89.36, 20.0, -3.01, -6.62, -7.51, 234.20, 23.70, 28.50, 52.20, 1764.94, 2081.42, -76.10, -54.63, 212.81, 212.70, 813.66, 841.15, 240.32, 283.41, 293.63, 944.65, 298.48, 16.41, 5718.00, 22.25
 00Z 10 May 1985, 41883, 850510/0000, 24.85, 89.36, 20.0, -4.68, -9.26, -10.01, 413.42, 32.50, 26.30, 31.30, 57.60, 1972.33, 2180.15, -78.16, -81.00, 200.58, 200.57, 831.51, 855.28, 32.78, 36.24, 291.79, 935.07, 297.47, 14.71, 5658.00, 34.01
 00Z 23 May 1985, 41883, 850523/0000, 24.85, 89.36, 20.0, -2.30, -2.81, -3.61, 290.48, 36.40, 23.10, 26.10, 49.20, 498.01, 650.94, -71.12, -45.88, 367.68, 372.40, 790.66, 800.68, 4.01, 5.24, 290.29, 883.47, 300.80, 15.01, 15579.00, 36.52
 00Z 25 May 1985, 41883, 850525/0000, 24.85, 89.36, 20.0, -7.68, 28.36, 28.98, 48.00, 25.30, 30.30, 55.60, 0.00, 0.00, 0.00, 0.00, 274.17, 917.46, 280.88, 8.99, 15739.00, 53.15
 00Z 26 May 1985, 41883, 850526/0000, 24.85, 89.36, 20.0, -2.52, -3.41, -4.44, 521.80, 39.40, 21.50, 27.50, 49.00, 234.05, 0.00, -229.67, -188.87, 410.97, 1528.95, 646.57, 652.44, 0.48, 0.00, 293.93, 922.85, 300.77, 17.07, 15759.00, 40.56
 00Z 27 May 1985, 41883, 850527/0000, 24.85, 89.36, 20.0, -3.74, -2.53, -2.96, 448.20, 40.50, 23.10, 24.10, 47.20, 201.03, 261.37, -62.67, -60.39, 760.46, 776.07, 296.03, 949.36, 300.48, 18.91, 15759.00, 61.96
 00Z 01 May 1986, 41883, 860501/0000, 24.85, 89.36, 20.0, -1.89, 33.71, 33.68, 267.60, 38.30, 22.70, 25.30, 48.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 270.23, 953.74, 274.09, 7.64, 5916.00, 26.05
 00Z 03 May 1986, 41883, 860503/0000, 24.85, 89.36, 20.0, -5.23, 29.47, 29.43, 335.41, 43.60, 25.50, 27.90, 53.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 273.04, 966.77, 275.89, 8.47, 5918.00, 28.59
 00Z 05 May 1986, 41883, 860505/0000, 24.85, 89.36, 20.0, -4.66, 29.80, 29.76, 448.52, 32.90, 24.50, 29.50, 54.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 271.36, 950.93, 275.54, 8.64, 5787.00, 30.55
 00Z 13 May 1986, 41883, 860513/0000, 24.85, 89.36, 20.0, 29.10, 277.37, 5925.00, 0.00
