Date,Station number,Observation time,Station latitude,Station longitude,Station elevation,Showalter index,Lifted index,LIFT computed using virtual temperature,SWEAT index,K index,Cross totals index,Vertical totals index,Totals totals index,Convective Available Potential Energy,CAPE using virtual temperature,Convective Inhibition,CINS using virtual temperature,Equilibrum Level,Equilibrum Level using virtual temperature,Level of Free Convection,LFCT using virtual temperature,Bulk Richardson Number,Bulk Richardson Number using CAPV,Temp [K] of the Lifted Condensation Level,Pres [hPa] of the Lifted Condensation Level,Mean mixed layer potential temperature,Mean mixed layer mixing ratio,1000 hPa to 500 hPa thickness,Precipitable water [mm] for entire sounding
 00Z 08 Aug 2016, 41883, 160808/0000, 24.85, 89.36, 20.0, 0.21, -3.21, -3.77, 239.61, 36.50, 19.70, 22.30, 42.00, 1075.11, 1243.67, -5.57, -0.87, 148.48, 148.30, 893.19, 931.67, 226.52, 262.03, 296.77, 947.10, 301.45, 19.98, 5830.00, 65.85
 12Z 08 Aug 2016, 41883, 160808/1200, 24.85, 89.36, 20.0, 3.96, -1.10, -1.64, 203.60, 31.50, 14.70, 22.70, 37.40, 631.96, 760.13, -99.52, -46.27, 149.72, 149.69, 712.94, 768.59, 187.99, 226.12, 295.46, 913.36, 303.24, 19.02, 5859.00, 61.89
 00Z 09 Aug 2016, 41883, 160809/0000, 24.85, 89.36, 20.0, 1.75, -1.39, -1.98, 252.61, 33.10, 17.80, 21.70, 39.50, 736.46, 888.80, -28.67, -0.60, 178.27, 177.18, 694.68, 931.94, 95.13, 114.81, 296.28, 940.94, 301.49, 19.43, 5834.00, 62.06
 12Z 09 Aug 2016, 41883, 160809/1200, 24.85, 89.36, 20.0, 1.82, -1.84, -2.67, 264.42, 31.60, 18.00, 20.90, 38.90, 767.01, 981.66, -15.15, -3.51, 174.05, 172.64, 870.37, 900.68, 82.70, 105.84, 296.01, 922.12, 302.96, 19.55, 5843.00, 59.01
 00Z 10 Aug 2016, 41883, 160810/0000, 24.85, 89.36, 20.0, 2.08, 0.89, 0.62, 282.39, 32.70, 18.10, 19.70, 37.80, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 294.54, 923.50, 301.34, 17.73, 5827.00, 64.77
 00Z 11 Aug 2016, 41883, 160811/0000, 24.85, 89.36, 20.0, -1.37, -2.24, -2.44, 319.60, 40.30, 21.50, 21.50, 43.00, 579.81, 647.33, 0.00, 0.00, 207.48, 206.15, 946.55, 951.47, 107.84, 120.40, 296.53, 954.15, 300.56, 19.48, 5809.00, 74.22
 00Z 12 Aug 2016, 41883, 160812/0000, 24.85, 89.36, 20.0, 1.53, -2.04, -2.59, 252.99, 32.90, 18.30, 20.90, 39.20, 1267.12, 1459.99, 0.00, 0.00, 142.25, 141.43, 945.07, 951.52, 402.18, 463.39, 297.34, 955.09, 301.28, 20.42, 5830.00, 65.56
 00Z 13 Aug 2016, 41883, 160813/0000, 24.85, 89.36, 20.0, 0.15, -3.15, -3.79, 236.18, 34.50, 19.50, 21.90, 41.40, 1370.13, 1577.49, -1.40, -0.42, 135.15, 133.49, 926.48, 935.11, 1417.10, 1631.56, 297.45, 948.94, 301.97, 20.70, 5837.00, 67.01
 00Z 14 Aug 2016, 41883, 160814/0000, 24.85, 89.36, 20.0, -0.74, -4.81, -5.54, 226.00, 37.30, 20.30, 22.50, 42.80, 2314.23, 2530.25, -5.37, -1.15, 128.47, 127.00, 902.84, 926.33, 3501.96, 3828.85, 298.28, 948.80, 302.81, 21.81, 5841.00, 71.05
 00Z 15 Aug 2016, 41883, 160815/0000, 24.85, 89.36, 20.0, 2.28, -3.52, -4.14, 195.38, 34.80, 16.70, 23.70, 40.40, 1339.78, 1518.28, -36.41, -7.61, 145.44, 144.93, 795.65, 876.78, 312.79, 354.47, 296.83, 935.65, 302.54, 20.23, 5844.00, 63.36
 00Z 16 Aug 2016, 41883, 160816/0000, 24.85, 89.36, 20.0, -0.49, -2.06, -2.83, 260.01, 38.00, 19.80, 22.10, 41.90, 894.16, 1051.32, -47.24, -34.78, 146.45, 146.09, 788.97, 825.39, 120.52, 141.71, 296.89, 942.30, 302.02, 20.13, 5851.00, 68.17
 00Z 17 Aug 2016, 41883, 160817/0000, 24.85, 89.36, 20.0, 0.67, -2.42, -2.67, 301.81, 38.40, 18.60, 23.50, 42.10, 405.69, 490.73, -54.53, -27.65, 193.06, 192.00, 777.26, 806.44, 13.54, 16.38, 295.88, 932.91, 301.84, 19.17, 5825.00, 68.41
 00Z 18 Aug 2016, 41883, 160818/0000, 24.85, 89.36, 20.0, 1.83, -1.20, -1.58, 284.40, 34.60, 17.90, 21.50, 39.40, 459.13, 580.25, -15.14, -1.02, 204.54, 204.34, 805.54, 925.85, 33.29, 42.07, 295.65, 930.89, 301.79, 18.89, 5825.00, 65.10
 00Z 19 Aug 2016, 41883, 160819/0000, 24.85, 89.36, 20.0, 2.18, -1.45, -2.38, 239.39, 25.80, 18.00, 20.10, 38.10, 1009.97, 1258.21, -5.92, -1.30, 165.96, 165.06, 900.05, 927.42, 235.44, 293.30, 296.46, 941.47, 301.65, 19.71, 5832.00, 54.40
 00Z 20 Aug 2016, 41883, 160820/0000, 24.85, 89.36, 20.0, 3.73, -0.28, -1.44, 215.19, 15.90, 15.90, 19.80, 35.70, 967.87, 1172.80, -19.42, -8.15, 154.13, 153.58, 852.47, 890.63, 415.74, 503.77, 296.71, 942.42, 301.80, 19.92, 5847.00, 45.43
 00Z 22 Aug 2016, 41883, 160822/0000, 24.85, 89.36, 20.0, 32.76, 1.50, 1.51, 81.00, -37.30, 0.00, 0.00, 0.00, 3195.29, 3231.00, 0.00, 0.00, 512.02, 512.22, 965.15, 965.15, 138.98, 140.53, 272.94, 965.15, 275.63, 7.30, 4860.00, 6.98
 00Z 23 Aug 2016, 41883, 160823/0000, 24.85, 89.36, 20.0, 3.52, 1.24, 0.95, 197.80, 27.30, 16.70, 20.90, 37.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 294.02, 939.44, 299.34, 16.88, 5812.00, 54.72
 00Z 25 Aug 2016, 41883, 160825/0000, 24.85, 89.36, 20.0, -0.55, -3.53, -4.43, 228.18, 37.00, 19.50, 24.50, 44.00, 1400.73, 1611.00, -87.84, -58.69, 168.27, 166.93, 756.84, 796.35, 108.32, 124.58, 296.41, 931.41, 302.53, 19.77, 5843.00, 60.99
 00Z 26 Aug 2016, 41883, 160826/0000, 24.85, 89.36, 20.0, -2.19, -0.56, -0.80, 235.80, 37.70, 21.50, 24.90, 46.40, 54.65, 87.25, -267.66, -233.93, 380.03, 381.02, 585.57, 597.67, 34.61, 55.26, 293.43, 924.13, 300.16, 16.54, 5815.00, 61.49
 00Z 27 Aug 2016, 41883, 160827/0000, 24.85, 89.36, 20.0, -1.37, -2.70, -3.17, 219.78, 34.80, 21.20, 23.90, 45.10, 520.36, 663.54, -80.47, -58.84, 229.07, 229.08, 743.07, 796.96, 569.25, 725.88, 294.54, 920.39, 301.62, 17.80, 5815.00, 58.25
 00Z 30 Aug 2016, 41883, 160830/0000, 24.85, 89.36, 20.0, -0.73, -4.42, -5.37, 229.61, 37.80, 20.30, 22.70, 43.00, 2214.30, 2453.58, -18.15, -9.40, 134.16, 132.45, 878.72, 898.01, 2465.71, 2732.16, 297.64, 941.65, 302.81, 21.11, 5840.00, 66.04
 00Z 31 Aug 2016, 41883, 160831/0000, 24.85, 89.36, 20.0, 1.44, -1.11, -1.60, 209.38, 34.40, 18.00, 22.70, 40.70, 222.76, 333.09, -87.63, -58.23, 309.53, 307.09, 737.81, 776.02, 151.64, 226.75, 295.39, 935.93, 301.06, 18.46, 5825.00, 61.35
 00Z 01 Aug 2017, 41883, 170801/0000, 24.85, 89.36, 20.0, -1.60, -4.03, -4.56, 236.20, 39.50, 21.00, 23.50, 44.50, 1422.19, 1583.02, -37.94, -26.06, 142.47, 141.64, 842.44, 862.89, 581.06, 646.77, 297.14, 942.27, 302.27, 20.48, 5840.00, 70.50
 00Z 03 Aug 2017, 41883, 170803/0000, 24.85, 89.36, 20.0, -0.10, 237.61, 36.60, 19.50, 22.30, 41.80, 5340.00, 67.78
 00Z 05 Aug 2017, 41883, 170805/0000, 24.85, 89.36, 20.0, -2.04, -5.87, -6.63, 255.99, 39.60, 21.50, 22.90, 44.40, 2795.00, 3011.10, -0.76, -0.01, 119.99, 118.68, 927.56, 940.17, 1186.51, 1278.25, 298.90, 950.24, 303.32, 22.66, 5847.00, 76.30
 00Z 07 Aug 2017, 41883, 170807/0000, 24.85, 89.36, 20.0, -0.42, -3.67, -4.14, 247.61, 36.90, 20.40, 21.30, 41.70, 1538.56, 1692.88, -0.75, -0.02, 141.55, 140.34, 932.80, 942.88, 652.39, 717.83, 297.68, 949.32, 302.16, 21.04, 5830.00, 73.73
 00Z 09 Aug 2017, 41883, 170809/0000, 24.85, 89.36, 20.0, 0.90, -1.43, -1.84, 251.22, 35.20, 19.10, 20.70, 39.80, 325.94, 436.81, -2.25, -0.88, 264.12, 265.29, 920.04, 932.39, 88.15, 118.13, 296.42, 944.12, 301.34, 19.50, 5833.00, 70.45
 00Z 10 Aug 2017, 41883, 170810/0000, 24.85, 89.36, 20.0, 0.53, -3.33, -3.92, 250.82, 38.50, 18.50, 23.50, 42.00, 1064.37, 1202.13, -1.85, -0.60, 142.57, 141.57, 925.89, 934.31, 212.95, 240.51, 297.30, 945.12, 302.17, 20.61, 5830.00, 71.59
 00Z 11 Aug 2017, 41883, 170811/0000, 24.85, 89.36, 20.0, -0.90, -2.62, -2.94, 288.60, 39.30, 20.70, 21.50, 42.20, 823.96, 920.02, -1.33, -0.34, 143.81, 142.97, 913.90, 930.50, 26.78, 29.90, 297.46, 958.88, 301.09, 20.49, 5821.00, 76.16
 00Z 13 Aug 2017, 41883, 170813/0000, 24.85, 89.36, 20.0, -0.56, -2.48, -2.78, 242.18, 39.10, 20.70, 20.90, 41.60, 875.13, 970.82, -0.46, 0.00, 148.56, 148.39, 930.27, 943.99, 730.25, 810.10, 297.38, 962.98, 300.64, 20.32, 5825.00, 75.59
 00Z 14 Aug 2017, 41883, 170814/0000, 24.85, 89.36, 20.0, -0.39, -2.23, -2.45, 227.19, 35.40, 20.30, 22.10, 42.40, 628.39, 726.38, -0.40, -0.07, 175.76, 174.71, 933.73, 942.17, 434.94, 502.76, 296.93, 965.48, 299.95, 19.67, 5820.00, 71.08
 00Z 15 Aug 2017, 41883, 170815/0000, 24.85, 89.36, 20.0, 0.91, -1.17, -1.54, 230.60, 34.70, 19.00, 21.10, 40.10, 441.46, 552.89, -18.64, -14.18, 200.79, 200.16, 838.68, 868.72, 128.81, 161.33, 296.42, 952.43, 300.61, 19.32, 5826.00, 68.73
 00Z 17 Aug 2017, 41883, 170817/0000, 24.85, 89.36, 20.0, 1.43, -2.18, -2.64, 233.19, 34.50, 18.30, 21.50, 39.80, 830.00, 998.86, -7.17, -1.36, 153.83, 153.32, 875.57, 924.39, 228.26, 274.70, 297.04, 951.30, 301.34, 20.18, 5839.00, 66.60
 00Z 18 Aug 2017, 41883, 170818/0000, 24.85, 89.36, 20.0, 2.16, -1.41, -2.18, 229.99, 35.20, 17.40, 21.10, 38.50, 966.54, 1151.14, -26.62, -9.64, 144.23, 143.75, 837.54, 878.97, 436.23, 519.54, 296.19, 927.39, 302.67, 19.71, 5839.00, 62.87
 00Z 19 Aug 2017, 41883, 170819/0000, 24.85, 89.36, 20.0, -0.05, -1.55, -1.85, 249.60, 36.70, 19.70, 22.90, 42.60, 224.91, 295.57, -73.45, -45.64, 246.03, 245.84, 720.57, 762.20, 31.29, 41.12, 295.12, 931.50, 301.19, 18.26, 5821.00, 65.98
 00Z 21 Aug 2017, 41883, 170821/0000, 24.85, 89.36, 20.0, -1.75, -4.92, -5.40, 219.21, 38.70, 21.40, 24.30, 45.70, 1696.28, 1846.44, -7.45, -2.75, 147.33, 146.98, 869.77, 915.48, 509.68, 554.80, 296.91, 945.36, 301.75, 20.09, 5819.00, 69.23
 00Z 22 Aug 2017, 41883, 170822/0000, 24.85, 89.36, 20.0, -1.92, -6.32, -7.07, 237.38, 37.80, 21.90, 22.90, 44.80, 3190.21, 3419.21, -1.69, -0.28, 129.41, 128.85, 923.75, 937.65, 2809.99, 3011.70, 298.51, 953.26, 302.65, 22.02, 5830.00, 70.90
 00Z 23 Aug 2017, 41883, 170823/0000, 24.85, 89.36, 20.0, 0.32, -2.76, -3.03, 214.58, 34.80, 19.30, 23.50, 42.80, 647.34, 746.23, -51.08, -28.13, 183.56, 181.80, 777.61, 829.83, 64.47, 74.32, 295.70, 936.36, 301.34, 18.84, 5816.00, 65.54
 00Z 30 Aug 2017, 41883, 170830/0000, 24.85, 89.36, 20.0, -1.17, -3.60, -4.05, 220.58, 36.60, 21.00, 23.30, 44.30, 1124.19, 1251.00, -30.39, -19.38, 147.32, 147.00, 851.51, 869.85, 1046.56, 1164.62, 296.30, 941.55, 301.48, 19.46, 5827.00, 67.71
 00Z 31 Aug 2017, 41883, 170831/0000, 24.85, 89.36, 20.0, -1.30, -4.28, -4.79, 221.80, 37.00, 21.30, 23.10, 44.40, 1441.46, 1596.72, -6.08, -3.51, 143.63, 142.69, 902.12, 917.74, 1200.22, 1329.49, 297.19, 957.55, 300.92, 20.17, 5821.00, 69.99
 00Z 07 Aug 2018, 41883, 180807/0000, 24.85, 89.36, 20.0, -0.45, -2.33, -2.65, 262.80, 36.30, 20.10, 22.70, 42.80, 764.71, 869.10, -51.44, -35.46, 181.44, 180.25, 787.72, 831.68, 60.13, 68.34, 296.20, 943.28, 301.22, 19.29, 5834.00, 67.80
 00Z 09 Aug 2018, 41883, 180809/0000, 24.85, 89.36, 20.0, 2.90, -1.12, -1.84, 211.00, 30.60, 16.80, 21.10, 37.90, 777.59, 957.93, -37.56, -16.66, 146.76, 146.50, 760.10, 872.79, 1876.01, 2311.08, 296.11, 937.65, 301.63, 19.31, 5839.00, 59.29
 00Z 10 Aug 2018, 41883, 180810/0000, 24.85, 89.36, 20.0, 1.28, -3.21, -3.93, 217.80, 33.70, 18.10, 22.30, 40.40, 1775.61, 1994.89, -3.74, -0.84, 885.17, 931.86, 956.22, 1074.31, 297.68, 950.59, 302.04, 20.95, 5850.00, 65.73
 00Z 11 Aug 2018, 41883, 180811/0000, 24.85, 89.36, 20.0, -1.16, -4.76, -5.37, 233.99, 35.80, 20.80, 22.30, 43.10, 2495.52, 2719.99, -8.45, -3.77, 116.11, 114.60, 898.56, 914.45, 5125.05, 5586.05, 298.11, 944.89, 302.99, 21.65, 5850.00, 69.56
 00Z 12 Aug 2018, 41883, 180812/0000, 24.85, 89.36, 20.0, -0.10, -4.69, -5.38, 223.78, 32.20, 19.40, 23.30, 42.70, 2081.05, 2307.46, -16.34, -7.14, 105.93, 105.64, 870.08, 898.97, 539.10, 597.75, 297.83, 942.20, 302.96, 21.35, 5849.00, 65.26
 00Z 13 Aug 2018, 41883, 180813/0000, 24.85, 89.36, 20.0, 0.38, -3.65, -4.12, 224.41, 37.60, 19.10, 22.30, 41.40, 1698.04, 1874.38, -8.04, -2.96, 133.46, 132.42, 883.83, 912.02, 574.14, 633.76, 297.63, 944.57, 302.54, 21.02, 5841.00, 71.33
 00Z 14 Aug 2018, 41883, 180814/0000, 24.85, 89.36, 20.0, -1.12, -3.33, -3.68, 246.18, 39.60, 20.60, 22.90, 43.50, 1218.48, 1322.63, -26.98, -15.28, 144.66, 144.14, 836.90, 866.54, 161.19, 174.97, 297.02, 944.72, 301.93, 20.30, 5845.00, 74.23
 00Z 15 Aug 2018, 41883, 180815/0000, 24.85, 89.36, 20.0, 0.14, -2.00, -2.43, 255.01, 39.00, 19.00, 22.70, 41.70, 965.76, 1073.70, -73.15, -48.95, 159.90, 159.03, 781.06, 805.77, 188.54, 209.61, 295.79, 916.90, 303.25, 19.41, 5851.00, 70.44
 00Z 17 Aug 2018, 41883, 180817/0000, 24.85, 89.36, 20.0, 0.73, -3.88, -4.51, 227.80, 35.90, 18.30, 23.30, 41.60, 2029.27, 2237.52, -21.98, -5.14, 125.70, 123.64, 826.41, 896.02, 502.57, 554.15, 297.75, 943.93, 302.74, 21.27, 5845.00, 67.56
 00Z 18 Aug 2018, 41883, 180818/0000, 24.85, 89.36, 20.0, -1.67, -5.88, -6.73, 253.80, 40.00, 20.90, 23.50, 44.40, 3345.10, 3622.57, -10.86, -4.48, 105.12, 105.10, 889.51, 910.48, 220.75, 239.06, 298.53, 939.30, 303.93, 22.36, 5856.00, 69.87
 00Z 19 Aug 2018, 41883, 180819/0000, 24.85, 89.36, 20.0, 2.81, -4.50, -5.72, 225.20, 31.30, 14.70, 24.70, 39.40, 3773.37, 4130.96, -77.42, -30.45, 792.04, 841.22, 316.91, 346.94, 298.86, 929.28, 305.21, 23.10, 5876.00, 58.99
 00Z 20 Aug 2018, 41883, 180820/0000, 24.85, 89.36, 20.0, 0.08, -3.30, -3.87, 278.41, 39.00, 19.40, 22.10, 41.50, 1758.52, 1913.85, -16.51, -6.03, 115.79, 113.41, 869.78, 898.68, 160.70, 174.89, 297.05, 931.36, 303.18, 20.66, 5840.00, 72.37
 00Z 21 Aug 2018, 41883, 180821/0000, 24.85, 89.36, 20.0, -0.14, -3.41, -3.97, 248.39, 38.20, 20.40, 21.30, 41.70, 1217.35, 1343.82, -5.37, -1.99, 143.39, 142.35, 906.28, 920.59, 375.47, 414.47, 297.28, 954.02, 301.34, 20.40, 5830.00, 73.52
 00Z 23 Aug 2018, 41883, 180823/0000, 24.85, 89.36, 20.0, -0.85, -4.14, -4.86, 246.01, 40.30, 20.00, 22.70, 42.70, 2449.05, 2652.59, -0.16, 0.00, 113.28, 111.76, 937.78, 944.25, 2889.08, 3129.19, 298.54, 953.84, 302.63, 22.03, 5851.00, 74.84
 00Z 26 Aug 2018, 41883, 180826/0000, 24.85, 89.36, 20.0, -0.01, -2.14, -2.78, 248.81, 38.50, 19.80, 20.50, 40.30, 1430.66, 1568.80, -3.67, -1.48, 135.84, 134.47, 904.30, 918.73, 580.03, 636.04, 297.72, 956.59, 301.55, 20.87, 5846.00, 74.75
 00Z 28 Aug 2018, 41883, 180828/0000, 24.85, 89.36, 20.0, -1.04, -3.55, -4.16, 260.80, 36.20, 20.60, 22.90, 43.50, 1330.47, 1494.40, -4.41, -1.09, 140.56, 140.54, 873.64, 928.07, 171.11, 192.19, 297.18, 948.62, 301.71, 20.35, 5847.00, 69.08
 00Z 29 Aug 2018, 41883, 180829/0000, 24.85, 89.36, 20.0, 1.14, -1.15, -2.04, 230.18, 35.20, 18.60, 21.30, 39.90, 552.21, 730.46, -27.78, -12.43, 185.29, 184.49, 783.00, 859.12, 495.16, 654.99, 296.22, 943.52, 301.21, 19.30, 5842.00, 61.88
