Date,Station number,Observation time,Station latitude,Station longitude,Station elevation,Showalter index,Lifted index,LIFT computed using virtual temperature,SWEAT index,K index,Cross totals index,Vertical totals index,Totals totals index,Convective Available Potential Energy,CAPE using virtual temperature,Convective Inhibition,CINS using virtual temperature,Equilibrum Level,Equilibrum Level using virtual temperature,Level of Free Convection,LFCT using virtual temperature,Bulk Richardson Number,Bulk Richardson Number using CAPV,Temp [K] of the Lifted Condensation Level,Pres [hPa] of the Lifted Condensation Level,Mean mixed layer potential temperature,Mean mixed layer mixing ratio,1000 hPa to 500 hPa thickness,Precipitable water [mm] for entire sounding
 00Z 10 Jun 2015, 41883, 150610/0000, 24.85, 89.36, 20.0, -3.29, -7.07, -8.21, 457.20, 41.50, 22.70, 22.70, 45.40, 4382.73, 4751.29, 0.00, 0.00, 101.35, 101.39, 965.48, 965.02, 93.95, 101.85, 300.46, 968.33, 303.26, 24.39, 5806.00, 69.75
 00Z 12 Jun 2015, 41883, 150612/0000, 24.85, 89.36, 20.0, -1.23, -0.55, -1.09, 466.32, 40.70, 20.90, 20.90, 41.80, 292.94, 409.31, -17.41, -20.70, 270.45, 270.39, 774.37, 773.83, 5.93, 8.29, 297.09, 971.54, 299.58, 19.75, 5790.00, 70.72
 00Z 20 Jun 2015, 41883, 150620/0000, 24.85, 89.36, 20.0, -3.04, -2.76, -3.20, 294.40, 42.50, 22.20, 22.50, 44.70, 1071.92, 1187.44, -46.67, -46.96, 149.69, 149.63, 810.34, 812.84, 281.37, 311.69, 296.47, 921.58, 303.50, 20.04, 5825.00, 79.08
 00Z 22 Jun 2015, 41883, 150622/0000, 24.85, 89.36, 20.0, 0.36, -0.98, -1.22, 301.80, 38.90, 19.50, 19.50, 39.00, 576.85, 662.07, -0.01, 0.00, 165.13, 164.85, 939.93, 942.53, 30.34, 34.82, 297.44, 955.36, 301.38, 20.52, 5806.00, 78.90
 00Z 24 Jun 2015, 41883, 150624/0000, 24.85, 89.36, 20.0, -1.78, -2.21, -2.43, 269.21, 41.60, 21.10, 21.10, 42.20, 717.31, 775.27, 0.00, 0.00, 145.53, 144.82, 951.71, 953.91, 576.89, 623.51, 298.19, 961.21, 301.61, 21.36, 5805.00, 85.75
 00Z 26 Jun 2015, 41883, 150626/0000, 24.85, 89.36, 20.0, -1.12, -1.99, -2.18, 309.99, 40.70, 20.70, 20.70, 41.40, 564.00, 623.03, -0.86, -0.99, 225.75, 229.26, 911.64, 911.18, 22.99, 25.40, 297.74, 956.19, 301.61, 20.87, 5807.00, 82.70
 00Z 01 Jun 2016, 41883, 160601/0000, 24.85, 89.36, 20.0, -1.65, 1.01, 0.72, 240.21, 36.90, 21.80, 25.50, 47.30, 16.43, 40.20, -262.34, -247.26, 588.97, 581.93, 715.47, 725.23, 0.59, 1.45, 289.34, 888.76, 299.28, 13.26, 5752.00, 47.46
 00Z 02 Jun 2016, 41883, 160602/0000, 24.85, 89.36, 20.0, 1.30, -2.26, -3.07, 184.01, 33.40, 18.70, 23.70, 42.40, 514.89, 697.79, -70.94, -48.22, 304.21, 299.99, 795.48, 830.55, 226.49, 306.95, 294.42, 931.37, 300.49, 17.48, 5795.00, 49.31
 12Z 02 Jun 2016, 41883, 160602/1200, 24.85, 89.36, 20.0, 2.07, -2.97, -3.99, 189.80, 29.70, 17.30, 23.30, 40.60, 1172.07, 1451.72, -8.02, 0.00, 184.42, 183.63, 812.28, 849.59, 379.51, 470.07, 292.87, 849.59, 306.84, 17.41, 5828.00, 48.00
 00Z 03 Jun 2016, 41883, 160603/0000, 24.85, 89.36, 20.0, 2.26, -2.57, -3.37, 191.80, 28.90, 17.50, 23.50, 41.00, 735.39, 940.94, -59.63, -30.29, 225.52, 225.08, 740.12, 853.42, 109.84, 140.54, 295.06, 932.99, 301.00, 18.15, 5810.00, 49.80
 12Z 03 Jun 2016, 41883, 160603/1200, 24.85, 89.36, 20.0, 5.56, -1.05, -2.00, 146.79, 27.70, 12.30, 24.30, 36.60, 537.55, 743.21, -109.52, -46.59, 220.37, 220.33, 713.91, 754.68, 491.57, 679.64, 291.79, 838.93, 306.82, 16.43, 5844.00, 46.10
 12Z 04 Jun 2016, 41883, 160604/1200, 24.85, 89.36, 20.0, 2.60, -0.91, -1.92, 194.81, 30.70, 16.30, 23.30, 39.60, 482.63, 678.88, -86.96, -37.74, 198.92, 198.50, 678.25, 742.36, 357.15, 502.38, 291.52, 834.84, 306.96, 16.22, 5838.00, 49.46
 00Z 05 Jun 2016, 41883, 160605/0000, 24.85, 89.36, 20.0, -1.58, -3.64, -4.53, 231.38, 36.90, 21.40, 24.30, 45.70, 924.02, 1118.84, -58.39, -40.70, 212.75, 212.61, 798.70, 832.65, 562.29, 680.85, 295.26, 930.14, 301.47, 18.46, 5807.00, 56.53
 00Z 06 Jun 2016, 41883, 160606/0000, 24.85, 89.36, 20.0, 1.30, -1.12, -2.03, 213.59, 33.70, 18.40, 22.90, 41.30, 321.49, 494.44, -94.98, -62.22, 232.84, 232.24, 725.82, 768.75, 578.12, 889.13, 294.66, 929.89, 300.87, 17.77, 5806.00, 53.22
 12Z 19 Jun 2016, 41883, 160619/1200, 24.85, 89.36, 20.0, 0.43, -0.83, -1.08, 250.82, 36.50, 19.40, 22.10, 41.50, 63.18, 98.54, -88.00, -62.73, 426.87, 425.52, 665.54, 706.96, 37.05, 57.79, 295.10, 936.35, 300.73, 18.11, 5841.00, 68.77
 00Z 20 Jun 2016, 41883, 160620/0000, 24.85, 89.36, 20.0, 4.07, -0.73, -1.01, 192.82, 29.50, 15.10, 23.10, 38.20, 87.59, 152.51, -128.58, -66.48, 336.35, 352.23, 659.38, 735.09, 18.59, 32.37, 294.65, 929.57, 300.89, 17.78, 5825.00, 57.85
 12Z 20 Jun 2016, 41883, 160620/1200, 24.85, 89.36, 20.0, 1.56, -3.20, -3.96, 237.21, 28.20, 18.00, 21.10, 39.10, 1908.68, 2181.51, -3.74, 0.00, 121.17, 119.15, 881.45, 898.60, 140.47, 160.55, 296.32, 898.60, 305.53, 20.45, 5850.00, 61.71
 00Z 21 Jun 2016, 41883, 160621/0000, 24.85, 89.36, 20.0, 2.47, -0.64, -0.99, 216.82, 31.30, 16.90, 22.90, 39.80, 104.55, 162.30, -146.10, -84.51, 332.91, 342.77, 623.11, 704.33, 30.64, 47.56, 294.61, 926.71, 301.11, 17.77, 5830.00, 59.46
 12Z 21 Jun 2016, 41883, 160621/1200, 24.85, 89.36, 20.0, 3.00, -3.46, -4.27, 210.81, 32.50, 15.90, 22.90, 38.80, 1473.78, 1718.44, -12.33, -0.05, 133.65, 132.03, 828.51, 880.52, 209.60, 244.40, 295.52, 883.58, 306.17, 19.75, 5850.00, 61.91
 00Z 22 Jun 2016, 41883, 160622/0000, 24.85, 89.36, 20.0, 3.24, -0.49, -0.95, 230.82, 31.90, 17.40, 19.30, 36.70, 335.82, 461.04, -5.75, -3.62, 265.01, 265.26, 904.43, 915.11, 33.41, 45.87, 295.80, 943.90, 300.75, 18.77, 5820.00, 64.26
 12Z 22 Jun 2016, 41883, 160622/1200, 24.85, 89.36, 20.0, 1.05, -3.06, -3.49, 245.81, 35.30, 18.50, 22.30, 40.80, 904.28, 1054.95, -12.47, -4.78, 860.58, 891.67, 85.33, 99.55, 296.14, 918.10, 303.48, 19.72, 5837.00, 69.32
 00Z 23 Jun 2016, 41883, 160623/0000, 24.85, 89.36, 20.0, 0.24, -1.13, -1.39, 248.59, 36.70, 19.50, 22.50, 42.00, 128.33, 181.30, -66.33, -47.09, 408.85, 403.12, 739.91, 769.70, 24.79, 35.02, 295.00, 931.99, 301.03, 18.09, 5830.00, 67.33
 12Z 23 Jun 2016, 41883, 160623/1200, 24.85, 89.36, 20.0, 0.51, -4.26, -5.16, 247.19, 34.60, 18.80, 21.50, 40.30, 2540.73, 2825.33, 0.00, 0.00, 122.06, 120.64, 917.02, 917.02, 222.21, 247.11, 297.86, 917.02, 305.34, 22.01, 5858.00, 69.24
 00Z 24 Jun 2016, 41883, 160624/0000, 24.85, 89.36, 20.0, -1.35, -3.41, -3.98, 260.21, 38.60, 21.00, 22.90, 43.90, 928.70, 1064.66, -25.78, -14.33, 172.00, 169.57, 852.80, 872.79, 583.99, 669.48, 296.70, 941.37, 301.90, 19.97, 5820.00, 69.55
 00Z 25 Jun 2016, 41883, 160625/0000, 24.85, 89.36, 20.0, -0.28, -3.41, -3.80, 217.21, 36.80, 20.10, 23.10, 43.20, 800.36, 924.39, -31.17, -22.86, 194.63, 193.74, 851.83, 871.15, 125.76, 145.25, 296.64, 950.81, 300.97, 19.63, 5833.00, 68.90
 12Z 25 Jun 2016, 41883, 160625/1200, 24.85, 89.36, 20.0, 0.97, -3.76, -4.48, 212.39, 33.90, 17.70, 23.70, 41.40, 1430.93, 1651.69, -41.98, -10.09, 139.14, 137.47, 776.69, 851.45, 846.47, 977.06, 296.69, 909.22, 304.89, 20.66, 5860.00, 65.68
 00Z 26 Jun 2016, 41883, 160626/0000, 24.85, 89.36, 20.0, 0.61, -1.24, -1.60, 217.39, 34.80, 19.30, 21.50, 40.80, 302.01, 413.63, -46.93, -33.67, 244.94, 243.86, 764.93, 852.04, 170.04, 232.88, 295.56, 934.57, 301.34, 18.67, 5836.00, 65.98
 12Z 26 Jun 2016, 41883, 160626/1200, 24.85, 89.36, 20.0, 2.68, -2.79, -3.15, 202.18, 33.70, 15.70, 23.70, 39.40, 1112.89, 1277.68, -57.39, -16.24, 149.44, 149.38, 763.50, 813.85, 379.64, 435.85, 294.80, 869.99, 306.80, 19.25, 5864.00, 65.35
 00Z 27 Jun 2016, 41883, 160627/0000, 24.85, 89.36, 20.0, 0.07, -2.92, -3.35, 236.39, 36.70, 19.50, 22.50, 42.00, 928.23, 1056.12, -26.42, -12.80, 146.24, 145.56, 841.36, 875.95, 122.00, 138.81, 296.50, 933.92, 302.38, 19.88, 5836.00, 70.12
 00Z 28 Jun 2016, 41883, 160628/0000, 24.85, 89.36, 20.0, 1.50, -1.91, -2.39, 243.39, 33.40, 18.50, 20.50, 39.00, 775.61, 932.44, -7.60, -2.97, 168.06, 166.75, 895.53, 917.21, 1434.98, 1725.12, 296.92, 945.85, 301.70, 20.09, 5847.00, 68.00
 12Z 28 Jun 2016, 41883, 160628/1200, 24.85, 89.36, 20.0, 2.51, -3.30, -4.45, 245.41, 31.60, 16.80, 20.40, 37.20, 2459.99, 2782.78, -7.43, 0.00, 115.13, 113.49, 892.13, 914.81, 586.76, 663.75, 297.87, 914.81, 305.56, 22.11, 5870.00, 64.86
 00Z 29 Jun 2016, 41883, 160629/0000, 24.85, 89.36, 20.0, 2.45, -0.59, -1.06, 224.20, 31.50, 16.90, 21.90, 38.80, 151.69, 260.37, -104.13, -56.03, 282.51, 281.90, 679.45, 763.64, 58.26, 100.01, 295.29, 924.95, 301.98, 18.65, 5849.00, 60.96
 12Z 29 Jun 2016, 41883, 160629/1200, 24.85, 89.36, 20.0, 3.43, -2.31, -3.09, 222.58, 30.20, 15.40, 21.40, 36.80, 362.63, 568.03, -10.19, 0.00, 821.81, 881.14, 3632.96, 5690.73, 295.94, 881.14, 306.84, 20.33, 5877.00, 61.92
 00Z 30 Jun 2016, 41883, 160630/0000, 24.85, 89.36, 20.0, 1.96, -1.21, -1.77, 231.78, 33.70, 17.60, 20.90, 38.50, 538.71, 698.72, -28.51, -11.33, 176.25, 173.76, 836.26, 876.64, 545.29, 707.25, 296.38, 932.65, 302.38, 19.82, 5845.00, 65.26
 12Z 30 Jun 2016, 41883, 160630/1200, 24.85, 89.36, 20.0, 1.15, -3.01, -3.85, 238.79, 34.20, 18.00, 21.30, 39.30, 1686.42, 1939.04, -3.91, 0.00, 126.40, 124.41, 878.32, 908.80, 234.48, 269.61, 297.11, 908.80, 305.37, 21.24, 5868.00, 68.25
