Date,Station identifier,Station number,Observation time,Station latitude,Station longitude,Station elevation,Showalter index,Lifted index,LIFT computed using virtual temperature,SWEAT index,K index,Cross totals index,Vertical totals index,Totals totals index,Convective Available Potential Energy,CAPE using virtual temperature,Convective Inhibition,CINS using virtual temperature,Equilibrum Level,Equilibrum Level using virtual temperature,Level of Free Convection,LFCT using virtual temperature,Bulk Richardson Number,Bulk Richardson Number using CAPV,Temp [K] of the Lifted Condensation Level,Pres [hPa] of the Lifted Condensation Level,Mean mixed layer potential temperature,Mean mixed layer mixing ratio,1000 hPa to 500 hPa thickness,Precipitable water [mm] for entire sounding
 00Z 03 May 1996, VGTJ, 41923, 960503/0000, 23.76, 90.37, 9.0, 1.47, -4.09, -5.20, 170.00, 24.70, 16.70, 27.70, 44.40, 608.88, 866.97, -149.84, -89.98, 215.25, 215.71, 741.63, 779.31, 14.08, 20.05, 295.33, 941.49, 300.49, 18.29, 5780.00, 39.89
 00Z 05 May 1996, VGTJ, 41923, 960505/0000, 23.76, 90.37, 9.0, 2.33, -1.53, -2.56, 202.02, 26.10, 17.10, 24.10, 41.20, 241.91, 475.05, -131.33, -79.51, 229.89, 229.84, 734.95, 783.13, 13.55, 26.60, 293.63, 912.89, 301.41, 17.09, 5792.00, 40.11
 00Z 06 May 1996, VGTJ, 41923, 960506/0000, 23.76, 90.37, 9.0, 6.17, -1.35, -2.28, 143.22, 24.30, 11.70, 24.70, 36.40, 737.37, 950.59, -101.08, -47.37, 185.36, 183.65, 761.28, 796.56, 75.85, 97.79, 295.27, 942.23, 300.36, 18.18, 5805.00, 44.10
 00Z 07 May 1996, VGTJ, 41923, 960507/0000, 23.76, 90.37, 9.0, 0.20, -3.01, -3.44, 224.99, 28.20, 19.60, 23.70, 43.30, 803.00, 984.90, -30.55, -14.93, 176.43, 175.23, 812.40, 847.20, 39.04, 47.89, 295.60, 939.83, 300.92, 18.62, 5805.00, 55.66
 00Z 08 May 1996, VGTJ, 41923, 960508/0000, 23.76, 90.37, 9.0, 1.98, -1.28, -1.46, 192.15, 18.90, 18.10, 23.10, 41.20, 149.19, 293.63, -52.51, -21.07, 455.68, 449.55, 765.78, 819.45, 6.82, 13.43, 294.20, 935.42, 299.90, 17.23, 5780.00, 45.25
 00Z 09 May 1996, VGTJ, 41923, 960509/0000, 23.76, 90.37, 9.0, 5.76, 81.02, 9.70, 5.50, 33.50, 39.00, 0.00, 0.00
 00Z 10 May 1996, VGTJ, 41923, 960510/0000, 23.76, 90.37, 9.0, 2.96, -7.28, -8.51, 214.29, 19.10, 10.70, 33.70, 44.40, 1823.24, 2111.04, -253.98, -140.28, 144.34, 143.75, 715.21, 749.62, 32.58, 37.72, 295.94, 930.31, 302.14, 19.23, 5791.00, 34.63
 00Z 11 May 1996, VGTJ, 41923, 960511/0000, 23.76, 90.37, 9.0, -1.75, -7.62, -8.85, 378.26, 28.70, 20.70, 28.70, 49.40, 2407.64, 2725.13, -61.04, -26.00, 141.88, 141.25, 783.11, 837.04, 42.03, 47.57, 295.66, 923.70, 302.47, 19.04, 5779.00, 43.37
 00Z 12 May 1996, VGTJ, 41923, 960512/0000, 23.76, 90.37, 9.0, -4.12, 2.06, 1.51, 403.32, 31.10, 23.50, 27.70, 51.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 288.93, 900.56, 297.74, 12.69, 5763.00, 39.72
 00Z 13 May 1996, VGTJ, 41923, 960513/0000, 23.76, 90.37, 9.0, 0.97, -4.05, -5.34, 272.19, 33.90, 17.30, 26.30, 43.60, 2925.18, 3233.98, -69.95, -34.33, 154.99, 154.81, 784.81, 810.24, 34.15, 37.76, 296.95, 951.25, 301.25, 20.00, 5782.14, 48.34
 00Z 14 May 1996, VGTJ, 41923, 960514/0000, 23.76, 90.37, 9.0, 0.72, -4.55, -5.68, 387.86, 27.70, 16.90, 27.90, 44.80, 2853.96, 3140.62, -126.32, -65.77, 142.46, 141.95, 745.78, 780.54, 37.04, 40.76, 296.49, 936.88, 302.10, 19.78, 5790.00, 44.66
 00Z 15 May 1996, VGTJ, 41923, 960515/0000, 23.76, 90.37, 9.0, 0.36, -1.42, -2.10, 354.74, 34.50, 17.50, 28.50, 46.00, 204.45, 335.37, -351.07, -302.99, 242.38, 242.74, 670.66, 707.07, 5.96, 9.78, 293.02, 922.36, 299.91, 16.12, 5789.00, 46.90
 00Z 17 May 1996, VGTJ, 41923, 960517/0000, 23.76, 90.37, 9.0, -2.03, -2.66, -3.21, 236.59, 38.30, 21.70, 26.70, 48.40, 430.24, 554.32, -153.14, -140.30, 296.40, 292.67, 753.86, 765.91, 14.45, 18.62, 293.26, 931.28, 299.32, 16.28, 5767.00, 52.53
 00Z 18 May 1996, VGTJ, 41923, 960518/0000, 23.76, 90.37, 9.0, -1.51, -2.78, -3.66, 227.98, 26.10, 20.10, 28.10, 48.20, 384.35, 588.73, -209.97, -160.77, 249.88, 246.18, 713.32, 743.82, 11.82, 18.10, 294.21, 940.75, 299.42, 17.03, 5780.00, 41.12
 00Z 19 May 1996, VGTJ, 41923, 960519/0000, 23.76, 90.37, 9.0, 4.80, -0.08, -0.87, 123.39, 24.30, 12.10, 28.10, 40.20, 0.92, 77.45, -417.19, -307.29, 493.96, 455.85, 539.02, 649.07, 0.01, 1.19, 290.81, 894.76, 300.23, 14.56, 5782.00, 33.29
 00Z 20 May 1996, VGTJ, 41923, 960520/0000, 23.76, 90.37, 9.0, 4.72, -4.20, -5.08, 138.58, 25.90, 13.10, 26.10, 39.20, 2206.82, 2463.30, -93.90, -41.79, 140.72, 139.83, 781.51, 828.80, 134.54, 150.17, 295.97, 932.35, 301.98, 19.25, 5789.00, 46.08
 00Z 21 May 1996, VGTJ, 41923, 960521/0000, 23.76, 90.37, 9.0, 0.79, -4.88, -5.49, 166.60, 25.90, 18.10, 27.10, 45.20, 1221.70, 1440.36, -123.03, -77.85, 164.13, 163.04, 745.02, 800.36, 274.21, 323.29, 293.98, 902.70, 302.74, 17.53, 5794.00, 46.26
 00Z 22 May 1996, VGTJ, 41923, 960522/0000, 23.76, 90.37, 9.0, 1.06, -5.99, -6.92, 160.20, 28.50, 17.90, 26.90, 44.80, 1592.67, 1819.38, -69.16, -37.11, 141.85, 140.92, 794.63, 853.30, 1498.90, 1712.27, 295.38, 920.22, 302.51, 18.78, 5790.00, 55.37
 00Z 24 May 1996, VGTJ, 41923, 960524/0000, 23.76, 90.37, 9.0, 3.35, 6.30, 5.79, 156.81, 27.10, 14.70, 25.70, 40.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 288.71, 902.00, 297.40, 12.50, 5830.00, 37.09
 00Z 25 May 1996, VGTJ, 41923, 960525/0000, 23.76, 90.37, 9.0, 2.55, -3.69, -4.43, 158.81, 28.90, 15.50, 26.50, 42.00, 1272.98, 1485.69, -151.40, -81.15, 149.02, 148.85, 743.84, 784.21, 82.99, 96.86, 294.91, 909.48, 303.04, 18.70, 5824.00, 47.42
 00Z 26 May 1996, VGTJ, 41923, 960526/0000, 23.76, 90.37, 9.0, 6.70, -3.30, -4.69, 140.20, 23.50, 10.90, 23.90, 34.80, 2891.45, 3259.88, -57.26, -9.75, 101.70, 101.31, 792.79, 872.96, 299.48, 337.63, 297.61, 939.32, 303.01, 21.20, 5838.00, 45.49
 00Z 27 May 1996, VGTJ, 41923, 960527/0000, 23.76, 90.37, 9.0, 1.62, -4.05, -5.36, 195.40, 25.10, 16.90, 24.90, 41.80, 2326.58, 2662.92, -49.43, -17.16, 128.76, 126.88, 799.44, 836.70, 103.97, 119.00, 296.99, 934.21, 302.85, 20.45, 5832.00, 46.84
 00Z 28 May 1996, VGTJ, 41923, 960528/0000, 23.76, 90.37, 9.0, 4.29, -4.02, -5.45, 326.88, 26.30, 12.50, 26.50, 39.00, 2697.29, 3064.88, -132.28, -63.10, 120.32, 118.43, 769.54, 807.24, 57.39, 65.22, 297.37, 926.76, 303.94, 21.23, 5837.00, 43.62
 00Z 29 May 1996, VGTJ, 41923, 960529/0000, 23.76, 90.37, 9.0, -13.43, -6.08, -7.57, 786.66, 45.20, 30.00, 31.50, 61.50, 3068.38, 3421.73, -220.33, -1.03, 119.20, 117.77, 733.09, 931.06, 84.07, 93.75, 298.35, 945.60, 303.18, 21.97, 5819.00, 64.71
 00Z 31 May 1996, VGTJ, 41923, 960531/0000, 23.76, 90.37, 9.0, 3.46, 0.56, 0.05, 146.81, 27.10, 14.70, 26.70, 41.40, 1.44, 12.66, -334.48, -267.69, 607.45, 500.31, 621.38, 637.65, 0.10, 0.89, 293.23, 956.59, 297.00, 15.73, 5782.00, 42.36
 00Z 01 May 1997, VGTJ, 41923, 970501/0000, 23.76, 90.38, 9.0, -0.40, -3.20, -3.95, 233.59, 28.80, 21.00, 24.50, 45.50, 1285.11, 1487.51, -64.24, -45.76, 198.08, 197.92, 814.23, 849.38, 33.48, 38.76, 293.83, 933.65, 299.68, 16.82, 5759.00, 44.44
 00Z 02 May 1997, VGTJ, 41923, 970502/0000, 23.76, 90.38, 9.0, -1.19, 0.47, 0.12, 269.58, 28.00, 21.40, 25.70, 47.10, 3.30, 31.39, -315.19, -225.33, 388.42, 382.60, 444.43, 702.67, 0.06, 0.58, 288.61, 869.50, 300.41, 12.95, 5739.00, 39.99
 00Z 03 May 1997, VGTJ, 41923, 970503/0000, 23.76, 90.38, 9.0, -1.06, -1.51, -2.15, 243.42, 36.50, 20.90, 26.90, 47.80, 299.28, 404.00, -214.22, -189.29, 347.49, 351.03, 737.06, 748.24, 7.80, 10.53, 290.34, 889.28, 300.28, 14.14, 5757.00, 44.58
 00Z 04 May 1997, VGTJ, 41923, 970504/0000, 23.76, 90.38, 9.0, 2.92, -1.79, -2.60, 221.41, 27.50, 15.30, 27.30, 42.60, 570.42, 746.18, -242.48, -182.71, 300.55, 293.30, 743.00, 765.00, 7.15, 9.35, 291.93, 898.50, 301.03, 15.59, 5780.00, 36.68
 00Z 06 May 1997, VGTJ, 41923, 970506/0000, 23.76, 90.38, 9.0, 1.62, -1.41, -1.68, 198.00, 31.90, 15.90, 29.90, 45.80, 143.84, 195.39, -396.70, -337.28, 303.35, 299.86, 653.82, 694.71, 1.63, 2.21, 290.55, 899.12, 299.56, 14.14, 5775.00, 43.55
 00Z 07 May 1997, VGTJ, 41923, 970507/0000, 23.76, 90.38, 9.0, 1.90, -4.66, -5.29, 184.18, 30.10, 16.50, 28.50, 45.00, 1372.01, 1531.47, -137.49, -80.64, 218.11, 218.12, 764.78, 792.97, 59.32, 66.22, 292.87, 904.85, 301.39, 16.45, 5750.00, 42.31
 00Z 08 May 1997, VGTJ, 41923, 970508/0000, 23.76, 90.38, 9.0, -2.04, -0.11, -0.50, 241.99, 32.20, 22.80, 26.70, 49.50, 1.18, 22.82, -327.57, -278.00, 494.09, 479.22, 533.73, 563.64, 0.00, 0.06, 289.96, 925.90, 296.45, 13.20, 5721.00, 41.31
 00Z 09 May 1997, VGTJ, 41923, 970509/0000, 23.76, 90.38, 9.0, -4.61, -0.16, -0.81, 301.98, 35.70, 24.70, 26.70, 51.40, 3.13, 58.24, -333.73, -280.82, 484.27, 467.33, 551.83, 608.65, 0.16, 2.94, 289.50, 889.77, 299.36, 13.56, 5747.00, 40.98
 00Z 10 May 1997, VGTJ, 41923, 970510/0000, 23.76, 90.38, 9.0, 1.47, -4.18, -5.19, 220.81, 33.10, 17.70, 25.70, 43.40, 1444.06, 1698.46, -39.96, -13.07, 206.00, 206.13, 806.12, 836.03, 20.66, 24.30, 295.91, 948.71, 300.42, 18.80, 5766.00, 47.36
 00Z 11 May 1997, VGTJ, 41923, 970511/0000, 23.76, 90.38, 9.0, 12.12, -1.95, -3.02, 68.01, 4.90, 0.90, 25.90, 26.80, 1022.99, 1319.77, -105.29, -28.11, 224.22, 224.00, 775.08, 816.47, 18.92, 24.41, 294.99, 938.46, 300.42, 17.99, 5763.00, 28.53
 00Z 12 May 1997, VGTJ, 41923, 970512/0000, 23.76, 90.38, 9.0, 8.37, -4.00, -5.23, 98.39, 10.70, 6.50, 27.50, 34.00, 1597.11, 1937.18, -2.99, -0.02, 925.50, 937.64, 24.93, 30.24, 296.07, 938.51, 301.51, 19.29, 5785.00, 31.55
 00Z 13 May 1997, VGTJ, 41923, 970513/0000, 23.76, 90.38, 9.0, -0.51, -2.90, -4.11, 263.98, 22.60, 20.60, 22.10, 42.70, 1761.48, 2097.54, -10.43, -4.83, 146.52, 146.03, 882.51, 903.51, 39.42, 46.94, 295.91, 932.58, 301.90, 19.15, 5795.00, 45.20
 00Z 14 May 1997, VGTJ, 41923, 970514/0000, 23.76, 90.38, 9.0, 5.59, -4.79, -5.93, 83.22, 9.77, 9.10, 30.10, 39.20, 1580.02, 1823.54, -265.65, -124.52, 160.02, 159.01, 655.59, 698.87, 274.87, 317.24, 295.87, 940.42, 301.13, 18.92, 5802.00, 35.44
 00Z 16 May 1997, VGTJ, 41923, 970516/0000, 23.76, 90.38, 9.0, 1.25, -3.24, -4.33, 200.59, 28.10, 17.30, 26.30, 43.60, 1335.61, 1589.10, -120.06, -67.51, 179.19, 178.08, 742.92, 779.70, 39.45, 46.94, 295.17, 931.19, 301.27, 18.33, 5787.00, 43.68
 00Z 17 May 1997, VGTJ, 41923, 970517/0000, 23.76, 90.38, 9.0, 1.10, 6.15, 6.04, 181.44, 25.38, 17.18, 27.18, 44.35, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 287.09, 886.58, 297.19, 11.46, 5732.94, 40.36
 00Z 18 May 1997, VGTJ, 41923, 970518/0000, 23.76, 90.38, 9.0, 2.92, -3.82, -4.82, 125.59, 22.70, 14.90, 27.90, 42.80, 576.21, 797.51, -191.92, -115.63, 303.85, 300.79, 736.67, 774.97, 966.86, 1338.20, 293.52, 905.46, 302.01, 17.24, 5784.00, 35.65
 00Z 19 May 1997, VGTJ, 41923, 970519/0000, 23.76, 90.38, 9.0, 4.72, 165.41, 30.10, 13.50, 25.50, 39.00, 5356.00, 50.66
 00Z 20 May 1997, VGTJ, 41923, 970520/0000, 23.76, 90.38, 9.0, 1.00, -3.06, -3.99, 195.41, 18.30, 18.10, 27.10, 45.20, 186.64, 320.31, -231.93, -118.33, 419.10, 409.02, 628.48, 682.03, 2.56, 4.39, 292.93, 916.00, 300.40, 16.35, 5778.00, 32.96
 00Z 21 May 1997, VGTJ, 41923, 970521/0000, 23.76, 90.38, 9.0, -0.35, -7.65, -9.06, 201.58, 35.80, 18.90, 27.90, 46.80, 2783.70, 3152.58, -21.07, -0.64, 130.14, 128.14, 824.87, 934.15, 134.17, 151.95, 297.66, 949.18, 302.16, 21.00, 5787.00, 48.76
 00Z 22 May 1997, VGTJ, 41923, 970522/0000, 23.76, 90.38, 9.0, -1.27, -5.55, -6.71, 396.30, 26.70, 20.10, 27.10, 47.20, 1476.58, 1785.38, -69.37, -27.49, 167.14, 166.02, 768.94, 812.75, 39.73, 48.04, 295.78, 924.64, 302.51, 19.22, 5795.00, 43.51
 00Z 23 May 1997, VGTJ, 41923, 970523/0000, 23.76, 90.38, 9.0, 0.27, -3.63, -4.15, 218.80, 29.50, 19.10, 25.10, 44.20, 969.14, 1139.49, -77.44, -45.08, 177.28, 176.17, 767.17, 814.31, 24.79, 29.15, 295.49, 936.57, 301.11, 18.58, 5781.00, 54.29
 00Z 24 May 1997, VGTJ, 41923, 970524/0000, 23.76, 90.38, 9.0, 5.19, 0.01, -0.69, 99.21, 24.90, 11.30, 28.30, 39.60, 0.00, 29.87, 0.00, -308.28, 470.95, 562.30, 0.00, 1.36, 292.91, 945.75, 297.64, 15.60, 5771.00, 40.22
 00Z 25 May 1997, VGTJ, 41923, 970525/0000, 23.76, 90.38, 9.0, 2.46, 1.84, 1.17, 150.79, 20.30, 15.90, 26.90, 42.80, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 290.58, 912.64, 298.31, 13.99, 5765.00, 34.63
 00Z 26 May 1997, VGTJ, 41923, 970526/0000, 23.76, 90.38, 9.0, 3.90, 0.90, 0.41, 165.79, 23.70, 15.30, 25.30, 40.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 290.23, 896.06, 299.51, 14.11, 5752.00, 36.37
 00Z 27 May 1997, VGTJ, 41923, 970527/0000, 23.76, 90.38, 9.0, 3.59, -0.72, -1.09, 293.47, 29.80, 15.10, 27.10, 42.20, 74.46, 132.11, -308.67, -241.98, 386.29, 382.82, 619.95, 641.74, 17.37, 30.81, 290.30, 897.35, 299.46, 14.02, 5759.00, 40.32
 00Z 28 May 1997, VGTJ, 41923, 970528/0000, 23.76, 90.38, 9.0, 0.34, 2.81, 2.20, 243.82, 24.60, 19.80, 23.70, 43.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 291.23, 934.64, 296.95, 14.18, 5772.00, 39.62
 00Z 29 May 1997, VGTJ, 41923, 970529/0000, 23.76, 90.38, 9.0, 5.94, 3.24, 2.53, 144.99, 27.10, 12.10, 25.10, 37.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 290.73, 916.53, 298.11, 14.02, 5772.00, 38.70
 00Z 31 May 1997, VGTJ, 41923, 970531/0000, 23.76, 90.38, 9.0, 3.67, -2.68, -3.75, 177.98, 20.50, 15.50, 24.50, 40.00, 989.38, 1269.51, -65.44, -30.08, 193.56, 193.08, 775.39, 829.46, 79.93, 102.56, 294.99, 935.99, 300.65, 17.99, 5787.00, 39.29
 00Z 01 May 1998, VGTJ, 41923, 980501/0000, 23.76, 90.38, 9.0, 4.31, -0.86, -1.66, 112.00, 30.10, 12.10, 29.10, 41.20, 471.04, 605.83, -411.41, -317.39, 192.45, 192.43, 620.39, 657.80, 285.15, 366.75, 289.76, 860.94, 302.47, 14.69, 5796.00, 35.61
 00Z 02 May 1998, VGTJ, 41923, 980502/0000, 23.76, 90.38, 9.0, 3.51, 1.26, 1.22, 112.61, 26.50, 13.70, 29.70, 43.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 285.83, 845.26, 299.94, 11.29, 5769.00, 35.77
 00Z 04 May 1998, VGTJ, 41923, 980504/0000, 23.76, 90.38, 9.0, 2.30, 153.61, 31.10, 17.30, 26.30, 43.60, 0.00, 0.00, 5772.00, 5772.00
 00Z 05 May 1998, VGTJ, 41923, 980505/0000, 23.76, 90.38, 9.0, 3.89, 0.17, -0.01, 103.96, 19.50, 15.10, 26.10, 41.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 290.90, 913.36, 298.57, 14.24, 5763.00, 39.76
 00Z 06 May 1998, VGTJ, 41923, 980506/0000, 23.76, 90.38, 9.0, -0.13, 0.27, 0.11, 35.50, 20.30, 25.30, 45.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 291.24, 923.32, 297.99, 14.40, 5769.00, 51.22
 00Z 08 May 1998, VGTJ, 41923, 980508/0000, 23.76, 90.38, 9.0, -3.15, -1.24, -1.46, 253.95, 36.80, 23.60, 25.10, 48.70, 81.57, 105.38, -232.11, -212.92, 387.09, 389.72, 592.71, 594.22, 3.47, 4.49, 292.58, 936.41, 298.15, 15.43, 5775.00, 58.23
 00Z 09 May 1998, VGTJ, 41923, 980509/0000, 23.76, 90.38, 9.0, -1.44, -2.96, -4.07, 290.46, 21.20, 21.00, 24.70, 45.70, 1299.54, 1543.04, -114.11, -53.09, 185.13, 184.77, 668.95, 767.57, 40.94, 48.61, 294.99, 931.26, 301.08, 18.11, 5796.00, 43.17
 00Z 10 May 1998, VGTJ, 41923, 980510/0000, 23.76, 90.38, 9.0, 1.39, -4.44, -4.95, 195.02, 31.10, 17.10, 28.10, 45.20, 1021.08, 1153.09, -148.03, -91.11, 205.64, 205.67, 744.08, 775.76, 35.09, 39.62, 293.35, 907.32, 301.65, 16.82, 5785.00, 47.94
 00Z 11 May 1998, VGTJ, 41923, 980511/0000, 23.76, 90.38, 9.0, 1.63, -0.09, -0.29, 28.50, 17.30, 27.30, 44.60, 0.28, 5.90, -459.10, -372.53, 492.30, 480.95, 509.44, 524.71, 0.03, 0.63, 289.93, 892.11, 299.58, 13.78, 5768.00, 42.34
 00Z 14 May 1998, VGTJ, 41923, 980514/0000, 23.76, 90.38, 9.0, -0.02, -2.83, -3.79, 6.90, 20.10, 25.10, 45.20, 446.51, 697.66, -119.35, -70.22, 321.11, 320.63, 714.09, 798.18, 152.30, 237.96, 292.44, 897.62, 301.64, 16.07, 5783.00, 32.91
 00Z 15 May 1998, VGTJ, 41923, 980515/0000, 23.76, 90.38, 9.0, 2.12, -0.67, -1.64, 25.70, 16.90, 24.90, 41.80, 464.06, 670.04, -186.53, -136.06, 267.26, 267.25, 741.15, 768.69, 1138.68, 1644.09, 291.94, 884.56, 302.39, 15.83, 5782.00, 38.72
 00Z 17 May 1998, VGTJ, 41923, 980517/0000, 23.76, 90.38, 9.0, 4.57, 0.05, -0.40, 26.10, 14.30, 25.30, 39.60, 0.00, 55.47, 0.00, -200.53, 386.38, 634.10, 0.00, 136.10, 291.39, 904.85, 299.87, 14.83, 5776.00, 41.54
 00Z 19 May 1998, VGTJ, 41923, 980519/0000, 23.76, 90.38, 9.0, 4.00, 0.87, 0.22, 31.30, 14.90, 21.90, 36.80, 159.64, 261.63, -152.77, -101.94, 333.57, 334.43, 725.21, 755.16, 16.33, 26.76, 293.26, 883.62, 303.85, 17.35, 5836.00, 53.71
 00Z 21 May 1998, VGTJ, 41923, 980521/0000, 23.76, 90.38, 9.0, 0.42, -2.92, -4.30, 30.50, 18.30, 23.30, 41.60, 1383.06, 1729.67, -106.84, -68.87, 142.70, 141.65, 787.76, 827.52, 296.17, 903.46, 304.93, 20.41, 49.42
 00Z 22 May 1998, VGTJ, 41923, 980522/0000, 23.76, 90.38, 9.0, 1.02, -5.75, -6.44, 32.50, 15.50, 30.50, 46.00, 1060.26, 1249.05, -196.69, -124.61, 199.39, 199.35, 737.27, 764.04, 266.15, 313.54, 295.50, 913.51, 303.27, 19.06, 5844.00, 52.47
 00Z 24 May 1998, VGTJ, 41923, 980524/0000, 23.76, 90.38, 9.0, 0.71, -3.60, -5.02, 27.60, 19.20, 20.90, 40.10, 1308.12, 1672.78, -6.79, -2.38, 135.26, 133.31, 905.65, 922.13, 257.82, 329.69, 297.50, 934.44, 303.34, 21.12, 5830.00, 58.77
 00Z 25 May 1998, VGTJ, 41923, 980525/0000, 23.76, 90.38, 9.0, -2.05, -3.82, -4.38, 28.70, 21.70, 25.10, 46.80, 457.82, 636.91, -120.53, -66.62, 233.20, 233.07, 666.72, 755.52, inf, inf, 295.38, 937.06, 300.95, 18.40, 5825.00, 52.84
 00Z 26 May 1998, VGTJ, 41923, 980526/0000, 23.76, 90.38, 9.0, -1.40, -3.22, -4.36, 36.60, 20.70, 24.50, 45.20, 809.29, 1050.48, -85.18, -64.47, 202.51, 202.60, 762.82, 793.56, 281.54, 365.45, 295.86, 936.02, 301.53, 18.99, 5814.00, 55.42
 00Z 27 May 1998, VGTJ, 41923, 980527/0000, 23.76, 90.38, 9.0, 2.37, 4.56, 4.05, 34.60, 16.90, 21.90, 38.80, 0.00, 0.00, 0.00, 0.00, -nan, -nan, 291.86, 918.20, 299.10, 15.07, 5821.00, 53.43
 00Z 29 May 1998, VGTJ, 41923, 980529/0000, 23.76, 90.38, 9.0, -3.58, -5.43, -7.01, 43.50, 22.90, 22.90, 45.80, 2269.01, 2593.30, -6.93, -3.41, 898.27, 910.36, 298.98, 957.18, 302.78, 22.56, 5826.00, 68.47
 00Z 30 May 1998, VGTJ, 41923, 980530/0000, 23.76, 90.38, 9.0, 0.04, -1.95, -2.64, 298.41, 26.90, 17.70, 26.70, 44.40, 745.00, 921.88, -321.32, -231.59, 191.60, 190.79, 626.57, 706.67, 7.58, 9.38, 295.35, 923.52, 302.18, 18.64, 5831.00, 49.78
 00Z 01 May 2000, VGTJ, 41923, 000501/0000, 23.76, 90.38, 9.0, -3.46, -6.38, -6.96, 413.75, 35.00, 24.00, 25.30, 49.30, 1910.72, 2131.54, -11.30, -8.59, 185.98, 184.79, 892.64, 901.62, 48.11, 53.67, 295.69, 939.41, 301.05, 18.73, 5780.00, 56.12
 00Z 02 May 2000, VGTJ, 41923, 000502/0000, 23.76, 90.38, 9.0, 1.20, 3.27, 2.73, 180.22, 29.50, 16.90, 28.90, 45.80, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 288.63, 914.38, 296.15, 12.26, 5750.00, 35.51
 00Z 03 May 2000, VGTJ, 41923, 000503/0000, 23.76, 90.38, 9.0, -3.56, -0.88, -1.35, 457.11, 36.00, 24.00, 28.70, 52.70, 27.89, 62.39, -478.21, -433.95, 450.73, 442.81, 557.22, 564.08, 1.69, 3.78, 289.21, 917.06, 296.49, 12.74, 5739.00, 39.97
 00Z 04 May 2000, VGTJ, 41923, 000504/0000, 23.76, 90.38, 9.0, -0.43, -2.02, -2.54, 161.41, 22.90, 19.70, 29.70, 49.40, 166.83, 216.48, -506.12, -411.59, 367.54, 369.84, 570.16, 583.05, 27.92, 36.23, 290.50, 928.26, 296.78, 13.63, 5757.00, 34.86
 00Z 05 May 2000, VGTJ, 41923, 000505/0000, 23.76, 90.38, 9.0, 0.70, -3.36, -4.02, 166.61, 26.70, 18.90, 27.90, 46.80, 777.77, 916.48, -183.29, -124.79, 248.71, 248.72, 709.75, 748.34, 63.71, 75.07, 291.13, 901.55, 299.91, 14.71, 5743.00, 36.96
 00Z 06 May 2000, VGTJ, 41923, 000506/0000, 23.76, 90.38, 9.0, 0.63, -3.98, -4.82, 158.41, 30.70, 19.50, 26.50, 46.00, 813.64, 1000.20, -84.25, -58.22, 313.02, 312.36, 784.02, 818.67, 370.98, 456.04, 292.77, 919.77, 299.87, 15.92, 5740.00, 41.99
 00Z 07 May 2000, VGTJ, 41923, 000507/0000, 23.76, 90.38, 9.0, 2.83, -1.68, -2.48, 170.41, 26.50, 17.30, 24.30, 41.60, 454.66, 628.63, -84.52, -43.53, 242.17, 242.32, 744.39, 798.32, 132.37, 183.02, 293.60, 942.92, 298.59, 16.41, 5759.00, 41.72
 00Z 09 May 2000, VGTJ, 41923, 000509/0000, 23.76, 90.38, 9.0, 0.82, -2.15, -2.78, 192.41, 27.30, 19.10, 24.10, 43.20, 810.76, 989.15, -93.26, -55.37, 186.82, 186.04, 740.37, 797.05, 149.30, 182.15, 294.29, 933.25, 300.18, 17.32, 5782.00, 47.41
 00Z 10 May 2000, VGTJ, 41923, 000510/0000, 23.76, 90.38, 9.0, -0.14, -2.23, -2.73, 184.81, 32.30, 19.90, 25.90, 45.80, 321.88, 436.03, -193.37, -140.66, 243.17, 243.31, 657.83, 699.43, 108.47, 146.94, 292.22, 905.13, 300.69, 15.66, 5783.00, 47.45
 00Z 11 May 2000, VGTJ, 41923, 000511/0000, 23.76, 90.38, 9.0, 2.97, 0.59, 0.28, 144.98, 29.30, 15.90, 25.90, 41.80, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 290.51, 891.73, 300.21, 14.29, 5781.00, 42.75
 00Z 12 May 2000, VGTJ, 41923, 000512/0000, 23.76, 90.38, 9.0, 1.40, -5.31, -6.26, 167.40, 30.90, 17.70, 26.70, 44.40, 1818.13, 2047.39, -72.38, -34.71, 178.63, 177.79, 773.30, 838.61, 190.28, 214.27, 294.96, 924.55, 301.68, 18.20, 5804.00, 47.62
 00Z 13 May 2000, VGTJ, 41923, 000513/0000, 23.76, 90.38, 9.0, -0.71, -4.57, -5.72, 213.01, 30.30, 19.30, 27.30, 46.60, 1685.17, 1949.44, -145.24, -94.90, 214.93, 215.17, 739.65, 778.27, 147.40, 170.51, 294.80, 912.08, 302.68, 18.29, 5815.00, 44.57
