Date,Station identifier,Station number,Observation time,Station latitude,Station longitude,Station elevation,Showalter index,Lifted index,LIFT computed using virtual temperature,SWEAT index,K index,Cross totals index,Vertical totals index,Totals totals index,Convective Available Potential Energy,CAPE using virtual temperature,Convective Inhibition,CINS using virtual temperature,Equilibrum Level,Equilibrum Level using virtual temperature,Level of Free Convection,LFCT using virtual temperature,Bulk Richardson Number,Bulk Richardson Number using CAPV,Temp [K] of the Lifted Condensation Level,Pres [hPa] of the Lifted Condensation Level,Mean mixed layer potential temperature,Mean mixed layer mixing ratio,1000 hPa to 500 hPa thickness,Precipitable water [mm] for entire sounding
 00Z 10 Apr 2009, VGTJ, 41923, 090410/0000, 23.76, 90.38, 9.0, 0.18, -1.06, -1.54, 173.99, 30.70, 19.70, 28.70, 48.40, 133.37, 178.43, -397.80, -290.02, 386.07, 385.32, 558.40, 602.93, 2.26, 3.02, 286.31, 848.11, 300.13, 11.86, 5720.00, 26.93
 00Z 11 Apr 2009, VGTJ, 41923, 090411/0000, 23.76, 90.38, 9.0, 0.88, -2.94, -3.76, 195.82, 33.70, 18.50, 27.50, 46.00, 918.12, 1106.36, -144.44, -110.71, 307.66, 307.15, 775.59, 788.67, 119.45, 143.94, 290.46, 876.08, 301.67, 14.50, 5734.00, 34.46
 00Z 13 Apr 2009, VGTJ, 41923, 090413/0000, 23.76, 90.38, 9.0, 2.57, -3.76, -4.68, 147.21, 20.70, 17.10, 26.10, 43.20, 624.81, 872.28, -105.07, -66.72, 295.41, 286.98, 801.00, 836.03, 32.98, 46.04, 293.04, 917.33, 300.40, 16.43, 5766.00, 32.64
 00Z 14 Apr 2009, VGTJ, 41923, 090414/0000, 23.76, 90.38, 9.0, 4.11, -2.61, -3.53, 119.78, 28.50, 14.10, 27.10, 41.20, 441.41, 607.64, -229.27, -153.39, 422.81, 419.19, 750.81, 770.69, 77.02, 106.02, 292.09, 898.84, 301.17, 15.70, 5740.00, 30.41
 00Z 16 Apr 2009, VGTJ, 41923, 090416/0000, 23.76, 90.38, 9.0, 16.74, 16.34, 16.57, 45.01, 6.70, 2.10, 18.10, 20.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 271.31, 729.40, 296.93, 4.95, 5544.00, 18.00
 00Z 17 Apr 2009, VGTJ, 41923, 090417/0000, 23.76, 90.38, 9.0, -1.41, -3.33, -3.62, 252.00, 37.50, 21.50, 23.50, 45.00, 831.11, 957.71, -19.73, -9.51, 182.66, 182.60, 796.03, 872.32, 103.61, 119.39, 295.59, 941.00, 300.80, 18.58, 5757.00, 62.83
 00Z 18 Apr 2009, VGTJ, 41923, 090418/0000, 23.76, 90.38, 9.0, -5.27, -5.75, -6.64, 377.43, 34.60, 24.40, 28.90, 53.30, 532.89, 708.23, -129.97, -109.84, 417.83, 411.11, 746.14, 771.61, 7.69, 10.22, 295.15, 942.46, 300.23, 18.04, 5752.00, 48.70
 00Z 19 Apr 2009, VGTJ, 41923, 090419/0000, 23.76, 90.38, 9.0, 0.91, -7.75, -9.05, 212.61, 22.70, 15.90, 30.90, 46.80, 1670.45, 1997.48, -0.54, -0.34, 151.26, 151.08, 935.28, 937.83, 20.28, 24.26, 297.27, 954.73, 301.25, 20.31, 5754.00, 41.25
 00Z 20 Apr 2009, VGTJ, 41923, 090420/0000, 23.76, 90.38, 9.0, 2.85, -5.28, -6.57, 191.82, 21.70, 14.30, 28.30, 42.60, 1620.12, 1948.11, -1.90, 0.00, 147.14, 147.00, 942.88, 949.07, 21.42, 25.75, 297.23, 958.59, 300.85, 20.18, 5759.00, 34.55
 00Z 21 Apr 2009, VGTJ, 41923, 090421/0000, 23.76, 90.38, 9.0, -1.29, -7.65, -8.91, 255.59, 26.50, 22.10, 24.70, 46.80, 1646.83, 1966.91, -1.32, -0.83, 153.17, 152.85, 925.97, 928.25, 8.44, 10.08, 296.39, 935.97, 302.06, 19.63, 5766.00, 41.32
 00Z 22 Apr 2009, VGTJ, 41923, 090422/0000, 23.76, 90.38, 9.0, 6.16, -4.61, -5.93, 257.21, 27.30, 7.90, 29.90, 37.80, 2375.03, 2648.41, -3.28, -2.36, 132.93, 132.77, 916.47, 920.95, 29.89, 33.34, 297.03, 939.76, 302.37, 20.35, 5771.00, 46.06
 00Z 23 Apr 2009, VGTJ, 41923, 090423/0000, 23.76, 90.38, 9.0, 8.03, -2.47, -3.89, 138.61, 24.50, 7.70, 25.70, 33.40, 2423.98, 2776.83, -0.26, -0.10, 133.77, 132.23, 938.99, 941.73, 62.75, 71.88, 297.83, 953.65, 301.93, 21.06, 5784.00, 44.21
 00Z 25 Apr 2009, VGTJ, 41923, 090425/0000, 23.76, 90.38, 9.0, 14.17, -1.31, -2.46, 31.99, 1.10, -2.30, 24.70, 22.40, 1461.12, 1790.08, -194.60, -89.22, 166.10, 165.81, 772.48, 817.20, 76.60, 93.85, 295.45, 934.08, 301.29, 18.68, 5787.00, 23.16
 00Z 26 Apr 2009, VGTJ, 41923, 090426/0000, 23.76, 90.38, 9.0, 9.25, -1.11, -2.10, 61.22, 9.30, 5.70, 26.70, 32.40, 463.39, 711.54, -266.56, -168.58, 246.62, 245.16, 742.71, 776.97, 48.28, 74.14, 292.57, 893.17, 302.21, 16.59, 5786.00, 26.59
 00Z 27 Apr 2009, VGTJ, 41923, 090427/0000, 23.76, 90.38, 9.0, 56.36, 1.83, 1.31, 46.00, -60.17, -24.20, -22.80, -47.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 286.66, 825.53, 302.85, 12.93, 5773.00, 15.43
 00Z 28 Apr 2009, VGTJ, 41923, 090428/0000, 23.76, 90.38, 9.0, 0.36, -5.90, -6.99, 179.81, 20.90, 17.50, 29.50, 47.00, 1847.28, 2138.44, 0.00, 0.00, 174.58, 173.94, 949.94, 953.70, 44.81, 51.87, 296.10, 955.36, 300.00, 18.88, 5765.00, 30.51
 00Z 29 Apr 2009, VGTJ, 41923, 090429/0000, 23.76, 90.38, 9.0, 10.75, -2.58, -3.56, 50.02, 14.30, -1.30, 29.70, 28.40, 1548.77, 1755.60, -257.19, -5.45, 186.16, 186.05, 717.49, 907.12, 45.25, 51.29, 294.15, 925.76, 300.72, 17.25, 5772.00, 33.29
 00Z 01 Apr 2010, VGTJ, 41923, 100401/0000, 23.76, 90.38, 9.0, 1.35, -8.16, -9.49, 187.19, 30.10, 15.50, 30.50, 46.00, 3188.81, 3537.71, 0.00, 0.00, 130.52, 129.31, 953.76, 957.38, 42.01, 46.61, 297.96, 963.03, 301.21, 21.05, 5750.00, 43.73
 00Z 02 Apr 2010, VGTJ, 41923, 100402/0000, 23.76, 90.38, 9.0, 5.09, -4.70, -5.89, 239.81, 22.00, 16.60, 20.10, 36.70, 2493.50, 2832.11, 0.00, 0.00, 145.71, 145.35, 952.20, 955.16, 32.18, 36.55, 297.02, 959.72, 300.56, 19.92, 5736.00, 45.64
 00Z 03 Apr 2010, VGTJ, 41923, 100403/0000, 23.76, 90.38, 9.0, 1.37, -4.79, -5.83, 222.41, 35.00, 16.90, 26.90, 43.80, 2876.07, 3147.73, -91.97, -39.01, 133.46, 133.30, 785.57, 822.26, 31.95, 34.97, 297.10, 960.27, 300.58, 20.00, 5754.00, 45.91
 00Z 04 Apr 2010, VGTJ, 41923, 100404/0000, 23.76, 90.38, 9.0, 5.37, -5.09, -6.27, 139.80, 27.50, 10.10, 29.10, 39.20, 2663.24, 2958.35, 0.00, 0.00, 143.93, 143.51, 958.93, 961.27, 53.81, 59.77, 297.47, 965.34, 300.51, 20.36, 5752.00, 44.36
 00Z 05 Apr 2010, VGTJ, 41923, 100405/0000, 23.76, 90.38, 9.0, -0.30, -6.39, -7.65, 217.42, 34.30, 18.10, 29.10, 47.20, 3129.67, 3428.87, 0.00, 0.00, 140.05, 139.82, 974.91, 974.80, 38.65, 42.35, 297.92, 976.29, 299.99, 20.68, 5768.00, 44.23
 00Z 06 Apr 2010, VGTJ, 41923, 100406/0000, 23.76, 90.38, 9.0, 6.27, -4.74, -5.96, 135.61, 21.10, 9.30, 28.30, 37.60, 2938.29, 3252.62, -132.30, -62.50, 149.09, 149.02, 771.14, 807.42, 92.02, 101.86, 296.90, 951.80, 301.15, 19.93, 5761.00, 39.65
 00Z 07 Apr 2010, VGTJ, 41923, 100407/0000, 23.76, 90.38, 9.0, 1.05, -8.26, -9.52, 196.60, 28.30, 17.50, 28.50, 46.00, 4293.08, 4688.31, 0.00, 0.00, 134.86, 133.95, 961.90, 964.14, 101.49, 110.83, 297.54, 964.20, 300.68, 20.49, 5688.00, 40.49
 00Z 08 Apr 2010, VGTJ, 41923, 100408/0000, 23.76, 90.38, 9.0, 4.71, -6.13, -7.38, 106.01, 20.70, 11.70, 28.70, 40.40, 3034.17, 3385.38, 0.00, 0.00, 134.56, 134.54, 970.38, 971.75, 144.57, 161.31, 297.88, 976.37, 299.94, 20.62, 5776.00, 34.97
 00Z 09 Apr 2010, VGTJ, 41923, 100409/0000, 23.76, 90.38, 9.0, -0.29, -4.54, -5.76, 372.06, 26.70, 18.30, 27.30, 45.60, 3125.69, 3439.85, -171.83, -117.25, 132.88, 132.84, 756.81, 797.10, 71.08, 78.22, 297.99, 975.50, 300.13, 20.77, 5792.00, 43.62
 00Z 10 Apr 2010, VGTJ, 41923, 100410/0000, 23.76, 90.38, 9.0, 2.38, -6.60, -7.76, 173.21, 23.30, 13.70, 30.70, 44.40, 2331.78, 2620.58, 0.00, 0.00, 128.40, 128.20, 966.46, 966.46, 31.67, 35.59, 297.59, 966.46, 300.52, 20.48, 5804.00, 37.06
 00Z 11 Apr 2010, VGTJ, 41923, 100411/0000, 23.76, 90.38, 9.0, 0.44, -5.96, -7.34, 221.61, 29.90, 16.10, 30.10, 46.20, 4000.91, 4340.18, 0.00, 0.00, 131.22, 130.76, 950.98, 954.11, 32.42, 35.17, 298.10, 959.50, 301.65, 21.27, 5782.00, 44.18
 00Z 12 Apr 2010, VGTJ, 41923, 100412/0000, 23.76, 90.38, 9.0, 3.25, -5.76, -7.09, 162.39, 24.90, 12.70, 29.70, 42.40, 3348.03, 3697.58, -0.82, -0.13, 131.10, 131.00, 937.38, 943.82, 49.90, 55.11, 297.84, 959.84, 301.37, 20.95, 5783.00, 42.68
 00Z 13 Apr 2010, VGTJ, 41923, 100413/0000, 23.76, 90.38, 9.0, -2.72, -7.51, -8.78, 418.32, 32.70, 20.10, 31.10, 51.20, 3211.67, 3504.71, -2.59, -0.01, 149.99, 149.98, 913.36, 946.49, 43.72, 47.71, 297.84, 964.44, 300.95, 20.84, 5780.00, 46.66
 00Z 14 Apr 2010, VGTJ, 41923, 100414/0000, 23.76, 90.38, 9.0, -4.98, -8.85, -10.20, 316.80, 36.40, 24.80, 26.50, 51.30, 3702.85, 4055.40, -4.52, -1.36, 129.25, 128.19, 912.09, 931.48, 55.35, 60.62, 298.07, 953.55, 302.18, 21.45, 5767.00, 56.02
 00Z 15 Apr 2010, VGTJ, 41923, 100415/0000, 23.76, 90.38, 9.0, -4.48, -7.84, -9.12, 300.99, 35.90, 24.30, 25.90, 50.20, 3975.50, 4321.00, 0.00, 0.00, 137.85, 137.70, 974.06, 973.83, 58.70, 63.81, 298.61, 976.67, 300.64, 21.56, 5755.00, 54.10
 00Z 16 Apr 2010, VGTJ, 41923, 100416/0000, 23.76, 90.38, 9.0, -1.61, -1.87, -2.17, 207.01, 36.30, 19.30, 31.30, 50.60, 206.74, 256.37, -532.14, -468.05, 339.04, 341.54, 603.89, 609.17, 4.04, 5.01, 290.06, 886.17, 300.29, 14.07, 5772.00, 43.84
 00Z 17 Apr 2010, VGTJ, 41923, 100417/0000, 23.76, 90.38, 9.0, -5.16, -8.11, -9.25, 331.20, 33.70, 24.90, 27.10, 52.00, 3143.01, 3457.63, -0.04, 0.00, 156.48, 156.26, 944.75, 951.40, 110.52, 121.59, 298.04, 973.75, 300.34, 20.89, 5763.00, 54.46
 00Z 18 Apr 2010, VGTJ, 41923, 100418/0000, 23.76, 90.38, 9.0, -7.57, -5.10, -5.64, 598.99, 38.40, 27.80, 27.90, 55.70, 774.01, 869.29, -352.91, -340.16, 250.25, 250.18, 662.27, 672.75, 4.26, 4.79, 294.82, 972.08, 297.24, 17.20, 5757.00, 57.17
 00Z 19 Apr 2010, VGTJ, 41923, 100419/0000, 23.76, 90.38, 9.0, -5.42, -9.01, -10.15, 531.55, 39.00, 24.40, 28.10, 52.50, 3901.69, 4172.67, 0.00, 0.00, 139.22, 138.20, 970.56, 970.56, 44.87, 47.99, 299.04, 970.56, 301.61, 22.28, 5762.00, 62.61
 00Z 20 Apr 2010, VGTJ, 41923, 100420/0000, 23.76, 90.38, 9.0, -1.34, -6.10, -7.41, 249.81, 32.30, 17.90, 30.90, 48.80, 2887.96, 3155.91, -1.41, -1.72, 152.93, 152.88, 922.05, 922.05, 17.34, 18.95, 297.72, 949.93, 302.13, 21.00, 5793.00, 51.62
 00Z 21 Apr 2010, VGTJ, 41923, 100421/0000, 23.76, 90.38, 9.0, -4.24, -7.87, -9.33, 460.91, 32.50, 24.10, 24.10, 48.20, 3952.27, 4304.34, 0.00, 0.00, 123.39, 123.33, 960.97, 961.91, 27.72, 30.19, 299.22, 963.15, 302.46, 22.70, 5778.00, 56.49
 00Z 22 Apr 2010, VGTJ, 41923, 100422/0000, 23.76, 90.38, 9.0, 2.44, -6.31, -7.81, 357.75, 29.30, 14.30, 28.30, 42.60, 3460.67, 3837.44, 0.00, 0.00, 132.13, 130.19, 962.27, 963.85, 35.52, 39.39, 299.29, 968.51, 302.07, 22.71, 5787.00, 50.08
 12Z 22 Apr 2010, VGTJ, 41923, 100422/1200, 23.76, 90.38, 9.0, 0.74, -8.12, -9.73, 191.18, 28.90, 16.30, 29.30, 45.60, 4201.69, 4627.77, -70.16, -16.29, 136.50, 135.63, 782.57, 829.78, 49.99, 55.05, 297.88, 920.52, 305.04, 21.92, 5811.00, 47.08
 00Z 23 Apr 2010, VGTJ, 41923, 100423/0000, 23.76, 90.38, 9.0, -0.74, -8.23, -9.71, 336.35, 38.30, 18.30, 29.30, 47.60, 4082.14, 4440.96, 0.00, 0.00, 133.81, 132.31, 963.50, 964.87, 86.54, 94.14, 299.24, 968.51, 302.01, 22.65, 5781.00, 53.82
 00Z 24 Apr 2010, VGTJ, 41923, 100424/0000, 23.76, 90.38, 9.0, -6.38, -9.86, -11.12, 363.79, 39.10, 26.70, 26.70, 53.40, 3308.36, 3629.91, -0.02, 0.00, 163.27, 162.77, 947.33, 950.38, 91.72, 100.64, 297.93, 956.70, 301.75, 21.13, 5747.00, 58.32
 00Z 25 Apr 2010, VGTJ, 41923, 100425/0000, 23.76, 90.38, 9.0, -4.96, -10.81, -12.11, 381.98, 42.20, 23.10, 32.10, 55.20, 3345.18, 3648.21, 0.00, 0.00, 144.78, 144.76, 971.47, 971.47, 34.21, 37.31, 298.54, 971.47, 301.03, 21.59, 5753.00, 56.02
 12Z 25 Apr 2010, VGTJ, 41923, 100425/1200, 23.76, 90.38, 9.0, -7.80, -12.67, -14.24, 442.59, 29.60, 26.60, 31.30, 57.90, 3796.64, 4246.72, -14.38, -4.34, 852.67, 885.54, 58.44, 65.37, 297.36, 907.11, 305.78, 21.55, 5774.00, 47.91
 00Z 26 Apr 2010, VGTJ, 41923, 100426/0000, 23.76, 90.38, 9.0, -4.19, -8.09, -9.41, 443.51, 35.70, 24.70, 24.70, 49.40, 3883.27, 4211.51, -0.13, -0.02, 167.14, 166.91, 947.13, 949.92, 47.34, 51.34, 297.71, 953.71, 301.79, 20.90, 5740.00, 51.60
 12Z 26 Apr 2010, VGTJ, 41923, 100426/1200, 23.76, 90.38, 9.0, -9.45, -10.98, -12.33, 477.81, 33.30, 28.90, 29.90, 58.80, 3941.02, 4270.74, -18.57, -18.22, 167.53, 167.50, 873.83, 876.71, 58.41, 63.30, 296.34, 914.34, 304.04, 20.05, 5755.00, 51.04
 00Z 27 Apr 2010, VGTJ, 41923, 100427/0000, 23.76, 90.38, 9.0, -2.42, -4.47, -4.80, 262.79, 35.50, 21.10, 32.10, 53.20, 518.84, 579.77, -437.23, -381.69, 302.28, 300.22, 631.13, 634.90, 8.22, 9.19, 291.36, 930.58, 297.45, 14.42, 5726.00, 43.25
 06Z 27 Apr 2010, VGTJ, 41923, 100427/0600, 23.76, 90.38, 9.0, -3.49, -1.98, -2.46, 400.60, 30.30, 24.70, 25.70, 50.40, 266.14, 341.11, -187.06, -137.46, 305.23, 303.13, 588.33, 602.48, 7.57, 9.70, 287.39, 835.38, 302.56, 12.39, 5725.00, 41.93
 09Z 27 Apr 2010, VGTJ, 41923, 100427/0900, 23.76, 90.38, 9.0, -4.68, -4.39, -5.02, 288.79, 29.00, 25.40, 26.10, 51.50, 950.75, 1081.10, -77.94, -25.80, 260.08, 259.82, 646.47, 680.14, 22.01, 25.03, 289.58, 839.40, 304.45, 14.23, 5737.00, 45.53
 12Z 27 Apr 2010, VGTJ, 41923, 100427/1200, 23.76, 90.38, 9.0, -5.19, -5.88, -6.76, 309.98, 28.60, 25.80, 26.10, 51.90, 1542.53, 1780.11, -19.26, -14.05, 224.02, 224.24, 856.71, 860.22, 25.88, 29.87, 292.86, 890.99, 302.70, 16.54, 5732.00, 46.10
 00Z 28 Apr 2010, VGTJ, 41923, 100428/0000, 23.76, 90.38, 9.0, -5.38, -6.15, -6.97, 305.80, 34.10, 25.70, 25.70, 51.40, 2565.49, 2796.36, -17.55, -16.96, 194.07, 193.84, 888.80, 888.69, 49.82, 54.31, 296.83, 974.78, 299.02, 19.36, 5744.00, 54.80
 00Z 29 Apr 2010, VGTJ, 41923, 100429/0000, 23.76, 90.38, 9.0, -4.00, -6.72, -7.21, 285.79, 32.30, 22.90, 29.90, 52.80, 1575.58, 1716.61, -131.47, -75.53, 192.28, 191.70, 695.53, 744.74, 2193.92, 2390.30, 295.45, 947.78, 300.04, 18.29, 5760.00, 53.01
 06Z 29 Apr 2010, VGTJ, 41923, 100429/0600, 23.76, 90.38, 9.0, -0.43, -7.60, -8.45, 168.78, 28.70, 19.30, 29.30, 48.60, 1884.61, 2117.88, -52.57, -14.78, 176.18, 175.62, 768.91, 830.24, 542.87, 610.06, 293.66, 892.56, 303.38, 17.37, 5737.00, 46.02
 09Z 29 Apr 2010, VGTJ, 41923, 100429/0900, 23.76, 90.38, 9.0, -6.09, -7.16, -8.11, 340.79, 34.40, 26.00, 27.50, 53.50, 1912.69, 2141.09, -9.04, -5.42, 174.72, 173.99, 839.76, 845.28, 151.38, 169.46, 292.68, 861.98, 305.38, 16.91, 5773.00, 48.18
 12Z 29 Apr 2010, VGTJ, 41923, 100429/1200, 23.76, 90.38, 9.0, -5.59, -2.43, -2.88, 327.58, 35.90, 25.50, 27.10, 52.60, 187.35, 253.65, -266.90, -239.39, 352.66, 349.17, 629.55, 643.80, 2.09, 2.83, 290.97, 890.08, 300.83, 14.67, 5748.00, 49.91
 00Z 30 Apr 2010, VGTJ, 41923, 100430/0000, 23.76, 90.38, 9.0, -0.70, -5.51, -6.25, 214.59, 38.70, 20.30, 26.30, 46.60, 2029.18, 2207.82, -29.52, -27.25, 163.07, 163.06, 822.27, 853.76, 65.80, 71.59, 297.01, 977.13, 299.00, 19.53, 5736.00, 61.81
 06Z 30 Apr 2010, VGTJ, 41923, 100430/0600, 23.76, 90.38, 9.0, -3.42, -2.93, -3.48, 252.78, 36.40, 23.60, 25.50, 49.10, 441.16, 555.32, -126.45, -117.08, 262.02, 261.61, 725.61, 732.97, 5.38, 6.77, 292.47, 903.24, 301.11, 15.91, 5742.00, 54.44
 09Z 30 Apr 2010, VGTJ, 41923, 100430/0900, 23.76, 90.38, 9.0, -2.35, -3.76, -4.05, 262.19, 37.70, 22.80, 23.90, 46.70, 865.67, 982.99, -6.85, -5.10, 860.04, 869.83, 12.98, 14.74, 293.66, 903.17, 302.34, 17.15, 5746.00, 64.06
 12Z 30 Apr 2010, VGTJ, 41923, 100430/1200, 23.76, 90.38, 9.0, -0.32, -3.87, -4.24, 193.38, 36.50, 19.30, 26.30, 45.60, 1213.12, 1320.79, -75.07, -42.71, 177.35, 177.06, 756.12, 782.93, 57.37, 62.46, 295.08, 928.30, 301.44, 18.24, 5760.00, 62.01
 00Z 01 Apr 2011, VGTJ, 41923, 110401/0000, 23.76, 90.38, 9.0, 4.81, -0.04, -0.85, 207.81, 7.60, 17.80, 18.70, 36.50, 323.49, 522.22, -4.22, -4.71, 497.23, 462.18, 912.42, 912.78, 8.02, 12.94, 294.53, 975.17, 296.68, 16.76, 5682.00, 36.17
 00Z 03 Apr 2011, VGTJ, 41923, 110403/0000, 23.76, 90.38, 9.0, 11.66, -0.45, -1.28, 124.83, 15.73, 11.72, 16.07, 27.78, 572.31, 726.56, 0.00, 0.00, 952.97, 953.06, 15.29, 19.41, 294.99, 976.16, 297.05, 17.22, 5716.01, 43.27
 00Z 05 Apr 2011, VGTJ, 41923, 110405/0000, 23.76, 90.38, 9.0, -2.44, -3.28, -3.45, 249.01, 37.20, 23.60, 26.70, 50.30, 645.93, 700.65, -83.73, -68.71, 322.66, 322.55, 800.43, 816.44, 16.47, 17.87, 292.09, 942.54, 297.09, 14.88, 5682.00, 49.80
 00Z 07 Apr 2011, VGTJ, 41923, 110407/0000, 23.76, 90.38, 9.0, 2.62, -2.97, -3.74, 167.41, 21.10, 17.90, 24.90, 42.80, 1516.70, 1740.04, -76.11, -50.52, 245.34, 245.37, 827.29, 853.42, 40.02, 45.92, 292.99, 932.24, 298.96, 16.05, 5711.00, 34.48
 00Z 09 Apr 2011, VGTJ, 41923, 110409/0000, 23.76, 90.38, 9.0, -1.18, -8.18, -8.78, 194.40, 32.10, 18.90, 32.90, 51.80, 2393.55, 2560.25, -214.48, -152.87, 189.12, 188.89, 764.05, 788.65, 206.28, 220.65, 293.83, 934.05, 299.65, 16.90, 5715.00, 40.63
 00Z 13 Apr 2011, VGTJ, 41923, 110413/0000, 23.76, 90.38, 9.0, -3.15, -10.21, -11.17, 259.40, 40.90, 21.90, 30.90, 52.80, 4377.69, 4639.42, -50.82, -20.04, 153.86, 153.83, 811.84, 857.82, 390.45, 413.79, 296.89, 946.81, 301.58, 20.05, 5725.00, 52.72
 00Z 15 Apr 2011, VGTJ, 41923, 110415/0000, 23.76, 90.38, 9.0, -6.89, -1.49, -1.57, 506.77, 43.80, 27.30, 27.30, 54.60, 217.84, 255.96, -257.67, -266.57, 279.34, 279.32, 682.94, 694.07, 3.15, 3.70, 291.57, 941.69, 296.67, 14.41, 5710.00, 55.48
 00Z 17 Apr 2011, VGTJ, 41923, 110417/0000, 23.76, 90.38, 9.0, -5.52, -2.99, -3.66, 339.01, 43.40, 25.00, 27.90, 52.90, 970.39, 1099.23, -218.25, -214.32, 197.75, 197.64, 738.25, 743.29, 40.06, 45.38, 293.61, 944.69, 298.46, 16.33, 5740.00, 54.23
 00Z 19 Apr 2011, VGTJ, 41923, 110419/0000, 23.76, 90.38, 9.0, 0.24, -1.23, -1.30, 214.79, 37.50, 18.30, 28.30, 46.60, 215.67, 241.64, -263.22, -226.11, 323.33, 332.64, 711.15, 718.40, 2.50, 2.80, 292.24, 928.08, 298.57, 15.29, 5745.00, 52.81
 00Z 21 Apr 2011, VGTJ, 41923, 110421/0000, 23.76, 90.38, 9.0, 0.46, -7.01, -7.94, 167.81, 32.10, 17.70, 29.70, 47.40, 1637.44, 1872.13, -115.45, -80.30, 204.33, 204.44, 790.73, 819.96, 41.36, 47.29, 296.41, 965.63, 299.43, 19.04, 5733.00, 47.01
 00Z 25 Apr 2011, VGTJ, 41923, 110425/0000, 23.76, 90.38, 9.0, -2.65, -3.96, -4.78, 229.60, 35.70, 22.70, 26.90, 49.60, 1380.44, 1538.79, -81.25, -65.04, 255.93, 255.47, 772.51, 795.47, 34.89, 38.89, 294.29, 953.07, 298.37, 16.90, 5694.00, 48.09
 00Z 27 Apr 2011, VGTJ, 41923, 110427/0000, 23.76, 90.38, 9.0, -3.50, -1.11, -1.17, 238.60, 41.40, 24.60, 25.10, 49.70, 369.13, 393.28, -100.81, -107.44, 320.66, 325.04, 773.59, 771.11, 18.64, 19.86, 292.51, 959.25, 296.04, 15.00, 5686.00, 57.21
 00Z 29 Apr 2011, VGTJ, 41923, 110429/0000, 23.76, 90.38, 9.0, -2.31, -3.31, -3.63, 209.61, 38.40, 23.90, 23.90, 47.80, 680.84, 769.60, -17.50, -15.52, 340.47, 342.23, 875.37, 878.88, 215.27, 243.34, 294.25, 966.45, 297.17, 16.62, 5698.00, 54.72
 00Z 01 Apr 2012, VGTJ, 41923, 120401/0000, 23.76, 90.38, 9.0, -6.70, -10.10, -10.66, 417.62, 42.60, 25.10, 35.10, 60.20, 2731.51, 2864.47, -211.84, -165.69, 193.14, 193.15, 757.36, 778.45, 59.76, 62.67, 292.62, 897.67, 301.81, 16.23, 5717.00, 48.25
 00Z 02 Apr 2012, VGTJ, 41923, 120402/0000, 23.76, 90.38, 9.0, 0.50, -6.90, -7.75, 142.79, 28.10, 18.70, 28.70, 47.40, 2877.06, 3097.37, -102.97, -57.84, 210.51, 210.54, 793.86, 837.85, 94.80, 102.06, 293.35, 902.88, 302.06, 17.00, 5710.00, 40.50
 00Z 03 Apr 2012, VGTJ, 41923, 120403/0000, 23.76, 90.38, 9.0, -2.33, -7.59, -8.47, 212.98, 35.50, 21.50, 30.50, 52.00, 2603.48, 2785.97, -133.02, -92.49, 210.16, 210.15, 773.05, 803.27, 335.13, 358.62, 293.89, 925.52, 300.49, 17.06, 5711.00, 45.43
 00Z 04 Apr 2012, VGTJ, 41923, 120404/0000, 23.76, 90.38, 9.0, -5.68, -10.32, -11.32, 525.75, 43.50, 25.20, 29.90, 55.10, 4477.38, 4729.36, -46.49, -39.19, 166.66, 166.67, 848.09, 866.12, 217.35, 229.58, 297.05, 949.35, 301.51, 20.21, 5723.00, 59.09
 00Z 05 Apr 2012, VGTJ, 41923, 120405/0000, 23.76, 90.38, 9.0, -4.51, -6.64, -7.01, 343.61, 37.70, 23.90, 31.90, 55.80, 1426.02, 1500.42, -241.03, -192.32, 230.48, 230.49, 691.79, 704.00, 78.38, 82.47, 290.97, 893.03, 300.55, 14.66, 5711.00, 46.48
 00Z 06 Apr 2012, VGTJ, 41923, 120406/0000, 23.76, 90.38, 9.0, -7.00, -10.11, -10.79, 384.40, 43.20, 27.90, 27.90, 55.80, 2546.43, 2714.05, -1.28, -1.54, 927.11, 927.04, 85.81, 91.46, 297.10, 972.57, 299.50, 19.80, 5703.00, 62.22
 00Z 07 Apr 2012, VGTJ, 41923, 120407/0000, 23.76, 90.38, 9.0, -6.01, -6.78, -7.14, 401.18, 43.30, 27.70, 27.70, 55.40, 2185.42, 2282.41, -21.55, -25.26, 222.19, 222.24, 870.22, 869.89, 67.80, 70.80, 294.35, 977.82, 296.26, 16.53, 5661.00, 54.60
 00Z 08 Apr 2012, VGTJ, 41923, 120408/0000, 23.76, 90.38, 9.0, -3.10, -3.28, -3.84, 406.06, 39.10, 24.40, 24.90, 49.30, 1692.91, 1815.38, -32.99, -37.35, 207.79, 207.77, 834.64, 838.53, 12.83, 13.76, 294.34, 975.96, 296.42, 16.66, 5680.00, 52.27
 03Z 09 Apr 2012, VGTJ, 41923, 120409/0300, 23.76, 90.38, 9.0, -3.71, -0.04, -0.50, 447.95, 38.10, 24.90, 24.90, 49.80, 96.76, 131.67, -193.58, -205.35, 499.27, 491.79, 654.07, 665.35, 0.61, 0.83, 292.65, 979.87, 294.38, 14.80, 5686.00, 51.14
