Date,Station identifier,Station number,Observation time,Station latitude,Station longitude,Station elevation,Showalter index,Lifted index,LIFT computed using virtual temperature,SWEAT index,K index,Cross totals index,Vertical totals index,Totals totals index,Convective Available Potential Energy,CAPE using virtual temperature,Convective Inhibition,CINS using virtual temperature,Equilibrum Level,Equilibrum Level using virtual temperature,Level of Free Convection,LFCT using virtual temperature,Bulk Richardson Number,Bulk Richardson Number using CAPV,Temp [K] of the Lifted Condensation Level,Pres [hPa] of the Lifted Condensation Level,Mean mixed layer potential temperature,Mean mixed layer mixing ratio,1000 hPa to 500 hPa thickness,Precipitable water [mm] for entire sounding
 00Z 05 Apr 1996, VGTJ, 41923, 960405/0000, 23.76, 90.37, 9.0, 6.42, -1.59, -2.26, 54.38, 10.10, 9.90, 28.90, 38.80, 535.65, 700.50, -268.21, -188.98, 282.62, 282.48, 738.50, 764.30, 20.78, 27.18, 288.64, 878.20, 299.59, 13.08, 5713.00, 21.50
 00Z 06 Apr 1996, VGTJ, 41923, 960406/0000, 23.76, 90.37, 9.0, 6.67, 0.53, -0.07, 59.98, 13.30, 8.50, 29.50, 38.00, 0.00, 24.82, 0.00, -328.85, 485.52, 540.50, 0.00, 1.83, 287.12, 860.13, 299.78, 12.23, 5733.00, 21.85
 00Z 07 Apr 1996, VGTJ, 41923, 960407/0000, 23.76, 90.37, 9.0, 7.50, 2.26, 1.63, 79.41, 16.70, 8.50, 27.50, 36.00, 0.00, 0.01, 0.00, -482.34, 399.19, 401.67, 0.00, 0.00, 288.31, 877.37, 299.32, 12.98, 5747.00, 25.18
 00Z 08 Apr 1996, VGTJ, 41923, 960408/0000, 23.76, 90.37, 9.0, 7.18, 3.62, 2.98, 123.40, 22.30, 8.10, 28.10, 36.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 286.67, 840.07, 301.35, 12.24, 5770.00, 27.29
 00Z 09 Apr 1996, VGTJ, 41923, 960409/0000, 23.76, 90.37, 9.0, 6.43, -3.32, -4.26, 84.20, 23.10, 7.50, 30.50, 38.00, 1057.97, 1265.02, -324.42, -237.35, 223.55, 223.72, 734.82, 756.40, 76.26, 91.18, 292.64, 904.35, 301.21, 16.09, 5760.00, 33.54
 00Z 10 Apr 1996, VGTJ, 41923, 960410/0000, 23.76, 90.37, 9.0, 5.74, -3.43, -3.92, 71.99, 13.50, 7.90, 31.90, 39.80, 288.60, 375.02, -381.21, -267.07, 383.97, 383.39, 663.63, 704.79, 9.89, 12.86, 288.14, 863.14, 300.55, 13.23, 5735.00, 24.50
 00Z 12 Apr 1996, VGTJ, 41923, 960412/0000, 23.76, 90.37, 9.0, -1.19, -5.44, -6.14, 185.20, 22.10, 20.50, 29.50, 50.00, 1515.78, 1705.50, -185.66, -129.56, 741.96, 779.12, 75.89, 85.38, 292.56, 916.67, 299.95, 15.86, 5733.00, 35.18
 00Z 13 Apr 1996, VGTJ, 41923, 960413/0000, 23.76, 90.37, 9.0, 3.46, -3.29, -4.08, 86.01, -1.30, 13.70, 29.70, 43.40, 896.50, 1061.40, -324.04, -200.43, 219.00, 218.64, 649.83, 716.06, 1374.51, 1627.33, 290.30, 876.26, 301.50, 14.34, 5760.00, 25.18
 00Z 15 Apr 1996, VGTJ, 41923, 960415/0000, 23.76, 90.37, 9.0, -1.17, -2.19, -2.51, 168.58, 25.70, 19.90, 29.90, 49.80, 147.42, 220.07, -404.95, -304.49, 402.78, 314.81, 623.74, 661.94, 37.29, 55.66, 288.48, 856.77, 301.54, 13.63, 5769.00, 34.75
 00Z 16 Apr 1996, VGTJ, 41923, 960416/0000, 23.76, 90.37, 9.0, 5.07, -1.89, -2.26, 61.19, 18.90, 10.30, 30.30, 40.60, 499.74, 588.52, -411.19, -301.97, 220.52, 219.76, 634.95, 698.32, 156.15, 183.89, 289.74, 869.20, 301.62, 13.96, 5794.00, 33.35
 00Z 17 Apr 1996, VGTJ, 41923, 960417/0000, 23.76, 90.37, 9.0, 3.11, -1.45, -1.81, 111.19, 22.30, 13.70, 29.70, 43.40, 490.95, 579.19, -395.97, -303.18, 262.22, 262.45, 643.05, 707.55, 1911.31, 2254.82, 289.57, 862.81, 302.08, 13.93, 5794.00, 35.89
 00Z 18 Apr 1996, VGTJ, 41923, 960418/0000, 23.76, 90.37, 9.0, 5.79, -1.51, -1.89, 95.61, 22.50, 9.70, 29.70, 39.40, 110.10, 170.08, -444.21, -329.32, 335.80, 345.18, 601.98, 621.39, 10.00, 15.44, 289.88, 881.17, 300.58, 14.30, 5770.00, 34.05
 00Z 19 Apr 1996, VGTJ, 41923, 960419/0000, 23.76, 90.37, 9.0, 6.26, -2.32, -3.39, 255.94, 27.30, 9.70, 27.70, 37.40, 1319.59, 1550.64, -181.80, -106.58, 175.32, 174.01, 740.79, 765.31, 31.55, 37.08, 295.05, 936.86, 300.62, 18.05, 5786.00, 41.44
 00Z 20 Apr 1996, VGTJ, 41923, 960420/0000, 23.76, 90.37, 9.0, 1.11, -2.25, -2.48, 206.00, 19.90, 16.90, 26.90, 43.80, 1459.83, 1639.82, -264.28, -188.79, 166.06, 164.70, 720.58, 757.21, 27.40, 30.77, 293.83, 902.76, 302.59, 17.53, 5816.00, 45.33
 00Z 21 Apr 1996, VGTJ, 41923, 960421/0000, 23.76, 90.37, 9.0, 3.78, -3.96, -4.92, 124.02, 26.10, 12.10, 30.10, 42.20, 1439.12, 1642.48, -309.89, -216.27, 170.26, 169.27, 727.07, 752.55, 43.94, 50.14, 292.67, 881.60, 303.45, 16.88, 5801.00, 36.58
 00Z 22 Apr 1996, VGTJ, 41923, 960422/0000, 23.76, 90.37, 9.0, 4.84, -4.62, -5.51, 109.18, 24.90, 11.30, 29.30, 40.60, 1577.18, 1791.81, -223.60, -143.54, 179.11, 178.19, 751.36, 782.50, 45.03, 51.15, 293.50, 901.45, 302.37, 17.14, 5769.00, 37.83
 00Z 23 Apr 1996, VGTJ, 41923, 960423/0000, 23.76, 90.37, 9.0, 0.06, -2.28, -3.10, 205.19, 31.50, 18.90, 27.90, 46.80, 461.67, 602.95, -236.18, -196.96, 323.11, 324.20, 697.58, 723.03, 5.98, 7.81, 292.87, 933.81, 298.69, 15.79, 5773.00, 44.59
 00Z 24 Apr 1996, VGTJ, 41923, 960424/0000, 23.76, 90.37, 9.0, 2.71, -0.29, -0.50, 138.01, 24.90, 13.90, 30.90, 44.80, 5.40, 16.42, -573.72, -471.37, 467.85, 466.12, 532.90, 542.33, 0.10, 0.29, 289.35, 902.20, 298.02, 13.16, 5747.00, 34.94
 00Z 26 Apr 1996, VGTJ, 41923, 960426/0000, 23.76, 90.37, 9.0, 2.45, 1.36, 1.36, 177.00, 31.90, 19.70, 24.70, 44.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 288.19, 925.75, 294.64, 11.78, 5666.00, 41.15
 00Z 27 Apr 1996, VGTJ, 41923, 960427/0000, 23.76, 90.37, 9.0, -0.94, 0.13, -0.03, 184.59, 31.10, 22.30, 27.30, 49.60, 0.00, 0.03, 0.00, -332.61, 498.52, 500.86, 0.00, 0.00, 287.46, 902.51, 296.05, 11.61, 5693.00, 36.34
 06Z 27 Apr 1996, VGTJ, 41923, 960427/0600, 23.76, 90.37, 9.0, 26.90, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -248.30, 11.36, 5663.00, 8.18
 00Z 28 Apr 1996, VGTJ, 41923, 960428/0000, 23.76, 90.37, 9.0, 0.46, -3.10, -3.90, 159.38, 22.50, 20.30, 25.30, 45.60, 716.38, 929.32, -76.23, -51.81, 300.65, 300.54, 799.60, 835.15, 63.53, 82.42, 292.64, 927.40, 299.04, 15.73, 5743.00, 34.96
 00Z 30 Apr 1996, VGTJ, 41923, 960430/0000, 23.76, 90.37, 9.0, 1.42, -0.05, -0.93, 231.61, 33.30, 19.40, 20.50, 39.90, 469.54, 653.34, -12.61, -8.64, 253.32, 251.69, 867.34, 881.92, 86.17, 119.90, 294.77, 951.07, 299.06, 17.46, 5796.00, 52.34
 00Z 01 Apr 1997, VGTJ, 41923, 970401/0000, 23.76, 90.38, 9.0, 4.60, 1.18, 0.75, 124.38, 23.30, 17.10, 24.10, 41.20, 65.79, 126.84, -106.73, -83.55, 562.57, 549.02, 762.98, 786.40, 2.31, 4.45, 288.04, 907.78, 296.14, 11.88, 5687.00, 31.66
 00Z 03 Apr 1997, VGTJ, 41923, 970403/0000, 23.76, 90.38, 9.0, 1.39, 1.88, 1.61, 151.81, 30.10, 18.70, 27.70, 46.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 286.97, 898.95, 295.87, 11.21, 5691.00, 34.29
 00Z 05 Apr 1997, VGTJ, 41923, 970405/0000, 23.76, 90.38, 9.0, -2.64, -2.15, -2.37, 258.19, 29.70, 24.30, 28.10, 52.40, 189.87, 243.37, -189.78, -160.78, 407.21, 406.68, 697.86, 727.55, 13.52, 17.33, 287.81, 894.81, 297.12, 11.89, 5670.00, 36.75
 00Z 06 Apr 1997, VGTJ, 41923, 970406/0000, 23.76, 90.38, 9.0, -0.17, -2.24, -2.66, 163.20, 29.50, 20.90, 29.90, 50.80, 292.40, 371.29, -227.35, -192.84, 375.80, 377.53, 734.99, 748.35, 20.51, 26.04, 287.61, 912.03, 295.31, 11.54, 5655.00, 29.83
 00Z 07 Apr 1997, VGTJ, 41923, 970407/0000, 23.76, 90.38, 9.0, 0.99, -1.87, -2.18, 100.60, 26.50, 17.70, 32.70, 50.40, 149.04, 195.76, -338.95, -284.66, 395.72, 391.71, 649.79, 659.96, 8.21, 10.78, 281.84, 828.87, 297.40, 8.79, 5636.00, 21.79
 00Z 08 Apr 1997, VGTJ, 41923, 970408/0000, 23.76, 90.38, 9.0, -2.38, 2.80, 2.72, 425.59, 32.40, 24.80, 29.10, 53.90, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 279.16, 819.28, 295.55, 7.28, 5622.00, 27.70
 00Z 09 Apr 1997, VGTJ, 41923, 970409/0000, 23.76, 90.38, 9.0, 3.77, 3.10, 2.82, 69.58, 20.50, 14.70, 29.70, 44.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 283.39, 873.33, 294.61, 9.12, 5676.00, 22.50
 00Z 10 Apr 1997, VGTJ, 41923, 970410/0000, 23.76, 90.38, 9.0, 0.22, 2.68, 2.47, 160.19, 28.70, 21.10, 27.10, 48.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 284.30, 867.99, 296.07, 9.81, 5670.00, 30.81
 00Z 11 Apr 1997, VGTJ, 41923, 970411/0000, 23.76, 90.38, 9.0, 3.31, -0.05, -0.35, 86.99, 23.10, 16.10, 29.10, 45.20, 0.03, 8.24, -417.63, -334.64, 497.81, 483.62, 506.20, 528.42, 0.00, 0.20, 286.77, 906.77, 294.93, 11.01, 5663.00, 27.71
 00Z 14 Apr 1997, VGTJ, 41923, 970414/0000, 23.76, 90.38, 9.0, 0.15, -1.93, -2.61, 155.61, 29.30, 21.10, 25.50, 46.60, 701.10, 855.15, -69.63, -49.25, 260.96, 261.03, 772.88, 797.32, 49.56, 60.45, 291.78, 943.25, 296.72, 14.57, 5707.00, 37.46
 00Z 15 Apr 1997, VGTJ, 41923, 970415/0000, 23.76, 90.38, 9.0, -1.28, -3.96, -4.57, 176.79, 32.50, 22.90, 26.10, 49.00, 1056.38, 1217.53, -41.33, -32.47, 251.53, 251.57, 837.18, 853.68, 91.08, 104.98, 292.34, 944.54, 297.17, 15.07, 5691.00, 40.58
 00Z 16 Apr 1997, VGTJ, 41923, 970416/0000, 23.76, 90.38, 9.0, 4.81, 2.47, 1.93, 146.39, 20.50, 14.30, 26.30, 40.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 289.36, 931.90, 295.29, 12.60, 5711.00, 30.42
 00Z 17 Apr 1997, VGTJ, 41923, 970417/0000, 23.76, 90.38, 9.0, 5.46, 3.66, 3.36, 118.41, 21.30, 12.10, 28.10, 40.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 284.22, 844.21, 298.34, 10.04, 5718.00, 27.40
 00Z 18 Apr 1997, VGTJ, 41923, 970418/0000, 23.76, 90.38, 9.0, 2.44, -2.60, -3.27, 132.20, 26.30, 15.70, 29.70, 45.40, 935.06, 1072.92, -268.13, -200.60, 245.09, 245.04, 717.21, 737.51, 11.28, 12.94, 290.10, 903.73, 298.65, 13.82, 5724.00, 30.79
 00Z 19 Apr 1997, VGTJ, 41923, 970419/0000, 23.76, 90.38, 9.0, 4.79, -5.50, -6.31, 77.82, 14.30, 10.90, 30.90, 41.80, 1915.14, 2122.97, -213.52, -131.72, 213.09, 213.04, 750.09, 784.80, 23.17, 25.68, 292.33, 919.47, 299.45, 15.62, 5715.00, 27.07
 00Z 20 Apr 1997, VGTJ, 41923, 970420/0000, 23.76, 90.38, 9.0, 0.99, -5.80, -6.49, 131.02, 26.30, 17.30, 31.30, 48.60, 1829.55, 1985.56, -211.79, -147.89, 202.18, 202.12, 747.99, 774.62, 63.26, 68.66, 290.54, 898.92, 299.56, 14.29, 5716.00, 31.16
 00Z 21 Apr 1997, VGTJ, 41923, 970421/0000, 23.76, 90.38, 9.0, -3.11, -1.06, -1.24, 309.82, 29.50, 22.10, 33.10, 55.20, 23.78, 35.17, -633.34, -580.89, 469.85, 468.67, 549.41, 549.29, 0.25, 0.36, 284.60, 853.43, 297.82, 10.09, 5704.00, 31.83
 00Z 23 Apr 1997, VGTJ, 41923, 970423/0000, 23.76, 90.38, 9.0, 2.41, 4.10, 3.79, 150.38, 23.70, 15.50, 30.50, 46.00, 627.63, 627.69, -2823.97, -2729.08, 172.78, 172.64, 199.36, 199.36, 4.69, 4.69, 282.04, 837.84, 296.70, 8.71, 5711.00, 23.86
 00Z 24 Apr 1997, VGTJ, 41923, 970424/0000, 23.76, 90.38, 9.0, -0.26, -0.73, -1.10, 194.98, 32.70, 19.70, 30.70, 50.40, 69.97, 103.70, -513.17, -450.48, 371.10, 371.97, 554.71, 556.42, 0.67, 1.00, 286.61, 887.85, 296.55, 11.30, 5711.00, 31.94
 00Z 27 Apr 1997, VGTJ, 41923, 970427/0000, 23.76, 90.38, 9.0, -1.45, -0.98, -1.21, 259.79, 37.20, 23.20, 25.70, 48.90, 87.69, 120.69, -144.28, -138.52, 408.17, 399.00, 669.97, 668.79, 0.83, 1.14, 289.99, 928.61, 296.22, 13.20, 5702.00, 47.65
 00Z 28 Apr 1997, VGTJ, 41923, 970428/0000, 23.76, 90.38, 9.0, -2.21, -0.66, -1.02, 248.48, 34.00, 23.40, 25.70, 49.10, 66.08, 118.51, -173.12, -154.91, 386.63, 388.33, 650.51, 703.01, 0.74, 1.33, 290.65, 931.39, 296.64, 13.73, 5718.00, 46.18
 00Z 29 Apr 1997, VGTJ, 41923, 970429/0000, 23.76, 90.38, 9.0, 0.23, -2.42, -3.28, 251.22, 31.20, 20.20, 25.10, 45.30, 1138.37, 1324.83, -66.25, -47.14, 192.47, 192.34, 789.04, 811.73, 12.60, 14.67, 293.84, 953.60, 297.89, 16.42, 4942.45, 42.79
 00Z 30 Apr 1997, VGTJ, 41923, 970430/0000, 23.76, 90.38, 9.0, -1.00, -1.36, -1.94, 258.62, 32.20, 21.80, 24.90, 46.70, 413.48, 535.88, -115.31, -97.83, 262.97, 263.19, 732.77, 764.47, 7.67, 9.94, 291.74, 922.88, 298.52, 14.86, 5746.00, 45.22
 00Z 01 Apr 1998, VGTJ, 41923, 980401/0000, 23.76, 90.38, 9.0, 14.09, 10.52, 10.19, 42.00, -2.50, 2.10, 22.10, 24.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 282.90, 866.13, 294.80, 9.00, 5705.00, 17.27
 00Z 02 Apr 1998, VGTJ, 41923, 980402/0000, 23.76, 90.38, 9.0, 12.54, 6.86, 6.54, 20.98, -4.70, -1.30, 26.70, 25.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 283.68, 852.08, 296.99, 9.54, 5726.00, 17.08
 00Z 03 Apr 1998, VGTJ, 41923, 980403/0000, 23.76, 90.38, 9.0, 13.12, 3.48, 3.01, 32.98, -12.50, -4.70, 27.30, 22.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 286.76, 885.58, 296.91, 11.23, 5712.00, 16.85
 00Z 05 Apr 1998, VGTJ, 41923, 980405/0000, 23.76, 90.38, 9.0, 7.05, 6.04, 5.61, 118.78, 23.70, 12.30, 24.30, 36.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 283.10, 826.38, 298.98, 9.93, 8425.00, 27.16
 00Z 06 Apr 1998, VGTJ, 41923, 980406/0000, 23.76, 90.38, 9.0, -2.20, -1.37, -2.03, 243.61, 27.90, 23.50, 25.10, 48.60, 817.03, 943.00, -123.38, -92.00, 226.72, 226.20, 651.71, 720.87, 23.63, 27.27, 290.10, 900.97, 298.90, 13.77, 5706.00, 40.40
 00Z 07 Apr 1998, VGTJ, 41923, 980407/0000, 23.76, 90.38, 9.0, 3.90, 2.22, 1.94, 130.60, 30.40, 14.70, 28.70, 43.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 286.28, 896.62, 295.38, 10.74, 5780.00, 32.09
 00Z 08 Apr 1998, VGTJ, 41923, 980408/0000, 23.76, 90.38, 9.0, 0.81, -0.80, -1.52, 198.21, 30.90, 20.30, 24.30, 44.60, 570.00, 731.94, -82.86, -71.34, 227.72, 227.26, 782.25, 799.55, 13.33, 17.11, 291.61, 931.60, 297.60, 14.59, 5735.00, 40.51
 00Z 09 Apr 1998, VGTJ, 41923, 980409/0000, 23.76, 90.38, 9.0, -1.34, -0.60, -1.10, 357.32, 30.90, 21.50, 27.50, 49.00, 8.97, 32.36, -391.50, -335.20, 296.90, 295.20, 551.25, 569.35, 0.44, 1.58, 290.15, 919.98, 297.18, 13.46, 5748.00, 46.43
 00Z 11 Apr 1998, VGTJ, 41923, 980411/0000, 23.76, 90.38, 9.0, 0.57, -2.37, -3.29, 357.95, 30.50, 17.90, 27.90, 45.80, 656.95, 858.97, -205.94, -156.05, 234.48, 234.49, 737.14, 757.51, 7.49, 9.79, 293.27, 926.23, 299.79, 16.36, 5767.00, 39.48
 00Z 13 Apr 1998, VGTJ, 41923, 980413/0000, 23.76, 90.38, 9.0, 7.96, 0.07, -0.71, 118.99, 15.50, 7.50, 27.50, 35.00, 0.00, 60.03, 0.00, -258.06, 447.98, 642.18, 0.00, 0.55, 289.26, 854.30, 302.62, 14.73, 5778.00, 26.82
 00Z 15 Apr 1998, VGTJ, 41923, 980415/0000, 23.76, 90.38, 9.0, 4.44, -6.71, -7.55, 97.21, 28.30, 11.50, 30.50, 42.00, 1572.16, 1759.27, -165.55, -91.81, 190.37, 189.75, 755.54, 793.69, 30.08, 33.67, 294.39, 926.41, 300.92, 17.54, 5770.00, 43.36
 00Z 16 Apr 1998, VGTJ, 41923, 980416/0000, 23.76, 90.38, 9.0, 0.74, -4.39, -4.83, 161.49, 30.30, 17.30, 30.30, 47.60, 932.77, 1049.58, -232.94, -171.87, 235.94, 235.93, 737.46, 758.51, 22.69, 25.54, 290.55, 874.24, 301.95, 14.65, 5753.00, 40.33
 00Z 17 Apr 1998, VGTJ, 41923, 980417/0000, 23.76, 90.38, 9.0, 2.93, -1.50, -1.96, 146.81, 21.20, 14.70, 29.70, 44.40, 118.32, 167.22, -470.32, -358.96, 359.79, 365.17, 576.20, 579.82, 2.17, 3.07, 289.40, 891.31, 299.10, 13.39, 5737.00, 32.91
 00Z 19 Apr 1998, VGTJ, 41923, 980419/0000, 23.76, 90.38, 9.0, -0.26, -1.63, -2.42, 217.41, 32.30, 20.10, 26.10, 46.20, 295.42, 450.94, -157.23, -122.25, 287.32, 286.55, 763.26, 778.80, 8.21, 12.54, 291.72, 908.72, 299.84, 15.21, 5741.00, 39.16
 00Z 21 Apr 1998, VGTJ, 41923, 980421/0000, 23.76, 90.38, 9.0, 0.02, -1.85, -2.72, 417.74, 27.80, 20.20, 24.30, 44.50, 520.41, 711.46, -112.67, -81.59, 214.95, 214.95, 722.38, 777.29, 4.03, 5.51, 293.35, 927.12, 299.80, 16.38, 5759.00, 43.32
 00Z 22 Apr 1998, VGTJ, 41923, 980422/0000, 23.76, 90.38, 9.0, -2.25, -3.20, -4.14, 451.10, 36.90, 22.70, 24.90, 47.60, 1263.55, 1443.92, -77.60, -65.69, 207.90, 207.90, 743.96, 780.48, 22.32, 25.51, 294.26, 945.06, 299.08, 17.00, 5757.00, 52.14
 00Z 24 Apr 1998, VGTJ, 41923, 980424/0000, 23.76, 90.38, 9.0, 0.37, 0.72, 0.22, 170.38, 31.10, 18.90, 28.90, 47.80, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 289.15, 924.60, 295.74, 12.54, 5742.00, 37.20
 00Z 26 Apr 1998, VGTJ, 41923, 980426/0000, 23.76, 90.38, 9.0, 5.49, 1.95, 1.57, 23.10, 12.70, 26.70, 39.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 286.76, 852.35, 300.18, 11.71, 5756.00, 34.19
 00Z 27 Apr 1998, VGTJ, 41923, 980427/0000, 23.76, 90.38, 9.0, 1.12, 3.67, 3.58, 28.70, 18.70, 25.70, 44.40, 0.00, 0.00, 0.00, 0.00, 286.32, 858.81, 299.09, 11.33, 5767.00, 39.54
 00Z 29 Apr 1998, VGTJ, 41923, 980429/0000, 23.76, 90.38, 9.0, 2.84, 1.79, 1.44, 183.42, 29.74, 16.88, 24.97, 41.84, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 289.53, 895.75, 298.81, 13.31, 5766.00, 41.57
 00Z 30 Apr 1998, VGTJ, 41923, 980430/0000, 23.76, 90.38, 9.0, 6.16, -1.32, -1.85, 105.99, 22.30, 9.30, 29.30, 38.60, 462.85, 589.58, -314.57, -221.73, 259.88, 259.99, 704.93, 724.06, 6.14, 7.83, 290.48, 889.24, 300.41, 14.58, 5761.00, 31.83
 00Z 01 Apr 1999, VGTJ, 41923, 990401/0000, 23.76, 90.38, 9.0, 3.16, -1.58, -2.57, 194.19, 27.90, 16.30, 24.30, 40.60, 1217.23, 1455.87, -69.95, -35.84, 203.67, 203.68, 779.68, 809.50, 22.24, 26.60, 294.49, 944.94, 299.32, 17.29, 5780.00, 41.00
 00Z 02 Apr 1999, VGTJ, 41923, 990402/0000, 23.76, 90.38, 9.0, -0.09, -2.20, -3.14, 194.80, 4.70, 18.30, 28.30, 46.60, 1070.24, 1310.67, -271.16, -194.88, 215.15, 215.08, 722.35, 761.58, 36.53, 44.73, 293.44, 927.04, 299.89, 16.53, 5791.00, 29.42
 00Z 04 Apr 1999, VGTJ, 41923, 990404/0000, 23.76, 90.38, 9.0, 3.82, 0.39, -0.06, 91.40, 19.70, 10.50, 32.50, 43.00, 0.00, 0.01, 0.00, -682.06, 496.99, 500.92, 0.00, 0.00, 286.56, 840.11, 301.23, 12.69, 5774.00, 26.10
 00Z 06 Apr 1999, VGTJ, 41923, 990406/0000, 23.76, 90.38, 9.0, 2.29, -10.43, -11.06, 39.01, 16.30, 10.70, 35.70, 46.40, 1879.57, 2067.03, -242.46, -120.42, 225.27, 224.86, 704.89, 752.80, 56.28, 61.89, 294.09, 926.61, 300.59, 17.36, 5757.00, 32.60
 00Z 07 Apr 1999, VGTJ, 41923, 990407/0000, 23.76, 90.38, 9.0, -5.30, -7.64, -8.56, 342.40, 31.90, 26.70, 27.70, 54.40, 1581.09, 1816.34, -9.07, -6.14, 268.86, 268.39, 891.81, 901.94, 49.46, 56.81, 293.56, 932.63, 299.49, 16.51, 5711.00, 41.89
 00Z 02 Apr 2000, VGTJ, 41923, 000402/0000, 23.76, 90.38, 9.0, 6.93, 0.68, 0.05, 103.41, 14.70, 7.50, 29.50, 37.00, 35.55, 60.34, -596.41, -388.04, 289.03, 288.47, 371.10, 378.59, 0.51, 0.87, 288.31, 853.77, 301.67, 13.25, 5791.00, 25.09
 00Z 03 Apr 2000, VGTJ, 41923, 000403/0000, 23.76, 90.38, 9.0, 8.68, -1.10, -1.95, 69.00, 12.70, 5.90, 27.90, 33.80, 410.32, 596.43, -234.98, -140.01, 255.38, 255.50, 704.60, 736.73, 6.81, 9.90, 292.63, 927.24, 299.04, 15.65, 5771.00, 29.58
 00Z 04 Apr 2000, VGTJ, 41923, 000404/0000, 23.76, 90.38, 9.0, 7.42, -1.10, -1.90, 114.21, 12.70, 8.10, 28.10, 36.20, 7072.53, 7239.83, -272.01, -163.30, 271.63, 271.63, 635.37, 714.79, 57.57, 58.93, 291.93, 915.80, 299.38, 15.17, 5764.00, 28.93
 00Z 05 Apr 2000, VGTJ, 41923, 000405/0000, 23.76, 90.38, 9.0, 6.75, -2.66, -3.51, 89.61, 12.10, 8.30, 29.30, 37.60, 771.47, 965.85, -214.04, -123.25, 275.98, 275.66, 716.39, 749.46, 7.80, 9.76, 292.44, 919.82, 299.53, 15.59, 5764.00, 28.41
 00Z 06 Apr 2000, VGTJ, 41923, 000406/0000, 23.76, 90.38, 9.0, 2.80, -3.27, -4.15, 172.40, 20.30, 14.10, 30.10, 44.20, 692.38, 885.13, -238.04, -157.66, 267.09, 267.24, 706.42, 735.97, 8.14, 10.40, 292.48, 917.35, 299.80, 15.68, 5756.00, 31.91
 00Z 07 Apr 2000, VGTJ, 41923, 000407/0000, 23.76, 90.38, 9.0, 3.32, -2.04, -2.87, 173.59, 19.30, 14.50, 27.50, 42.00, 888.09, 1101.12, -3.17, -0.98, 216.69, 216.79, 926.00, 932.12, 17.84, 22.12, 293.88, 937.83, 299.34, 16.75, 5765.00, 35.62
 00Z 08 Apr 2000, VGTJ, 41923, 000408/0000, 23.76, 90.38, 9.0, 4.91, -3.46, -4.33, 134.60, 2.10, 12.30, 28.30, 40.60, 990.87, 1207.30, -167.90, -71.34, 224.80, 224.97, 695.65, 756.86, 11.53, 14.05, 293.67, 938.47, 299.07, 16.53, 5772.00, 28.83
 00Z 13 Apr 2000, VGTJ, 41923, 000413/0000, 23.76, 90.38, 9.0, -1.87, -3.95, -4.71, 31.80, 22.80, 26.70, 49.50, 933.72, 1107.16, -78.58, -58.76, 317.89, 317.79, 793.23, 814.87, 291.70, 915.74, 299.16, 14.97, 5733.00, 39.07
 00Z 14 Apr 2000, VGTJ, 41923, 000414/0000, 23.76, 90.38, 9.0, -2.63, -7.11, -7.90, 244.41, 38.60, 21.90, 31.90, 53.80, 741.92, 883.83, -159.56, -114.29, 369.45, 387.91, 760.20, 777.05, 123.64, 147.29, 291.32, 903.61, 299.91, 14.94, 5719.00, 38.28
 00Z 15 Apr 2000, VGTJ, 41923, 000415/0000, 23.76, 90.38, 9.0, -1.60, 0.05, -0.55, 212.82, 36.60, 22.90, 24.90, 47.80, 53.33, 134.70, -163.25, -151.17, 505.86, 436.32, 732.81, 740.13, 0.20, 0.51, 290.15, 920.68, 297.12, 13.49, 5701.92, 41.71
 00Z 16 Apr 2000, VGTJ, 41923, 000416/0000, 23.76, 90.38, 9.0, 6.06, 3.63, 3.11, 105.81, 12.10, 12.70, 25.70, 38.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 287.73, 898.60, 296.69, 11.85, 5743.00, 24.86
 00Z 17 Apr 2000, VGTJ, 41923, 000417/0000, 23.76, 90.38, 9.0, 0.02, -4.99, -5.87, 163.01, 31.50, 19.50, 28.50, 48.00, 796.68, 998.67, -121.23, -83.38, 296.70, 293.13, 775.88, 802.09, 58.21, 72.97, 293.09, 931.21, 299.15, 16.07, 5739.00, 38.39
