Date,Station number,Observation time,Station latitude,Station longitude,Station elevation,Showalter index,Lifted index,LIFT computed using virtual temperature,SWEAT index,K index,Cross totals index,Vertical totals index,Totals totals index,Convective Available Potential Energy,CAPE using virtual temperature,Convective Inhibition,CINS using virtual temperature,Equilibrum Level,Equilibrum Level using virtual temperature,Level of Free Convection,LFCT using virtual temperature,Bulk Richardson Number,Bulk Richardson Number using CAPV,Temp [K] of the Lifted Condensation Level,Pres [hPa] of the Lifted Condensation Level,Mean mixed layer potential temperature,Mean mixed layer mixing ratio,1000 hPa to 500 hPa thickness,Precipitable water [mm] for entire sounding
 00Z 13 Jul 1996, 41977, 960713/0000, 22.35, 91.80, 34.0, -3.98, -4.52, -5.12, 306.19, 43.80, 23.30, 23.30, 46.60, 2048.27, 2190.59, -10.02, -8.32, 150.40, 150.39, 874.64, 879.46, 159.61, 170.70, 297.72, 945.98, 302.52, 21.09, 5736.00, 78.25
 00Z 14 Jul 1996, 41977, 960714/0000, 22.35, 91.80, 34.0, 21.90, 302.17, 5856.00, 0.00
 00Z 15 Jul 1996, 41977, 960715/0000, 22.35, 91.80, 34.0, -3.41, -5.99, -6.84, 327.79, 40.60, 23.00, 23.10, 46.10, 2575.61, 2776.15, -0.03, 0.00, 115.04, 112.76, 947.37, 950.84, 189.37, 204.11, 299.20, 968.09, 302.01, 22.58, 5813.00, 78.55
 00Z 17 Jul 1996, 41977, 960717/0000, 22.35, 91.80, 34.0, -3.35, -4.38, -4.96, 304.39, 41.40, 23.30, 23.30, 46.60, 1271.81, 1392.07, 0.00, 0.00, 158.76, 157.68, 973.15, 970.79, 52.25, 57.19, 297.74, 974.86, 299.94, 20.47, 5762.00, 73.77
 00Z 18 Jul 1996, 41977, 960718/0000, 22.35, 91.80, 34.0, -3.67, -3.92, -4.40, 298.61, 42.30, 22.90, 22.90, 45.80, 1469.44, 1590.35, -13.04, -11.45, 145.86, 144.87, 864.08, 867.16, 158.27, 171.29, 297.86, 949.85, 302.30, 21.18, 5846.00, 80.64
 00Z 19 Jul 1996, 41977, 960719/0000, 22.35, 91.80, 34.0, -3.07, -2.43, -2.74, 441.35, 40.10, 22.30, 22.30, 44.60, 788.03, 864.40, -54.01, -42.00, 160.11, 159.33, 670.36, 695.52, 18.60, 20.41, 296.78, 936.22, 302.46, 20.11, 15799.00, 79.75
 00Z 20 Jul 1996, 41977, 960720/0000, 22.35, 91.80, 34.0, -1.23, -0.74, -1.00, 303.00, 39.70, 20.60, 21.70, 42.30, 174.23, 205.06, -152.13, -144.10, 137.88, 136.95, 576.45, 573.75, 13.85, 16.31, 295.57, 926.00, 302.17, 18.85, 15809.00, 78.25
 00Z 21 Jul 1996, 41977, 960721/0000, 22.35, 91.80, 34.0, -0.82, -1.91, -2.34, 352.62, 38.80, 20.60, 20.90, 41.50, 691.27, 788.29, -15.58, -12.47, 191.08, 190.54, 872.08, 878.47, 78.56, 89.58, 296.32, 929.14, 302.64, 19.69, 15779.00, 76.13
 00Z 22 Jul 1996, 41977, 960722/0000, 22.35, 91.80, 34.0, -2.47, 293.60, 42.50, 21.70, 21.70, 43.40, 0.00, 0.00, 5865.00, 5865.00
 00Z 23 Jul 1996, 41977, 960723/0000, 22.35, 91.80, 34.0, -3.69, -5.07, -5.71, 275.54, 43.24, 22.48, 23.56, 46.04, 1007.10, 1151.44, -2.86, -1.24, 863.09, 838.15, 944.16, 1079.48, 297.63, 912.24, 305.58, 21.79, 15748.48, 82.55
 00Z 24 Jul 1996, 41977, 960724/0000, 22.35, 91.80, 34.0, -58.39, 270.71, 15749.00, 0.00
 00Z 25 Jul 1996, 41977, 960725/0000, 22.35, 91.80, 34.0, -3.07, 45.61, 46.73, 292.61, 43.10, 22.30, 22.30, 44.60, 0.00, 0.00, 0.00, 0.00, 266.61, 966.83, 269.29, 2.74, 15749.00, 70.36
 00Z 26 Jul 1996, 41977, 960726/0000, 22.35, 91.80, 34.0, -0.59, -0.10, -0.11, 400.51, 40.40, 20.00, 20.00, 40.00, 510.80, 536.20, -31.08, -34.05, 264.49, 264.78, 652.34, 563.07, 44.57, 46.79, 296.98, 949.40, 301.46, 20.07, 15789.00, 85.03
 00Z 27 Jul 1996, 41977, 960727/0000, 22.35, 91.80, 34.0, 0.30, -1.58, -1.71, 245.77, 38.05, 20.39, 21.15, 41.55, 601.06, 662.44, -4.03, -2.36, 902.19, 904.16, 18.23, 20.10, 295.60, 954.30, 299.61, 18.33, 5796.00, 81.68
 00Z 28 Jul 1996, 41977, 960728/0000, 22.35, 91.80, 34.0, -3.34, -2.65, -3.07, 249.19, 40.10, 23.10, 23.10, 46.20, 587.89, 705.51, -27.41, -27.95, 256.28, 255.79, 822.13, 822.66, 149.13, 178.96, 295.88, 943.18, 300.90, 18.86, 15809.00, 67.57
 00Z 31 Jul 1996, 41977, 960731/0000, 22.35, 91.80, 34.0, -2.99, -3.62, -4.06, 290.99, 42.60, 22.20, 23.70, 45.90, 1037.17, 1137.05, -36.66, -29.96, 804.23, 816.56, 547.96, 600.73, 296.45, 927.21, 302.96, 19.90, 15749.00, 75.83
 00Z 10 Jul 1997, 41977, 970710/0000, 22.35, 91.81, 34.0, -3.51, 285.62, 42.70, 23.10, 23.30, 46.40, 0.00, 0.00, 5769.00, 5769.00
 00Z 14 Jul 1997, 41977, 970714/0000, 22.35, 91.81, 34.0, -3.10, -2.32, -2.70, 308.99, 41.20, 22.00, 22.10, 44.10, 717.93, 823.04, -28.90, -29.63, 148.70, 148.56, 786.83, 794.57, 116.15, 133.16, 298.07, 955.79, 301.99, 21.32, 5836.00, 83.08
 00Z 17 Jul 1997, 41977, 970717/0000, 22.35, 91.81, 34.0, -2.61, 275.22, 22.50, 23.30, 45.80, 0.00, 0.00, 5779.00, 5779.00
 00Z 28 Jul 1997, 41977, 970728/0000, 22.35, 91.81, 34.0, -1.92, -0.55, -1.28, 288.40, 40.70, 21.70, 22.10, 43.80, 2028.43, 2239.73, -45.05, -46.46, 467.64, 450.28, 842.28, 841.88, 112.39, 124.10, 294.86, 934.86, 300.63, 17.86, 5813.00, 49.24
 00Z 31 Jul 1997, 41977, 970731/0000, 22.35, 91.81, 34.0, 8.34, 7.67, 7.99, 210.82, 27.20, 14.60, 14.90, 29.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 301.32, 1265.13, 281.60, 19.54, 5809.00, 68.69
 00Z 19 Jul 1998, 41977, 980719/0000, 22.35, 91.81, 34.0, 2.00, 218.60, 35.20, 19.80, 19.90, 39.70, 0.00, 0.00
 00Z 30 Jul 1998, 41977, 980730/0000, 22.35, 91.81, 34.0, -1.07, -2.69, -3.39, 282.79, 33.90, 21.30, 21.50, 42.80, 1197.09, 1359.96, -6.80, -4.79, 172.52, 210.55, 899.11, 906.60, 328.95, 373.70, 296.49, 948.62, 301.02, 19.49, 5783.00, 59.35
 00Z 05 Jul 1999, 41977, 990705/0000, 22.35, 91.81, 34.0, -0.91, 264.99, 36.50, 21.90, 21.90, 43.80, 0.00, 0.00
 00Z 26 Jul 1999, 41977, 990726/0000, 22.35, 91.81, 34.0, -2.08, 290.00, 39.50, 21.30, 23.30, 44.60, 0.00, 0.00, 5791.00, 5791.00
 00Z 03 Jul 2000, 41977, 000703/0000, 22.35, 91.81, 34.0, -1.02, -5.22, -5.82, 208.18, 31.10, 21.10, 24.50, 45.60, 2141.46, 2394.06, -17.39, -9.30, 147.76, 147.49, 871.33, 891.22, 2844.90, 3180.47, 295.75, 929.45, 302.03, 19.03, 5746.00, 51.88
 00Z 07 Jul 2008, 41977, 080707/0000, 22.35, 91.81, 34.0, -4.03, -5.01, -5.40, 42.73, 24.34, 24.34, 48.68, 0.00, 0.00, 0.00, 0.00, 296.71, 967.18, 299.57, 19.36, 92.98
 00Z 10 Jul 2008, 41977, 080710/0000, 22.35, 91.81, 34.0, -1.17, -2.14, -2.41, 273.62, 39.80, 21.30, 21.30, 42.60, 982.40, 1076.43, -0.73, -0.70, 166.19, 165.83, 922.87, 922.85, 314.71, 344.83, 296.93, 963.61, 300.12, 19.70, 5782.00, 73.47
 00Z 13 Jul 2008, 41977, 080713/0000, 22.35, 91.81, 34.0, -0.55, 253.38, 39.70, 20.50, 20.50, 41.00, 0.00, 0.00
 00Z 11 Jul 2009, 41977, 090711/0000, 22.35, 91.81, 34.0, -1.48, -3.58, -4.02, 222.20, 38.10, 22.30, 23.10, 45.40, 754.57, 851.88, 0.00, 0.00, 276.38, 276.81, 951.18, 954.43, 88.54, 99.95, 295.85, 964.39, 298.98, 18.43, 4773.00, 62.83
 00Z 25 Jul 2009, 41977, 090725/0000, 22.35, 91.81, 34.0, -0.44, 258.79, 39.20, 20.30, 20.30, 40.60, 0.00, 0.00, 5788.00, 5788.00
 00Z 11 Jul 2010, 41977, 100711/0000, 22.35, 91.81, 34.0, -0.77, -2.03, -2.22, 258.58, 37.90, 20.90, 20.90, 41.80, 755.28, 853.77, -2.19, -2.48, 251.80, 250.18, 909.21, 908.64, 133.93, 151.39, 297.15, 964.56, 300.27, 19.95, 5782.00, 73.20
 00Z 25 Jul 2010, 41977, 100725/0000, 22.35, 91.81, 34.0, -1.72, -1.12, -1.29, 281.01, 39.30, 21.30, 21.30, 42.60, 211.39, 247.60, -50.08, -43.66, 189.48, 187.24, 647.24, 658.79, 180.76, 211.72, 296.29, 942.46, 301.38, 19.36, 5812.00, 78.80
 00Z 01 Jul 2011, 41977, 110701/0000, 22.35, 91.81, 34.0, -1.63, 369.95, 40.90, 21.30, 21.30, 42.60, 0.00, 0.00, 5758.00, 5758.00
 00Z 05 Jul 2011, 41977, 110705/0000, 22.35, 91.81, 34.0, -2.28, -3.74, -4.06, 270.21, 41.10, 22.50, 22.50, 45.00, 1285.38, 1382.63, 0.00, 0.00, 167.84, 166.41, 968.30, 967.49, 1194.77, 1285.15, 297.44, 974.43, 299.68, 20.11, 5773.00, 74.50
 00Z 07 Jul 2011, 41977, 110707/0000, 22.35, 91.81, 34.0, 1.00, -0.15, -0.17, 258.42, 37.10, 19.90, 19.90, 39.80, 237.30, 263.32, 0.00, 0.00, 274.45, 274.59, 973.75, 973.22, 12.74, 14.14, 295.93, 974.36, 298.17, 18.34, 5763.00, 72.03
 00Z 09 Jul 2011, 41977, 110709/0000, 22.35, 91.81, 34.0, -2.57, -4.31, -4.73, 258.60, 40.10, 22.70, 22.70, 45.40, 1173.79, 1299.48, 0.00, 0.00, 250.06, 248.80, 968.06, 965.96, 83.33, 92.25, 297.81, 974.51, 300.05, 20.56, 5783.00, 231.93
 00Z 11 Jul 2011, 41977, 110711/0000, 22.35, 91.81, 34.0, -3.00, 255.40, 42.30, 22.50, 22.50, 45.00, 0.00, 0.00, 5778.00, 5778.00
 00Z 13 Jul 2011, 41977, 110713/0000, 22.35, 91.81, 34.0, -1.84, 295.80, 41.00, 21.70, 21.70, 43.40, 0.00, 0.00, 5778.00, 5778.00
 00Z 15 Jul 2011, 41977, 110715/0000, 22.35, 91.81, 34.0, -31.84, 1357.80, 71.10, 51.70, 51.70, 103.40, 0.00, 0.00, 5778.00, 5778.00
 00Z 19 Jul 2011, 41977, 110719/0000, 22.35, 91.81, 34.0, -1.74, -1.38, -1.51, 241.20, 41.10, 21.50, 21.50, 43.00, 311.45, 343.53, -6.18, -7.21, 286.55, 289.36, 830.13, 828.15, 149.69, 165.12, 296.56, 956.05, 300.43, 19.41, 5782.00, 78.25
 00Z 21 Jul 2011, 41977, 110721/0000, 22.35, 91.81, 34.0, 14.16, -0.76, -0.83, 182.00, 20.50, 10.50, 10.50, 21.00, 760.13, 862.46, 0.00, 0.00, 228.79, 233.39, 953.33, 954.99, 37.09, 42.08, 297.24, 961.07, 300.66, 20.16, 5778.00, 69.80
 00Z 23 Jul 2011, 41977, 110723/0000, 22.35, 91.81, 34.0, 0.01, -2.53, -2.75, 250.41, 38.40, 20.60, 20.70, 41.30, 919.95, 1013.60, -1.79, -2.01, 185.52, 184.77, 915.78, 915.55, 472.75, 520.88, 296.93, 963.88, 300.11, 19.70, 5706.00, 71.71
 00Z 25 Jul 2011, 41977, 110725/0000, 22.35, 91.81, 34.0, -0.98, -1.72, -1.87, 242.81, 39.70, 21.30, 21.30, 42.60, 2054.93, 2228.48, 0.00, 0.00, 971.48, 970.87, 819.06, 888.24, 296.76, 973.55, 299.08, 19.30, 5732.00, 59.67
 00Z 29 Jul 2011, 41977, 110729/0000, 22.35, 91.81, 34.0, -3.95, -3.79, -4.18, 267.99, 43.20, 23.40, 24.30, 47.70, 1192.99, 1289.29, -27.30, -22.01, 175.77, 174.94, 809.19, 813.65, 1032.61, 1115.96, 296.58, 949.35, 301.05, 19.60, 5776.00, 73.37
 00Z 31 Jul 2011, 41977, 110731/0000, 22.35, 91.81, 34.0, -3.43, -5.04, -5.51, 260.60, 41.10, 23.10, 23.10, 46.20, 1881.73, 2034.43, 0.00, 0.00, 193.16, 193.14, 948.84, 952.50, 82.45, 89.14, 298.27, 963.09, 301.51, 21.43, 5768.00, 107.46
 00Z 05 Jul 2012, 41977, 120705/0000, 22.35, 91.81, 34.0, -1.35, -3.17, -3.61, 273.39, 40.20, 21.30, 21.30, 42.60, 1474.74, 1618.31, -1.11, -1.33, 136.27, 135.91, 920.93, 920.81, 273.35, 299.97, 297.91, 965.21, 300.97, 20.89, 5795.00, 73.81
 00Z 09 Jul 2012, 41977, 120709/0000, 22.35, 91.81, 34.0, -0.95, 275.39, 38.20, 20.90, 20.90, 41.80, 0.00, 0.00, 5778.00, 5778.00
 00Z 11 Jul 2012, 41977, 120711/0000, 22.35, 91.81, 34.0, -0.32, -0.73, -0.91, 255.80, 38.00, 20.30, 21.10, 41.40, 136.38, 205.34, -9.32, -6.69, 301.81, 275.05, 799.49, 817.89, 77.38, 116.51, 296.33, 961.43, 299.72, 19.03, 5788.00, 71.99
 00Z 15 Jul 2012, 41977, 120715/0000, 22.35, 91.81, 34.0, -0.98, -3.40, -3.71, 286.79, 39.70, 21.30, 21.30, 42.60, 886.08, 956.65, -0.53, -0.64, 160.71, 160.53, 922.77, 922.70, 125.44, 135.43, 297.58, 966.28, 300.55, 20.45, 5778.00, 78.94
 00Z 19 Jul 2012, 41977, 120719/0000, 22.35, 91.81, 34.0, 1.29, -0.46, -0.65, 248.18, 37.90, 18.60, 19.40, 38.00, 372.61, 462.30, -0.01, 0.00, 161.57, 159.10, 937.46, 944.80, 151.41, 187.86, 297.43, 962.66, 300.71, 20.36, 5797.00, 76.82
 00Z 21 Jul 2012, 41977, 120721/0000, 22.35, 91.81, 34.0, -0.63, 292.98, 39.80, 20.60, 21.30, 41.90, 0.00, 0.00, 5788.00, 5788.00
 00Z 25 Jul 2012, 41977, 120725/0000, 22.35, 91.81, 34.0, 0.32, -1.17, -1.42, 261.01, 37.40, 19.40, 20.70, 40.10, 537.21, 645.09, -7.55, -4.48, 176.36, 174.53, 863.88, 891.50, 49.34, 59.25, 296.63, 943.87, 301.58, 19.75, 5778.00, 72.70
 00Z 27 Jul 2012, 41977, 120727/0000, 22.35, 91.81, 34.0, -0.26, -0.88, -0.96, 299.99, 39.30, 20.30, 20.30, 40.60, 332.11, 368.75, 0.00, 0.00, 218.92, 219.54, 961.24, 961.79, 24.65, 27.37, 297.02, 967.05, 299.91, 19.75, 5786.00, 78.41
 00Z 31 Jul 2012, 41977, 120731/0000, 22.35, 91.81, 34.0, -0.80, -1.26, -1.57, 274.42, 38.20, 20.60, 21.50, 42.10, 2204.18, 2288.70, -41.13, -26.24, 154.91, 154.83, 640.17, 649.02, 3137.65, 3257.97, 296.76, 963.84, 299.94, 19.49, 5803.00, 71.68
 00Z 05 Jul 2013, 41977, 130705/0000, 22.35, 91.81, 34.0, -1.55, -3.02, -3.30, 265.38, 40.70, 21.50, 21.50, 43.00, 1135.01, 1230.69, 0.00, 0.00, 176.04, 175.58, 953.52, 953.37, 98.60, 106.91, 297.88, 970.84, 300.43, 20.74, 5778.00, 77.36
 00Z 11 Jul 2013, 41977, 130711/0000, 22.35, 91.81, 34.0, -0.93, -1.16, -1.28, 274.21, 39.90, 20.80, 21.10, 41.90, 290.11, 330.40, -20.92, -19.55, 215.69, 217.76, 794.41, 815.65, 172.81, 196.81, 295.82, 936.14, 301.49, 18.94, 5806.00, 77.86
 00Z 15 Jul 2013, 41977, 130715/0000, 22.35, 91.81, 34.0, 0.00, 0.00
 00Z 21 Jul 2013, 41977, 130721/0000, 22.35, 91.81, 34.0, -2.94, -3.27, -3.56, 271.21, 41.30, 22.70, 22.70, 45.40, 632.57, 688.78, -9.06, -10.74, 155.43, 154.39, 868.76, 868.19, 188.86, 205.64, 296.92, 953.71, 301.01, 19.90, 5808.00, 79.61
 00Z 25 Jul 2013, 41977, 130725/0000, 22.35, 91.81, 34.0, 0.00, 0.00
 00Z 07 Jul 2014, 41977, 140707/0000, 22.35, 91.81, 34.0, 0.09, -4.38, -5.05, 253.62, 33.00, 20.00, 21.70, 41.70, 1594.04, 1830.13, -0.87, -0.18, 133.51, 132.26, 930.93, 940.90, 189.43, 217.48, 298.18, 961.48, 301.55, 21.33, 5794.00, 64.60
 00Z 11 Jul 2014, 41977, 140711/0000, 22.35, 91.81, 34.0, -0.74, -1.21, -1.69, 287.22, 38.20, 20.10, 21.10, 41.20, 657.55, 756.21, -36.63, -20.73, 185.58, 184.79, 676.51, 748.05, 60.33, 69.38, 297.46, 958.99, 301.08, 20.47, 5815.00, 75.47
 00Z 15 Jul 2014, 41977, 140715/0000, 22.35, 91.81, 34.0, 0.56, 0.36, 0.07, 320.61, 35.70, 19.30, 19.40, 38.70, 22.37, 54.15, -16.60, -14.06, 290.51, 285.86, 853.86, 856.39, 2.52, 6.11, 295.61, 927.23, 302.09, 18.88, 5818.00, 72.97
 00Z 17 Jul 2014, 41977, 140717/0000, 22.35, 91.81, 34.0, 0.34, 0.18, 0.19, 264.84, 38.75, 19.58, 20.19, 39.76, 87.01, 103.54, -22.38, -18.57, 355.40, 353.29, 658.91, 658.82, 5.07, 6.03, 296.31, 958.56, 299.93, 19.06, 5830.81, 76.80
 00Z 01 Jul 2015, 41977, 150701/0000, 22.35, 91.81, 34.0, 0.11, -1.76, -2.45, 251.38, 38.50, 20.30, 20.30, 40.60, 576.36, 731.80, -0.38, -0.37, 212.82, 213.16, 924.79, 924.86, 72.43, 91.96, 297.19, 970.60, 299.77, 19.87, 5783.00, 68.97
 00Z 03 Jul 2015, 41977, 150703/0000, 22.35, 91.81, 34.0, -1.84, 305.80, 40.30, 21.70, 21.70, 43.40, 0.00, 0.00, 5774.00, 5774.00
 00Z 05 Jul 2015, 41977, 150705/0000, 22.35, 91.81, 34.0, -0.35, 251.40, 38.40, 20.30, 20.30, 40.60, 5805.00, 78.34
 00Z 07 Jul 2015, 41977, 150707/0000, 22.35, 91.81, 34.0, -1.60, -2.81, -3.23, 280.41, 41.30, 21.10, 21.10, 42.20, 1630.55, 1742.80, -0.99, -0.86, 127.01, 126.57, 927.78, 928.33, 653.04, 698.00, 298.39, 963.16, 301.62, 21.56, 5800.00, 81.33
 00Z 09 Jul 2015, 41977, 150709/0000, 22.35, 91.81, 34.0, -0.34, -1.22, -1.34, 311.21, 39.70, 20.10, 20.10, 40.20, 610.22, 658.70, -0.94, -1.05, 147.45, 147.14, 914.00, 913.55, 47.16, 50.91, 297.72, 966.31, 300.69, 20.63, 5800.00, 82.99
 00Z 13 Jul 2015, 41977, 150713/0000, 22.35, 91.81, 34.0, 0.74, -3.58, -4.36, 219.38, 36.50, 19.00, 22.10, 41.10, 1664.69, 1899.10, -1.31, -0.03, 157.24, 156.83, 914.09, 935.79, 1434.63, 1636.64, 297.50, 949.49, 301.97, 20.82, 5809.00, 63.43
 00Z 17 Jul 2015, 41977, 150717/0000, 22.35, 91.81, 34.0, -13.53, -2.77, -3.10, 594.58, 57.00, 29.90, 30.90, 60.80, 797.31, 878.78, -0.65, 0.00, 147.88, 147.64, 926.74, 933.79, 285.22, 314.36, 296.76, 939.96, 302.08, 20.04, 5795.00, 87.20
 00Z 23 Jul 2015, 41977, 150723/0000, 22.35, 91.81, 34.0, 1.86, 244.42, 36.70, 18.40, 21.30, 39.70, 5775.00, 68.83
 00Z 25 Jul 2015, 41977, 150725/0000, 22.35, 91.81, 34.0, -0.55, -1.37, -1.50, 265.75, 39.63, 20.56, 20.56, 41.13, 669.61, 714.17, 0.00, 0.00, 144.07, 143.48, 945.04, 947.08, 293.85, 313.41, 297.12, 964.76, 300.22, 19.92, 5784.00, 78.73
 00Z 27 Jul 2015, 41977, 150727/0000, 22.35, 91.81, 34.0, -1.80, -0.64, -0.70, 310.39, 41.50, 21.30, 21.30, 42.60, 404.82, 434.65, -29.42, -35.12, 147.61, 147.37, 796.29, 792.59, 21.74, 23.34, 296.53, 954.09, 300.58, 19.41, 5803.00, 78.49
 00Z 01 Jul 2016, 41977, 160701/0000, 22.35, 91.81, 34.0, 2.26, 0.01, -0.43, 254.19, 32.50, 17.30, 20.90, 38.20, 0.00, 55.71, 0.00, -65.15, 344.18, 574.79, 0.00, 102.54, 295.28, 924.38, 302.02, 18.61, 5808.00, 63.20
 00Z 03 Jul 2016, 41977, 160703/0000, 22.35, 91.81, 34.0, 1.25, -2.27, -2.69, 261.79, 35.60, 18.40, 21.50, 39.90, 621.00, 762.26, -8.54, -2.38, 146.80, 146.13, 869.59, 905.31, 196.44, 241.12, 297.07, 946.97, 301.77, 20.31, 5811.00, 69.80
 00Z 11 Jul 2016, 41977, 160711/0000, 22.35, 91.81, 34.0, 2.39, -1.16, -1.49, 229.78, 33.40, 17.70, 20.30, 38.00, 478.27, 608.08, -4.16, -0.39, 187.37, 186.69, 891.84, 926.58, 116.36, 147.94, 296.10, 936.43, 301.74, 19.42, 5793.00, 65.84
 00Z 13 Jul 2016, 41977, 160713/0000, 22.35, 91.81, 34.0, -1.52, -3.57, -3.89, 274.80, 40.30, 21.50, 22.30, 43.80, 1090.50, 1181.82, -2.02, -0.88, 168.31, 167.22, 906.33, 917.84, 105.34, 114.16, 297.07, 952.34, 301.28, 20.13, 5788.00, 75.43
 00Z 15 Jul 2016, 41977, 160715/0000, 22.35, 91.81, 34.0, 0.00, 0.00, 0.00
 00Z 19 Jul 2016, 41977, 160719/0000, 22.35, 91.81, 34.0, 2.44, -0.73, -0.95, 217.62, 31.50, 17.70, 21.70, 39.40, 120.51, 197.05, -41.88, -17.61, 290.94, 290.84, 693.95, 843.75, 5.06, 8.27, 295.28, 949.89, 299.68, 18.05, 5808.00, 62.66
 00Z 23 Jul 2016, 41977, 160723/0000, 22.35, 91.81, 34.0, -0.41, -3.09, -3.45, 239.81, 36.60, 20.50, 23.10, 43.60, 583.74, 697.58, -14.56, -6.58, 252.22, 251.52, 850.91, 884.47, 52.84, 63.14, 295.49, 935.39, 301.22, 18.60, 5774.00, 64.24
 00Z 31 Jul 2016, 41977, 160731/0000, 22.35, 91.81, 34.0, 0.39, -3.05, -3.43, 211.61, 36.00, 19.40, 23.70, 43.10, 764.81, 885.39, -41.36, -21.20, 160.56, 157.51, 814.05, 850.33, 564.41, 653.39, 295.55, 937.58, 301.07, 18.68, 5806.00, 61.51
 00Z 11 Jul 2017, 41977, 170711/0000, 22.35, 91.81, 34.0, 0.77, 250.42, 38.10, 19.50, 20.90, 40.40, 5814.00, 75.30
 00Z 17 Jul 2017, 41977, 170717/0000, 22.35, 91.81, 34.0, 0.74, -2.49, -3.15, 243.38, 34.20, 19.00, 21.10, 40.10, 1845.91, 2043.18, -7.60, -1.28, 135.59, 134.52, 890.62, 927.27, 104.50, 115.67, 297.20, 943.01, 302.24, 20.56, 5835.00, 65.70
 00Z 02 Jul 2018, 41977, 180702/0000, 22.35, 91.81, 34.0, 0.91, -2.56, -2.95, 228.59, 35.60, 18.60, 23.50, 42.10, 336.62, 418.13, -47.77, -22.35, 759.74, 813.57, 21.00, 26.08, 296.44, 956.79, 300.24, 19.27, 5825.00, 63.21
 00Z 04 Jul 2018, 41977, 180704/0000, 22.35, 91.81, 34.0, 0.68, -0.61, -0.74, 394.21, 37.80, 19.30, 20.10, 39.40, 628.11, 701.15, -4.60, -2.72, 198.99, 198.28, 883.85, 899.05, 25.96, 28.98, 297.03, 965.08, 300.10, 19.80, 5821.00, 74.97
 00Z 06 Jul 2018, 41977, 180706/0000, 22.35, 91.81, 34.0, 2.19, -0.72, -1.60, 235.80, 29.90, 17.90, 19.50, 37.40, 593.81, 807.61, -7.04, -2.80, 200.33, 199.33, 892.60, 911.49, 364.26, 495.41, 296.92, 952.72, 301.09, 19.97, 5836.00, 58.95
 00Z 07 Jul 2018, 41977, 180707/0000, 22.35, 91.81, 34.0, 0.79, -2.32, -3.10, 267.39, 31.40, 19.20, 20.70, 39.90, 804.42, 1033.63, -4.56, -0.72, 146.33, 145.65, 902.68, 928.54, 94.46, 121.37, 297.26, 951.45, 301.53, 20.42, 5848.00, 60.90
 00Z 10 Jul 2018, 41977, 180710/0000, 22.35, 91.81, 34.0, 0.34, -2.03, -2.43, 254.00, 35.80, 19.40, 21.70, 41.10, 565.33, 705.52, -16.75, -8.29, 169.74, 167.62, 849.28, 881.04, 309.27, 385.96, 296.69, 948.03, 301.28, 19.78, 5843.00, 68.31
 00Z 11 Jul 2018, 41977, 180711/0000, 22.35, 91.81, 34.0, 1.95, -1.22, -1.61, 238.21, 34.10, 17.70, 21.10, 38.80, 612.93, 735.63, -18.46, -5.64, 170.91, 169.22, 770.05, 884.80, 252.16, 302.64, 296.77, 950.36, 301.15, 19.82, 5840.00, 68.41
 00Z 13 Jul 2018, 41977, 180713/0000, 22.35, 91.81, 34.0, 1.17, -1.34, -2.10, 255.01, 37.20, 18.40, 21.10, 39.50, 896.17, 1065.34, -11.94, -2.29, 154.94, 154.36, 832.02, 900.80, 205.11, 243.83, 296.94, 949.34, 301.40, 20.04, 5846.00, 66.36
 00Z 14 Jul 2018, 41977, 180714/0000, 22.35, 91.81, 34.0, 1.64, -0.92, -1.55, 260.40, 32.90, 18.10, 20.70, 38.80, 500.73, 632.24, -82.70, -23.89, 159.32, 157.52, 608.99, 863.86, 76.33, 96.38, 296.04, 932.09, 302.07, 19.33, 62.92
 00Z 15 Jul 2018, 41977, 180715/0000, 22.35, 91.81, 34.0, 1.56, -1.23, -1.77, 274.79, 35.60, 18.00, 21.30, 39.30, 671.81, 797.06, -34.55, -14.52, 153.75, 152.52, 743.13, 858.40, 36.90, 43.78, 296.15, 933.14, 302.08, 19.42, 5856.00, 67.21
 00Z 16 Jul 2018, 41977, 180716/0000, 22.35, 91.81, 34.0, 3.03, -0.71, -1.48, 271.80, 32.70, 16.70, 20.10, 36.80, 792.94, 997.20, -8.30, -2.38, 143.77, 143.58, 869.82, 914.14, 203.83, 256.34, 296.78, 945.48, 301.59, 19.92, 5836.00, 61.87
 00Z 17 Jul 2018, 41977, 180717/0000, 22.35, 91.81, 34.0, 0.97, -1.95, -2.17, 261.01, 36.00, 19.10, 20.10, 39.20, 1160.83, 1287.84, -0.40, 0.00, 134.66, 132.26, 923.99, 942.98, 94.86, 105.24, 297.78, 965.45, 300.82, 20.75, 5839.00, 74.18
 00Z 18 Jul 2018, 41977, 180718/0000, 22.35, 91.81, 34.0, -0.31, -2.15, -2.71, 255.80, 35.30, 19.70, 21.90, 41.60, 1144.04, 1307.28, -11.82, -0.68, 128.31, 125.58, 780.80, 928.61, 227.97, 260.50, 297.36, 953.47, 301.46, 20.49, 5847.00, 68.42
 00Z 19 Jul 2018, 41977, 180719/0000, 22.35, 91.81, 34.0, -1.08, -2.89, -3.75, 288.80, 37.80, 19.90, 22.50, 42.40, 2028.40, 2235.98, -29.83, -14.91, 800.43, 835.64, 83.55, 92.10, 298.41, 954.71, 302.41, 21.81, 5864.00, 70.88
