Date,Station number,Observation time,Station latitude,Station longitude,Station elevation,Showalter index,Lifted index,LIFT computed using virtual temperature,SWEAT index,K index,Cross totals index,Vertical totals index,Totals totals index,Convective Available Potential Energy,CAPE using virtual temperature,Convective Inhibition,CINS using virtual temperature,Equilibrum Level,Equilibrum Level using virtual temperature,Level of Free Convection,LFCT using virtual temperature,Bulk Richardson Number,Bulk Richardson Number using CAPV,Temp [K] of the Lifted Condensation Level,Pres [hPa] of the Lifted Condensation Level,Mean mixed layer potential temperature,Mean mixed layer mixing ratio,1000 hPa to 500 hPa thickness,Precipitable water [mm] for entire sounding
 00Z 08 Mar 1994, 41977, 940308/0000, 22.35, 91.80, 34.0, 0.93, -6.43, -7.06, 139.01, 26.30, 19.30, 28.30, 47.60, 1209.38, 1396.07, -47.29, -26.58, 286.58, 286.26, 820.52, 866.52, 25.27, 29.17, 294.29, 968.75, 296.99, 16.64, 5708.00, 38.84
 00Z 09 Mar 1994, 41977, 940309/0000, 22.35, 91.80, 34.0, 2.02, -2.45, -2.73, 95.19, 23.90, 20.30, 27.30, 47.60, 279.39, 355.89, -75.12, -47.71, 400.97, 398.57, 771.57, 812.74, 11.33, 14.43, 287.85, 920.35, 294.78, 11.61, 5598.00, 29.17
 00Z 10 Mar 1994, 41977, 940310/0000, 22.35, 91.80, 34.0, -0.18, -1.81, -1.98, 157.40, 30.30, 23.10, 28.10, 51.20, 193.48, 224.21, -98.61, -70.14, 389.08, 389.03, 679.45, 701.85, 20.92, 24.24, 287.68, 942.86, 292.58, 11.18, 5590.00, 32.67
 00Z 11 Mar 1994, 41977, 940311/0000, 22.35, 91.80, 34.0, 7.72, 3.48, 3.40, 41.21, 15.30, 15.70, 23.70, 39.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 282.00, 878.63, 292.63, 8.26, 5586.00, 22.11
 00Z 12 Mar 1994, 41977, 940312/0000, 22.35, 91.80, 34.0, 3.31, -1.79, -2.24, 132.18, 26.50, 16.90, 24.90, 41.80, 943.53, 1048.21, -138.51, -88.64, 253.21, 253.26, 683.94, 756.82, 68.23, 75.80, 293.75, 964.84, 296.79, 16.13, 5716.00, 43.80
 00Z 13 Mar 1994, 41977, 940313/0000, 22.35, 91.80, 34.0, -1.46, -3.23, -3.57, 204.99, 32.10, 23.70, 26.10, 49.80, 800.45, 906.87, -49.83, -47.99, 279.53, 279.52, 833.84, 845.57, 24.37, 27.61, 292.42, 977.15, 294.38, 14.62, 5648.00, 41.69
 00Z 14 Mar 1994, 41977, 940314/0000, 22.35, 91.80, 34.0, -2.42, -5.01, -5.58, 228.79, 38.70, 21.10, 32.10, 53.20, 1358.59, 1473.26, -260.77, -215.49, 253.83, 253.86, 746.46, 756.69, 58.24, 63.15, 291.85, 934.44, 297.59, 14.85, 5698.00, 39.12
 00Z 15 Mar 1994, 41977, 940315/0000, 22.35, 91.80, 34.0, -3.28, -2.40, -2.72, 278.02, 38.00, 23.10, 30.10, 53.20, 816.29, 890.06, -226.44, -199.88, 260.38, 260.40, 714.67, 723.41, 26.69, 29.10, 291.14, 947.65, 295.67, 13.96, 5688.00, 41.34
 00Z 16 Mar 1994, 41977, 940316/0000, 22.35, 91.80, 34.0, -2.12, 229.41, 23.30, 22.10, 30.10, 52.20, 0.00, 0.00, 5668.00, 5668.00
 00Z 17 Mar 1994, 41977, 940317/0000, 22.35, 91.80, 34.0, -4.74, -3.74, -4.08, 321.79, 39.80, 24.50, 30.50, 55.00, 643.26, 706.43, -263.71, -238.45, 334.54, 336.30, 711.17, 721.89, 2.25, 2.47, 291.15, 927.21, 297.52, 14.23, 5683.00, 45.77
 00Z 19 Mar 1994, 41977, 940319/0000, 22.35, 91.80, 34.0, -3.01, -5.79, -6.58, 252.19, 38.10, 22.30, 28.30, 50.60, 2170.97, 2348.83, 0.00, 0.00, 158.41, 157.63, 973.33, 975.06, 71.58, 77.44, 296.42, 976.82, 298.43, 18.83, 5736.00, 55.81
 00Z 20 Mar 1994, 41977, 940320/0000, 22.35, 91.80, 34.0, 2.48, -3.14, -3.90, 206.61, 28.10, 17.90, 22.30, 40.20, 1994.33, 2237.75, 0.00, 0.00, 148.08, 147.86, 977.50, 976.94, 71.17, 79.86, 297.11, 979.37, 298.90, 19.59, 5751.00, 51.89
 00Z 22 Mar 1994, 41977, 940322/0000, 22.35, 91.80, 34.0, -3.00, -0.69, -1.30, 420.47, 33.90, 20.90, 28.90, 49.80, 105.29, 177.78, -453.54, -380.42, 310.76, 310.36, 550.81, 582.24, 1.01, 1.71, 294.65, 967.62, 297.46, 17.01, 5765.00, 51.15
 00Z 23 Mar 1994, 41977, 940323/0000, 22.35, 91.80, 34.0, -3.35, -3.73, -4.29, 266.99, 36.30, 23.50, 27.30, 50.80, 707.80, 820.85, -71.72, -58.84, 758.96, 775.20, 31.49, 36.52, 294.82, 981.66, 296.41, 16.95, 5681.00, 48.94
 00Z 24 Mar 1994, 41977, 940324/0000, 22.35, 91.80, 34.0, -5.23, -7.62, -8.38, 316.98, 39.20, 25.50, 28.10, 53.60, 1823.49, 2021.20, -2.06, 0.00, 187.53, 186.52, 842.95, 922.64, 60.22, 66.75, 296.65, 982.96, 298.13, 18.97, 5711.00, 54.84
 00Z 25 Mar 1994, 41977, 940325/0000, 22.35, 91.80, 34.0, -1.91, -4.65, -5.17, 213.16, 33.30, 23.50, 25.10, 48.60, 1019.82, 1168.04, 0.00, 0.00, 312.78, 326.21, 979.76, 979.76, 35.61, 40.78, 294.83, 979.76, 296.58, 16.99, 5604.62, 48.22
 00Z 26 Mar 1994, 41977, 940326/0000, 22.35, 91.80, 34.0, -1.32, -5.57, -6.33, 219.79, 32.80, 22.80, 24.90, 47.70, 1779.32, 1975.76, -1.26, -1.44, 226.29, 226.56, 918.29, 919.08, 45.25, 50.24, 295.75, 982.98, 297.23, 17.93, 5680.00, 48.66
 00Z 27 Mar 1994, 41977, 940327/0000, 22.35, 91.80, 34.0, -0.66, -0.26, -0.27, 238.21, 34.10, 23.80, 24.50, 48.30, 58.43, 77.57, 0.00, 0.00, 459.97, 474.10, 979.54, 979.54, 1.11, 1.47, 290.75, 979.54, 292.49, 13.14, 5619.00, 43.22
 00Z 30 Mar 1994, 41977, 940330/0000, 22.35, 91.80, 34.0, -0.81, -3.92, -4.44, 210.42, 32.70, 21.90, 24.50, 46.40, 1484.81, 1652.97, -12.18, -12.92, 193.37, 192.96, 883.36, 895.22, 50.43, 56.14, 295.45, 982.22, 296.99, 17.61, 5835.00, 50.43
 00Z 31 Mar 1994, 41977, 940331/0000, 22.35, 91.80, 34.0, 0.74, -0.77, -1.70, 267.40, 33.90, 19.90, 21.50, 41.40, 1645.09, 1846.02, -26.76, -21.38, 181.42, 180.70, 847.26, 859.29, 20.33, 22.81, 295.80, 977.29, 297.77, 18.10, 5712.00, 51.58
 00Z 04 Mar 1997, 41977, 970304/0000, 22.35, 91.81, 34.0, -3.64, 50.89, 51.14, 285.81, 39.70, 23.30, 30.30, 53.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 249.71, 917.60, 255.99, 0.71, 5680.00, 31.78
 00Z 11 Mar 1997, 41977, 970311/0000, 22.35, 91.81, 34.0, 5.57, 0.44, -0.19, 106.80, 22.90, 11.50, 27.50, 39.00, 706.64, 820.68, -333.08, -240.41, 223.00, 222.71, 487.68, 715.06, 25.11, 29.16, 292.20, 940.92, 297.36, 15.08, 5770.00, 34.56
 00Z 25 Mar 1997, 41977, 970325/0000, 22.35, 91.81, 34.0, -2.01, 49.21, 49.20, 212.00, 35.50, 22.50, 26.50, 49.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 255.10, 936.02, 260.01, 1.94, 5693.00, 24.03
 00Z 16 Mar 1998, 41977, 980316/0000, 22.35, 91.81, 34.0, 1.53, 0.93, 0.79, 188.20, 28.70, 20.70, 25.10, 45.80, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 288.65, 936.21, 294.17, 12.01, 5777.00, 39.27
 00Z 23 Mar 1998, 41977, 980323/0000, 22.35, 91.81, 34.0, 2.51, -4.48, -5.43, 309.69, 17.70, 25.70, 43.40, 5153.86, 5530.62, -19.13, -3.56, 199.28, 199.25, 849.85, 897.80, 25.56, 27.43, 294.56, 955.34, 298.46, 17.23, 5719.00, 22.49
 00Z 30 Mar 1998, 41977, 980330/0000, 22.35, 91.81, 34.0, -1.22, -6.28, -6.75, 208.80, 37.30, 23.70, 25.30, 49.00, 2086.00, 2214.30, 0.00, 0.00, 213.04, 212.84, 976.06, 976.19, 54.50, 57.85, 294.50, 976.94, 296.49, 16.71, 5630.00, 50.55
 00Z 01 Mar 1999, 41977, 990301/0000, 22.35, 91.81, 34.0, -0.03, -4.39, -4.61, 226.61, 29.10, 23.70, 29.70, 53.40, 472.40, 530.62, -25.26, -12.30, 413.08, 413.01, 823.43, 860.97, 9.21, 10.34, 286.93, 945.14, 291.62, 10.63, 5535.00, 28.18
 00Z 06 Mar 2000, 41977, 000306/0000, 22.35, 91.81, 34.0, 9.57, 4.35, 3.86, 234.32, 23.50, 8.30, 23.30, 31.60, 82.55, 123.49, -216.43, -164.02, 607.07, 599.67, 749.10, 762.29, 1.27, 1.91, 290.82, 932.73, 296.70, 13.96, 5687.00, 33.90
 00Z 13 Mar 2000, 41977, 000313/0000, 22.35, 91.81, 34.0, 1.09, -2.44, -2.94, 222.79, 33.90, 21.50, 22.90, 44.40, 568.34, 684.38, -1.58, -0.59, 315.12, 314.01, 923.82, 931.34, 5.97, 7.19, 292.67, 954.93, 296.58, 15.24, 5635.00, 45.27
 00Z 20 Mar 2000, 41977, 000320/0000, 22.35, 91.81, 34.0, -3.48, -3.68, -4.13, 267.79, 39.30, 24.30, 26.30, 50.60, 1236.69, 1361.82, -29.57, -25.24, 256.92, 256.69, 823.91, 827.92, 28.37, 31.25, 294.24, 973.36, 296.55, 16.49, 5669.00, 49.46
 00Z 01 Mar 2007, 41977, 070301/0000, 22.35, 91.81, 34.0, 7.37, 4.70, 4.31, 130.98, 9.30, 13.30, 23.30, 36.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 284.99, 866.62, 296.90, 10.21, 5681.00, -1551.59
 00Z 15 Mar 2007, 41977, 070315/0000, 22.35, 91.81, 34.0, 3.95, 3.55, 3.11, 164.81, 28.90, 16.50, 25.50, 42.00, 4.25, 5.45, -392.86, -367.47, 643.86, 642.65, 659.38, 660.36, 0.09, 0.11, 284.69, 855.32, 297.70, 10.10, 5693.00, 30.35
 00Z 03 Mar 2008, 41977, 080303/0000, 22.35, 91.81, 34.0, 8.84, 6.31, 5.89, 131.20, 13.90, 13.30, 19.30, 32.60, 8.78, 18.17, -128.32, -90.97, 709.99, 705.77, 755.16, 773.19, 0.31, 0.63, 286.70, 890.59, 296.37, 11.30, 5691.00, 25.73
 00Z 13 Mar 2008, 41977, 080313/0000, 22.35, 91.81, 34.0, 7.59, 0.94, 0.33, 88.19, 4.10, 9.50, 26.50, 36.00, 4.17, 4.96, -539.14, -334.16, 413.32, 413.41, 434.67, 437.30, 0.23, 0.27, 290.08, 908.29, 298.18, 14.27, 5746.00, 25.05
 00Z 16 Mar 2008, 41977, 080316/0000, 22.35, 91.81, 34.0, 1.99, -1.51, -1.78, 129.99, 26.30, 16.30, 30.30, 46.60, 78.53, 113.21, -438.54, -364.84, 438.30, 436.14, 613.17, 625.86, 2.25, 3.25, 289.47, 922.89, 296.24, 14.43, 5700.00, 34.17
 00Z 21 Mar 2008, 41977, 080321/0000, 22.35, 91.81, 34.0, 5.07, -6.53, -6.97, 85.58, 24.63, 8.85, 32.22, 41.07, 1229.68, 1369.96, -234.09, -139.45, 288.01, 286.68, 749.23, 781.11, 20.08, 22.37, 293.11, 926.47, 299.60, 16.24, 5732.62, 33.92
 00Z 23 Mar 2008, 41977, 080323/0000, 22.35, 91.81, 34.0, -2.41, -6.96, -7.51, 236.21, 32.40, 23.40, 26.30, 49.70, 1786.89, 2000.88, 0.00, 0.00, 176.53, 175.22, 950.54, 956.73, 54.31, 60.82, 295.97, 971.87, 298.42, 18.42, 5699.00, 47.83
 00Z 28 Mar 2008, 41977, 080328/0000, 22.35, 91.81, 34.0, 3.24, -4.28, -5.12, 169.18, 30.90, 15.90, 25.90, 41.80, 1730.97, 1957.32, -0.20, -0.01, 162.98, 162.80, 939.88, 946.29, 72.71, 82.22, 296.10, 969.79, 298.72, 18.60, 5719.00, 43.52
 00Z 02 Mar 2009, 41977, 090302/0000, 22.35, 91.81, 34.0, 6.94, -1.23, -1.92, 128.81, 23.10, 12.70, 24.70, 37.40, 748.22, 902.36, -118.28, -69.99, 301.55, 301.21, 782.15, 838.59, 7.15, 8.63, 291.65, 935.34, 297.30, 14.76, 5684.00, 29.56
 00Z 08 Mar 2009, 41977, 090308/0000, 22.35, 91.81, 34.0, 11.41, 1.50, 0.92, 77.00, -15.50, 1.70, 26.70, 28.40, 8.45, 20.30, -598.86, -373.82, 388.26, 385.47, 431.22, 443.27, 0.09, 0.22, 289.91, 912.58, 297.62, 13.50, 5757.00, 19.45
 00Z 09 Mar 2009, 41977, 090309/0000, 22.35, 91.81, 34.0, 11.41, -1.15, -1.88, 77.00, -15.50, 1.70, 26.70, 28.40, 279.17, 396.00, -319.05, -124.27, 323.97, 322.89, 519.69, 761.46, 2.81, 3.98, 291.91, 921.04, 298.87, 15.35, 5757.00, 18.59
 00Z 19 Mar 2009, 41977, 090319/0000, 22.35, 91.81, 34.0, 1.28, -4.54, -4.81, 30.01, 22.30, 13.50, 35.50, 49.00, 618.79, 675.29, -368.25, -298.45, 333.07, 332.65, 663.64, 676.07, 24.79, 27.05, 282.95, 799.44, 301.66, 9.83, 5681.00, 25.06
 00Z 24 Mar 2009, 41977, 090324/0000, 22.35, 91.81, 34.0, -2.58, -5.77, -6.29, 247.01, 27.10, 22.10, 31.10, 53.20, 664.99, 775.97, -201.81, -150.57, 367.99, 365.55, 716.52, 742.78, 12.74, 14.87, 291.04, 908.52, 299.15, 14.43, 5692.00, 37.37
 00Z 12 Mar 2010, 41977, 100312/0000, 22.35, 91.81, 34.0, 8.48, 4.46, 4.14, 156.19, -2.30, 11.10, 23.10, 34.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 285.72, 853.99, 298.92, 10.86, 4947.00, 26.35
 00Z 18 Mar 2010, 41977, 100318/0000, 22.35, 91.81, 34.0, 0.63, -6.48, -7.30, 113.79, 28.70, 17.30, 31.30, 48.60, 2263.14, 2414.92, -240.68, -169.09, 185.76, 185.66, 734.50, 760.70, 188.71, 201.37, 291.60, 891.97, 301.30, 15.36, 5704.00, 37.45
 00Z 09 Mar 2011, 41977, 110309/0000, 22.35, 91.81, 34.0, 6.30, 139.42, 13.90, 13.70, 24.70, 38.40, 0.00, 0.00
 00Z 11 Mar 2011, 41977, 110311/0000, 22.35, 91.81, 34.0, 3.55, -3.49, -3.80, 102.80, 20.30, 14.90, 28.90, 43.80, 386.59, 497.82, -185.54, -116.88, 398.76, 384.01, 743.19, 774.69, 59.59, 76.74, 291.04, 919.00, 298.18, 14.63, 5681.00, 31.76
 00Z 13 Mar 2011, 41977, 110313/0000, 22.35, 91.81, 34.0, 4.82, -2.50, -3.23, 138.40, 5.90, 15.70, 24.70, 40.40, 847.96, 1065.23, -35.89, -25.49, 319.23, 318.59, 830.44, 879.02, 29.29, 36.80, 293.09, 955.33, 296.96, 15.74, 5694.00, 31.91
 00Z 15 Mar 2011, 41977, 110315/0000, 22.35, 91.81, 34.0, -0.01, -5.52, -6.11, 127.19, 22.90, 19.30, 31.30, 50.60, 1165.33, 1297.75, -219.21, -151.71, 281.98, 281.81, 714.16, 749.57, 62.33, 69.41, 289.80, 906.71, 298.06, 13.57, 5678.00, 27.84
 00Z 19 Mar 2011, 41977, 110319/0000, 22.35, 91.81, 34.0, 4.36, 2.05, 1.57, 393.28, 25.40, 17.80, 19.90, 37.70, 92.76, 167.93, -6.62, -6.25, 299.11, 298.91, 869.88, 884.09, 1.07, 1.94, 293.01, 974.99, 295.17, 15.21, 5704.00, 44.43
 00Z 21 Mar 2011, 41977, 110321/0000, 22.35, 91.81, 34.0, 2.46, 0.57, -0.13, 373.95, 30.71, 19.17, 20.44, 39.61, 344.92, 491.68, -0.24, -0.21, 243.84, 243.01, 930.82, 931.63, 3.81, 5.42, 294.12, 970.89, 296.65, 16.40, 5728.00, 48.00
 00Z 27 Mar 2011, 41977, 110327/0000, 22.35, 91.81, 34.0, -0.14, -6.99, -7.52, 160.40, 37.20, 20.50, 28.50, 49.00, 973.25, 1112.38, -40.09, -23.70, 361.28, 359.92, 837.29, 870.04, 39.39, 45.02, 294.48, 964.43, 297.57, 16.90, 5670.00, 47.04
 00Z 31 Mar 2011, 41977, 110331/0000, 22.35, 91.81, 34.0, -0.92, -3.60, -3.82, 213.81, 35.40, 22.00, 24.90, 46.90, 1269.64, 1378.75, -21.53, -15.39, 260.28, 260.18, 843.61, 865.44, 33.05, 35.89, 294.53, 969.03, 297.22, 16.86, 5680.00, 53.21
 00Z 07 Mar 2012, 41977, 120307/0000, 22.35, 91.81, 34.0, 10.47, 3.44, 2.73, 154.39, 17.70, 6.50, 23.50, 30.00, 42.10, 100.64, -197.61, -137.18, 617.21, 595.62, 735.55, 756.65, 0.59, 1.41, 292.25, 945.25, 297.02, 14.97, 5712.00, 31.52
 00Z 09 Mar 2012, 41977, 120309/0000, 22.35, 91.81, 34.0, 11.10, 2.79, 2.06, 111.61, 15.30, 7.50, 21.50, 29.00, 172.65, 280.91, -74.22, -35.36, 570.57, 554.28, 787.44, 816.53, 2.21, 3.59, 292.65, 951.71, 296.85, 15.26, 5696.00, 31.01
 00Z 11 Mar 2012, 41977, 120311/0000, 22.35, 91.81, 34.0, 8.26, 5.15, 4.75, 68.38, 2.30, 9.10, 26.10, 35.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 284.94, 866.24, 296.92, 10.46, 5729.00, 18.59
 00Z 17 Mar 2012, 41977, 120317/0000, 22.35, 91.81, 34.0, 2.62, -1.76, -2.19, 97.79, 2.70, 17.30, 29.30, 46.60, 176.81, 229.80, -409.41, -291.33, 356.31, 355.79, 578.35, 595.74, 5.16, 6.71, 286.36, 884.73, 296.60, 11.07, 5671.00, 20.00
 00Z 19 Mar 2012, 41977, 120319/0000, 22.35, 91.81, 34.0, 8.65, 1.29, 0.67, 105.01, 21.90, 9.90, 23.90, 33.80, 195.99, 305.89, -171.82, -114.59, 360.02, 358.21, 761.71, 786.93, 3.61, 5.64, 290.80, 915.90, 298.23, 14.34, 5716.00, 31.60
 00Z 21 Mar 2012, 41977, 120321/0000, 22.35, 91.81, 34.0, 5.79, 0.31, -0.64, 174.20, 11.30, 14.70, 20.70, 35.40, 582.75, 860.42, -18.25, -8.52, 218.69, 218.30, 830.49, 885.56, 9.64, 14.23, 294.98, 962.94, 298.21, 17.46, 5755.00, 36.00
 00Z 27 Mar 2012, 41977, 120327/0000, 22.35, 91.81, 34.0, 0.00, 0.00
 00Z 03 Mar 2013, 41977, 130303/0000, 22.35, 91.81, 34.0, 14.26, 6.90, 6.53, 50.99, -18.30, -6.50, 26.50, 20.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 286.18, 895.44, 295.39, 10.74, 5753.00, 16.41
 00Z 07 Mar 2013, 41977, 130307/0000, 22.35, 91.81, 34.0, 6.11, 3.27, 2.80, 130.34, -0.04, 15.34, 22.50, 37.84, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 285.96, 859.99, 298.58, 10.96, 5705.58, 21.21
 00Z 13 Mar 2013, 41977, 130313/0000, 22.35, 91.81, 34.0, -0.58, -4.51, -5.08, 188.01, 31.10, 20.10, 29.10, 49.20, 1277.15, 1429.59, 0.00, 0.00, 230.64, 230.44, 978.99, 978.05, 19.97, 22.35, 294.24, 979.43, 296.02, 16.38, 5703.00, 41.25
 00Z 15 Mar 2013, 41977, 130315/0000, 22.35, 91.81, 34.0, 1.57, -4.06, -4.87, 159.22, 19.70, 18.10, 27.10, 45.20, 1323.48, 1521.89, -123.22, -79.82, 203.30, 203.19, 757.48, 806.33, 96.96, 111.49, 294.13, 957.37, 297.85, 16.68, 5721.00, 36.97
 00Z 17 Mar 2013, 41977, 130317/0000, 22.35, 91.81, 34.0, -3.88, -7.20, -7.88, 281.41, 37.50, 24.40, 27.70, 52.10, 2553.05, 2750.80, -38.63, -26.58, 184.72, 184.00, 849.97, 867.90, 301.43, 324.78, 295.56, 963.29, 298.76, 18.13, 5709.00, 50.56
 00Z 25 Mar 2013, 41977, 130325/0000, 22.35, 91.81, 34.0, -1.02, -6.53, -7.19, 200.80, 38.10, 19.70, 30.70, 50.40, 2053.26, 2208.80, -154.23, -104.36, 210.72, 210.55, 781.09, 799.11, 69.06, 74.29, 293.49, 929.41, 299.73, 16.79, 5713.00, 43.37
 00Z 27 Mar 2013, 41977, 130327/0000, 22.35, 91.81, 34.0, -1.02, -6.33, -7.24, 219.82, 38.80, 19.70, 28.70, 48.40, 2990.56, 3200.34, 0.00, 0.00, 185.76, 185.30, 972.32, 971.65, 30.95, 33.12, 296.96, 975.20, 299.12, 19.50, 5733.00, 53.17
 00Z 05 Mar 2014, 41977, 140305/0000, 22.35, 91.81, 34.0, 14.75, 5.58, 5.42, 73.02, 2.30, -6.70, 25.30, 18.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 284.18, 888.46, 293.97, 9.41, 5653.00, 186.08
 00Z 09 Mar 2014, 41977, 140309/0000, 22.35, 91.81, 34.0, 0.00, 0.00
 00Z 15 Mar 2014, 41977, 140315/0000, 22.35, 91.81, 34.0, 4.61, -1.29, -1.58, 97.81, 15.10, 14.70, 27.70, 42.40, 116.49, 140.99, -438.44, -334.15, 335.36, 344.09, 553.39, 560.04, 2.99, 3.62, 287.78, 886.26, 297.91, 11.98, 5709.00, 31.46
 00Z 19 Mar 2014, 41977, 140319/0000, 22.35, 91.81, 34.0, -1.49, -4.85, -5.56, 202.59, 25.70, 21.90, 27.90, 49.80, 617.41, 796.43, -122.73, -95.39, 351.71, 348.68, 813.02, 827.10, 12.88, 16.61, 293.40, 951.30, 297.63, 16.13, 5709.00, 35.43
 00Z 25 Mar 2015, 41977, 150325/0000, 22.35, 91.81, 34.0, -5.34, -10.48, -11.33, 342.81, 29.90, 25.50, 31.50, 57.00, 3411.64, 3671.90, -67.50, -44.23, 183.00, 182.90, 833.72, 859.00, 1327.39, 1428.65, 295.20, 955.54, 299.09, 17.93, 5698.00, 39.71
 00Z 27 Mar 2015, 41977, 150327/0000, 22.35, 91.81, 34.0, -2.86, -6.88, -7.67, 228.58, 30.00, 23.60, 27.70, 51.30, 2579.85, 2808.66, -42.01, -24.01, 178.35, 178.25, 849.07, 872.58, 1926.82, 2097.72, 295.11, 966.73, 298.00, 17.60, 5695.00, 42.41
 00Z 29 Mar 2015, 41977, 150329/0000, 22.35, 91.81, 34.0, -1.16, 172.01, 35.40, 20.50, 30.50, 51.00, 0.00, 0.00, 5693.00, 5693.00
 00Z 01 Mar 2016, 41977, 160301/0000, 22.35, 91.81, 34.0, 3.27, 3.90, 3.53, 164.80, 24.10, 18.70, 23.70, 42.40, 0.00, 2.57, 0.00, -196.72, 681.47, 711.76, 0.00, 0.13, 285.47, 879.72, 296.16, 10.55, 5669.00, 28.11
 00Z 03 Mar 2016, 41977, 160303/0000, 22.35, 91.81, 34.0, 5.97, 0.26, -0.30, 116.19, 24.50, 13.90, 24.90, 38.80, 82.07, 174.24, -137.53, -93.52, 324.48, 322.85, 795.05, 807.61, 3.06, 6.50, 288.80, 888.52, 298.74, 12.79, 5715.00, 27.32
 00Z 05 Mar 2016, 41977, 160305/0000, 22.35, 91.81, 34.0, 3.75, -3.04, -3.72, 109.79, 14.10, 14.70, 28.70, 43.40, 532.34, 699.48, -206.07, -138.38, 286.88, 286.67, 733.25, 772.28, 15.58, 20.47, 290.71, 914.77, 298.23, 14.14, 5699.03, 25.36
 00Z 15 Mar 2016, 41977, 160315/0000, 22.35, 91.81, 34.0, 1.95, -0.06, -0.38, 140.58, 23.50, 16.70, 29.70, 46.40, 0.03, 6.30, -596.74, -500.75, 495.70, 475.33, 502.23, 517.67, 0.00, 0.13, 286.40, 867.03, 298.34, 11.28, 5699.21, 29.27
 00Z 19 Mar 2016, 41977, 160319/0000, 22.35, 91.81, 34.0, 2.48, -1.42, -1.82, 162.58, 28.50, 16.70, 27.70, 44.40, 435.33, 521.69, -228.54, -175.01, 339.84, 340.70, 709.49, 730.83, 8.01, 9.60, 289.22, 882.22, 299.78, 13.27, 5692.00, 35.69
 00Z 21 Mar 2016, 41977, 160321/0000, 22.35, 91.81, 34.0, 3.44, -0.42, -1.29, 212.81, 30.50, 16.10, 24.10, 40.20, 344.67, 518.55, -116.35, -81.16, 791.18, 807.85, 4.91, 7.38, 292.62, 915.32, 300.15, 16.10, 5726.00, 38.08
 00Z 23 Mar 2016, 41977, 160323/0000, 22.35, 91.81, 34.0, 0.82, 240.81, 8.40, 19.80, 24.50, 44.30, 5681.00, 33.42
 00Z 25 Mar 2016, 41977, 160325/0000, 22.35, 91.81, 34.0, 4.50, 0.95, 0.25, 135.00, 4.30, 14.30, 25.30, 39.60, 23.31, 57.05, -441.51, -228.44, 317.49, 318.48, 435.32, 469.42, 4.37, 10.70, 291.10, 908.59, 299.21, 14.60, 5770.43, 26.45
 00Z 27 Mar 2016, 41977, 160327/0000, 22.35, 91.81, 34.0, 11.67, 0.27, -0.58, 43.01, 0.90, 4.10, 24.10, 28.20, 613.55, 838.39, -147.32, -62.00, 223.69, 223.43, 742.11, 797.62, 31.71, 43.33, 292.88, 926.57, 299.35, 16.06, 5776.00, 24.48
 00Z 29 Mar 2016, 41977, 160329/0000, 22.35, 91.81, 34.0, 0.64, -1.66, -2.29, 161.01, 33.10, 18.70, 28.70, 47.40, 323.80, 443.75, -213.99, -177.67, 292.70, 292.18, 722.64, 735.01, 10.48, 14.36, 290.49, 921.18, 297.42, 13.73, 5721.00, 37.02
 00Z 31 Mar 2016, 41977, 160331/0000, 22.35, 91.81, 34.0, 0.51, -5.64, -6.37, 184.61, 34.70, 19.90, 25.90, 45.80, 2620.58, 2821.43, -1.21, -0.13, 173.27, 172.85, 925.97, 940.13, 107.82, 116.09, 295.30, 955.32, 299.20, 17.98, 5700.65, 49.54
 00Z 01 Mar 2018, 41977, 180301/0000, 22.35, 91.81, 34.0, 3.97, 0.54, 0.01, 143.60, 13.30, 17.50, 24.50, 42.00, 123.41, 149.70, -342.33, -204.54, 358.33, 358.77, 484.04, 498.60, 5.14, 6.24, 288.33, 902.32, 296.95, 12.23, 5715.00, 26.79
 00Z 02 Mar 2018, 41977, 180302/0000, 22.35, 91.81, 34.0, 1.09, -0.62, -1.14, 175.98, 16.60, 20.80, 25.10, 45.90, 988.52, 1063.40, -214.44, -129.36, 271.66, 271.52, 574.58, 624.24, 30.40, 32.70, 288.50, 898.21, 297.52, 12.38, 5713.00, 30.14
 00Z 04 Mar 2018, 41977, 180304/0000, 22.35, 91.81, 34.0, 5.91, 1.09, 0.58, 115.61, 18.90, 12.10, 27.10, 39.20, 0.00, 30.34, 0.00, -256.59, 588.54, 717.72, 0.00, 0.33, 288.16, 886.14, 298.33, 12.49, 5723.00, 26.26
 00Z 05 Mar 2018, 41977, 180305/0000, 22.35, 91.81, 34.0, 5.06, 0.60, 0.10, 67.41, 17.30, 11.10, 30.10, 41.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 286.81, 871.34, 298.36, 11.80, 5723.00, 23.18
