Date,Station number,Observation time,Station latitude,Station longitude,Station elevation,Showalter index,Lifted index,LIFT computed using virtual temperature,SWEAT index,K index,Cross totals index,Vertical totals index,Totals totals index,Convective Available Potential Energy,CAPE using virtual temperature,Convective Inhibition,CINS using virtual temperature,Equilibrum Level,Equilibrum Level using virtual temperature,Level of Free Convection,LFCT using virtual temperature,Bulk Richardson Number,Bulk Richardson Number using CAPV,Temp [K] of the Lifted Condensation Level,Pres [hPa] of the Lifted Condensation Level,Mean mixed layer potential temperature,Mean mixed layer mixing ratio,1000 hPa to 500 hPa thickness,Precipitable water [mm] for entire sounding
 00Z 04 Nov 1985, 41977, 851104/0000, 22.35, 91.80, 34.0, -5.42, 0.62, 0.08, 347.01, 42.40, 25.10, 29.90, 55.00, 141.03, 223.05, -313.77, -318.16, 524.58, 530.96, 738.24, 741.31, 1.64, 2.60, 289.73, 943.08, 294.64, 12.75, 5612.00, 34.30
 00Z 05 Nov 1985, 41977, 851105/0000, 22.35, 91.80, 34.0, 1.70, 2.14, 1.67, 171.79, 31.20, 19.70, 25.70, 45.40, 17.46, 55.81, -197.06, -177.96, 619.08, 627.18, 723.46, 731.46, 0.31, 1.00, 288.23, 931.98, 294.10, 11.70, 5622.00, 27.85
 00Z 08 Nov 1985, 41977, 851108/0000, 22.35, 91.80, 34.0, 33.32, 6.37, 6.11, -20.30, -1.80, 0.20, -1.60, 906.76, 970.79, 0.00, 0.00, 387.19, 387.27, 958.35, 958.35, 564.42, 604.28, 285.36, 958.35, 288.85, 9.71, 5587.00, 14.24
 00Z 10 Nov 1985, 41977, 851110/0000, 22.35, 91.80, 34.0, 2.45, 2.71, 2.20, 160.99, 18.70, 24.70, 43.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 289.38, 944.83, 294.14, 12.51, 5691.00, 18.81
 00Z 11 Nov 1985, 41977, 851111/0000, 22.35, 91.80, 34.0, 2.32, 5.34, 4.87, 189.91, 17.13, 26.13, 43.26, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 288.96, 947.31, 293.49, 12.12, 5652.27, 18.31
 00Z 15 Nov 1985, 41977, 851115/0000, 22.35, 91.80, 34.0, -0.40, -0.99, -1.60, 183.59, 29.90, 22.90, 24.10, 47.00, 161.04, 284.31, -35.49, -32.47, 486.97, 487.72, 815.97, 828.91, 0.06, 0.11, 291.26, 957.15, 294.95, 13.88, 5654.00, 33.00
 00Z 16 Nov 1985, 41977, 851116/0000, 22.35, 91.80, 34.0, -5.70, -6.65, -7.80, 2117.56, 2495.27, -23.40, -21.41, 291.99, 293.26, 897.43, 897.78, 452.89, 533.67, 295.06, 971.85, 297.51, 17.40, 5683.00, 18.48
 00Z 18 Nov 1985, 41977, 851118/0000, 22.35, 91.80, 34.0, 1.16, 0.92, 0.61, 180.20, 33.40, 22.10, 22.10, 44.20, 8.51, 12.45, 0.00, 0.00, 731.40, 703.12, 980.48, 979.62, 0.29, 0.42, 291.39, 980.48, 293.06, 13.64, 5593.00, 43.05
 00Z 19 Nov 1985, 41977, 851119/0000, 22.35, 91.80, 34.0, -0.57, -1.08, -1.18, 226.20, 36.10, 23.30, 23.30, 46.60, 241.63, 277.18, 0.00, 0.00, 479.82, 480.60, 980.48, 980.48, 2.88, 3.30, 292.46, 980.48, 294.13, 14.61, 5716.00, 46.66
 00Z 24 Nov 1985, 41977, 851124/0000, 22.35, 91.80, 34.0, 10.34, 8.19, 7.87, 103.81, 15.50, 13.10, 19.10, 32.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 285.82, 938.77, 291.06, 9.91, 5672.00, 23.92
 00Z 25 Nov 1985, 41977, 851125/0000, 22.35, 91.80, 34.0, 3.86, 8.49, 8.11, 177.38, 26.70, 18.50, 20.50, 39.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 288.25, 966.67, 291.09, 11.29, 5705.00, 32.69
 00Z 27 Nov 1985, 41977, 851127/0000, 22.35, 91.80, 34.0, 9.22, 4.44, 3.95, 104.19, 16.70, 13.10, 20.10, 33.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 289.75, 961.90, 293.01, 12.53, 5694.00, 27.36
 00Z 28 Nov 1985, 41977, 851128/0000, 22.35, 91.80, 34.0, 0.00, 0.00, 0.00, 0.00, 286.11, 952.08, 290.17, 9.97, ********, 13.95
 00Z 02 Nov 1986, 41977, 861102/0000, 22.35, 91.80, 34.0, -2.18, -4.30, -4.75, 215.40, 37.30, 22.90, 25.30, 48.20, 1058.67, 1199.37, -19.25, -10.69, 222.02, 222.23, 835.94, 865.06, 75.24, 85.24, 294.85, 959.19, 298.40, 17.39, 5645.00, 53.97
