Date,Station number,Observation time,Station latitude,Station longitude,Station elevation,Showalter index,Lifted index,LIFT computed using virtual temperature,SWEAT index,K index,Cross totals index,Vertical totals index,Totals totals index,Convective Available Potential Energy,CAPE using virtual temperature,Convective Inhibition,CINS using virtual temperature,Equilibrum Level,Equilibrum Level using virtual temperature,Level of Free Convection,LFCT using virtual temperature,Bulk Richardson Number,Bulk Richardson Number using CAPV,Temp [K] of the Lifted Condensation Level,Pres [hPa] of the Lifted Condensation Level,Mean mixed layer potential temperature,Mean mixed layer mixing ratio,1000 hPa to 500 hPa thickness,Precipitable water [mm] for entire sounding
 00Z 02 Apr 1986, 41977, 860402/0000, 22.35, 91.80, 34.0, -0.14, -5.00, -6.00, 238.81, 29.90, 18.50, 29.50, 48.00, 1083.38, 1326.04, -181.09, -119.96, 217.99, 218.09, 730.68, 760.80, 8.30, 10.16, 294.47, 944.01, 299.38, 17.31, 5720.00, 34.05
 00Z 03 Apr 1986, 41977, 860403/0000, 22.35, 91.80, 34.0, 5.20, -0.33, -0.82, 251.31, 16.50, 10.70, 29.70, 40.40, 88.45, 150.37, -450.07, -322.32, 299.99, 299.97, 551.00, 606.81, 0.46, 0.78, 288.93, 876.90, 300.00, 13.11, 5674.00, 28.43
 00Z 05 Apr 1986, 41977, 860405/0000, 22.35, 91.80, 34.0, 0.10, -2.59, -3.43, 204.22, 28.10, 17.50, 30.50, 48.00, 1325.61, 1486.17, -371.01, -295.59, 237.96, 237.92, 680.96, 697.92, 15.28, 17.13, 291.84, 912.20, 299.63, 15.18, 5716.00, 33.30
 00Z 06 Apr 1986, 41977, 860406/0000, 22.35, 91.80, 34.0, 0.10, -2.40, -3.00, 189.78, 28.70, 21.30, 27.30, 48.60, 623.50, 764.82, -121.54, -86.78, 242.17, 242.03, 711.70, 746.44, 8.96, 10.99, 289.10, 909.61, 297.05, 12.72, 5597.00, 28.20
 00Z 07 Apr 1986, 41977, 860407/0000, 22.35, 91.80, 34.0, -12.05, -18.17, -19.22, 634.80, 44.50, 32.10, 39.10, 71.20, 3066.29, 3331.59, -36.82, -23.90, 191.01, 190.75, 836.90, 869.83, 49.59, 53.88, 294.99, 948.33, 299.52, 17.75, 5693.00, 41.05
 00Z 08 Apr 1986, 41977, 860408/0000, 22.35, 91.80, 34.0, -0.34, -5.27, -6.07, 178.38, 27.40, 21.80, 26.70, 48.50, 995.28, 1228.38, -25.81, -15.26, 238.52, 238.36, 857.60, 880.95, 19.19, 23.68, 292.24, 930.70, 298.32, 15.31, 5662.00, 31.26
 00Z 11 Apr 1986, 41977, 860411/0000, 22.35, 91.80, 34.0, 0.64, -4.22, -5.26, 194.42, 31.30, 19.10, 26.10, 45.20, 890.47, 1096.87, -57.26, -17.70, 319.52, 321.66, 744.92, 808.65, 9.88, 12.17, 294.67, 942.07, 299.76, 17.54, 5678.00, 42.10
 00Z 12 Apr 1986, 41977, 860412/0000, 22.35, 91.80, 34.0, -3.51, -4.15, -4.87, 292.59, 36.70, 22.90, 30.90, 53.80, 575.80, 716.19, -185.35, -152.90, 321.42, 326.57, 734.31, 746.66, 7.66, 9.52, 291.12, 920.00, 298.16, 14.34, 5635.00, 37.93
 00Z 14 Apr 1986, 41977, 860414/0000, 22.35, 91.80, 34.0, 0.42, -5.47, -6.53, 266.00, 33.35, 19.50, 25.50, 45.00, 2253.75, 2526.69, -1.03, -0.01, 178.17, 177.39, 861.88, 949.62, 13.72, 15.38, 296.96, 976.55, 299.01, 19.48, 5682.00, 49.30
 00Z 15 Apr 1986, 41977, 860415/0000, 22.35, 91.80, 34.0, 9.39, 22.05, -13.55, -10.91, 855.89, 850.10, 899.18, 907.04, 295.92, 953.48, 300.00, 18.70, ********, 25.65
