Date,Station number,Observation time,Station latitude,Station longitude,Station elevation,Showalter index,Lifted index,LIFT computed using virtual temperature,SWEAT index,K index,Cross totals index,Vertical totals index,Totals totals index,Convective Available Potential Energy,CAPE using virtual temperature,Convective Inhibition,CINS using virtual temperature,Equilibrum Level,Equilibrum Level using virtual temperature,Level of Free Convection,LFCT using virtual temperature,Bulk Richardson Number,Bulk Richardson Number using CAPV,Temp [K] of the Lifted Condensation Level,Pres [hPa] of the Lifted Condensation Level,Mean mixed layer potential temperature,Mean mixed layer mixing ratio,1000 hPa to 500 hPa thickness,Precipitable water [mm] for entire sounding
 00Z 01 Feb 1986, 41977, 860201/0000, 22.35, 91.80, 34.0, 9.12, 5.32, 4.93, 77.99, 19.10, 9.10, 25.10, 34.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 282.31, 830.16, 297.75, 9.15, 5677.00, 17.79
 00Z 02 Feb 1986, 41977, 860202/0000, 22.35, 91.80, 34.0, 4.50, 4.24, 4.03, 193.98, 27.50, 18.60, 23.10, 41.70, 13.80, 23.50, -127.74, -111.11, 652.74, 651.36, 736.23, 743.63, 0.12, 0.21, 287.12, 947.30, 291.62, 10.72, 5685.00, 32.68
 00Z 03 Feb 1986, 41977, 860203/0000, 22.35, 91.80, 34.0, 7.39, 8.77, 8.47, 179.41, 14.70, 21.70, 36.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 280.29, 827.66, 295.88, 8.02, 5662.00, 11.29
 00Z 04 Feb 1986, 41977, 860204/0000, 22.35, 91.80, 34.0, 2.49, 5.77, 5.43, 195.21, 25.10, 20.90, 22.50, 43.40, 6.58, 25.85, -146.18, -141.30, 672.51, 665.32, 724.74, 737.25, 287.12, 957.70, 290.72, 10.59, 5643.00, 25.86
 00Z 06 Feb 1986, 41977, 860206/0000, 22.35, 91.80, 34.0, 5.45, 4.96, 4.94, 147.00, 25.40, 18.50, 22.70, 41.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 285.42, 937.69, 290.74, 9.67, 5553.00, 30.48
 00Z 07 Feb 1986, 41977, 860207/0000, 22.35, 91.80, 34.0, 4.72, 2.63, 2.50, 140.80, 23.30, 18.90, 21.90, 40.80, 88.61, 131.50, -46.15, -37.72, 594.52, 594.60, 823.12, 840.75, 4.28, 6.35, 288.33, 944.54, 293.09, 11.63, 5570.00, 31.50
 00Z 08 Feb 1986, 41977, 860208/0000, 22.35, 91.80, 34.0, -0.36, 0.37, -0.05, 185.79, 33.10, 23.50, 25.70, 49.20, 16.04, 73.63, -134.03, -127.29, 541.57, 553.24, 713.90, 725.30, 0.33, 1.51, 287.79, 936.63, 293.26, 11.32, 5583.00, 29.03
 00Z 09 Feb 1986, 41977, 860209/0000, 22.35, 91.80, 34.0, -6.20, 9.98, 9.79, 377.01, 34.70, 27.70, 28.70, 56.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 282.29, 938.90, 287.49, 9.42, 5596.00, 30.89
 00Z 10 Feb 1986, 41977, 860210/0000, 22.35, 91.80, 34.0, 14.18, 8.01, 7.42, 88.21, 4.15, 19.15, 23.30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 288.32, 895.15, 297.62, 12.49, 5015.04, 17.62
 00Z 11 Feb 1986, 41977, 860211/0000, 22.35, 91.80, 34.0, 1.49, 2.61, 2.22, 131.01, 19.10, 28.10, 47.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 286.03, 913.32, 293.58, 10.37, 5695.00, 16.79
 00Z 14 Feb 1986, 41977, 860214/0000, 22.35, 91.80, 34.0, -0.86, 0.37, 0.34, 250.82, 31.10, 23.70, 28.70, 52.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 284.82, 913.20, 292.33, 9.53, 5698.00, 32.13
 00Z 16 Feb 1986, 41977, 860216/0000, 22.35, 91.80, 34.0, 3.89, -0.21, -0.69, 157.80, 23.90, 19.70, 23.50, 43.20, 179.47, 282.08, -52.68, -49.22, 491.33, 492.83, 859.22, 865.76, 3.57, 5.61, 289.98, 969.73, 292.57, 12.60, 5512.00, 28.01
 00Z 17 Feb 1986, 41977, 860217/0000, 22.35, 91.80, 34.0, 4.92, 4.10, 4.10, 176.99, 23.10, 19.30, 23.10, 42.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 285.36, 935.38, 290.89, 9.65, 5523.00, 29.43
 00Z 18 Feb 1986, 41977, 860218/0000, 22.35, 91.80, 34.0, 16.57, 8.04, 7.83, 80.98, 6.10, 10.50, 15.10, 25.60, 68.16, 82.91, -71.44, -69.99, 779.05, 775.78, 879.91, 881.77, 282.21, 922.15, 288.85, 7.91, 4954.00, 20.77
 00Z 20 Feb 1986, 41977, 860220/0000, 22.35, 91.80, 34.0, 18.97, 14.89, 14.83, 73.99, -20.30, -4.30, 18.70, 14.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 272.25, 787.45, 291.51, 4.62, 5615.00, 352.01
 00Z 22 Feb 1986, 41977, 860222/0000, 22.35, 91.80, 34.0, 9.38, 7.73, 7.32, 130.21, 16.30, 11.70, 20.70, 32.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 287.32, 930.56, 293.31, 11.05, 5698.00, 24.47
 00Z 24 Feb 1986, 41977, 860224/0000, 22.35, 91.80, 34.0, 4.77, 2.89, 2.33, 184.80, 24.30, 17.90, 20.90, 38.80, 6.76, 16.54, -0.03, 0.00, 883.27, 865.74, 950.78, 958.52, 0.27, 0.67, 290.98, 969.32, 293.60, 13.51, 5637.00, 29.14
 00Z 28 Feb 1986, 41977, 860228/0000, 22.35, 91.80, 34.0, 5.82, 5.27, 4.93, 139.40, 20.10, 16.90, 22.90, 39.80, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 285.58, 920.53, 292.45, 9.97, 5602.00, 23.76
 00Z 01 Feb 1987, 41977, 870201/0000, 22.35, 91.80, 34.0, 7.09, 3.36, 3.01, 98.99, 19.50, 16.50, 22.50, 39.00, 1.83, 26.84, -45.23, -22.69, 682.52, 667.68, 734.76, 791.53, 0.05, 0.80, 287.58, 965.68, 290.49, 10.86, 5580.00, 22.47
 00Z 02 Feb 1987, 41977, 870202/0000, 22.35, 91.80, 34.0, 4.88, 0.31, 0.18, 122.20, 20.90, 15.30, 26.30, 41.60, 0.00, 33.10, 0.00, -167.21, 552.61, 722.79, 0.00, 0.96, 288.84, 925.76, 295.30, 12.32, 5660.00, 34.95
 00Z 05 Feb 1987, 41977, 870205/0000, 22.35, 91.80, 34.0, 3.97, 4.63, 4.36, 143.58, 26.50, 21.40, 22.50, 43.90, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 284.05, 924.17, 290.55, 10.21, 5537.00, 24.89
 00Z 11 Feb 1987, 41977, 870211/0000, 22.35, 91.80, 34.0, 5.05, 3.74, 3.46, 130.99, 22.30, 20.50, 22.30, 42.80, 0.00, 0.24, 0.00, -0.40, 849.10, 906.61, 286.69, 978.09, 288.53, 10.07, 5542.00, 22.86
