Date,Station number,Observation time,Station latitude,Station longitude,Station elevation,Showalter index,Lifted index,LIFT computed using virtual temperature,SWEAT index,K index,Cross totals index,Vertical totals index,Totals totals index,Convective Available Potential Energy,CAPE using virtual temperature,Convective Inhibition,CINS using virtual temperature,Equilibrum Level,Equilibrum Level using virtual temperature,Level of Free Convection,LFCT using virtual temperature,Bulk Richardson Number,Bulk Richardson Number using CAPV,Temp [K] of the Lifted Condensation Level,Pres [hPa] of the Lifted Condensation Level,Mean mixed layer potential temperature,Mean mixed layer mixing ratio,1000 hPa to 500 hPa thickness,Precipitable water [mm] for entire sounding
 00Z 07 Aug 1996, 41977, 960807/0000, 22.35, 91.80, 34.0, -0.11, 1.95, 0.61, 293.20, 19.00, 19.00, 38.00, 3381.72, 3586.74, -29.19, -33.39, 702.26, 488.09, 849.70, 849.65, 5720.57, 6067.38, 297.32, 956.22, 301.19, 20.34, 15829.00, 29.82
 00Z 08 Aug 1996, 41977, 960808/0000, 22.35, 91.80, 34.0, -1.98, -1.20, -1.31, 273.21, 41.90, 21.30, 21.30, 42.60, 232.64, 262.55, -19.02, -21.00, 485.84, 486.05, 819.32, 817.02, 100.24, 113.13, 297.14, 953.95, 301.21, 20.17, 15779.00, 78.95
 00Z 12 Aug 1996, 41977, 960812/0000, 22.35, 91.80, 34.0, -2.44, -4.81, -5.26, 270.80, 40.10, 22.30, 22.30, 44.60, 2504.01, 2657.92, 0.00, 0.00, 974.68, 973.28, 2406.07, 2553.96, 298.82, 975.91, 300.94, 21.87, 5784.00, 77.29
 00Z 14 Aug 1996, 41977, 960814/0000, 22.35, 91.80, 34.0, -1.94, -3.48, -3.81, 252.20, 41.30, 21.70, 21.70, 43.40, 2001.79, 2110.73, -3.20, -2.01, 143.31, 142.61, 911.41, 918.16, 3621.05, 3818.12, 297.73, 954.33, 301.77, 20.92, 5826.00, 79.91
 00Z 17 Aug 1996, 41977, 960817/0000, 22.35, 91.80, 34.0, -3.26, -5.05, -5.49, 250.01, 42.30, 23.30, 23.30, 46.60, 1958.79, 2079.41, 0.00, 0.00, 141.87, 140.97, 973.61, 971.93, 329.07, 349.34, 298.12, 977.19, 300.12, 20.91, 5770.00, 76.29
 00Z 18 Aug 1996, 41977, 960818/0000, 22.35, 91.80, 34.0, -3.29, -2.59, -2.82, 279.78, 43.10, 22.70, 22.70, 45.40, 475.18, 537.82, -13.33, -15.96, 205.60, 206.25, 802.68, 798.48, 32.48, 36.77, 297.83, 977.32, 299.81, 20.52, 5799.00, 81.83
 00Z 22 Aug 1996, 41977, 960822/0000, 22.35, 91.80, 34.0, 0.30, -2.06, -2.33, 234.81, 37.10, 20.50, 20.50, 41.00, 972.87, 1064.03, 0.00, 0.00, 207.73, 207.96, 970.02, 968.26, 1485.04, 1624.19, 297.02, 978.46, 298.90, 19.52, 5766.00, 71.60
 00Z 23 Aug 1996, 41977, 960823/0000, 22.35, 91.80, 34.0, -0.78, -3.07, -3.72, 268.82, 39.50, 21.10, 21.10, 42.20, 1908.63, 2054.70, 0.00, 0.00, 149.09, 149.03, 974.99, 973.48, 188.25, 202.66, 297.94, 979.18, 299.76, 20.64, 5773.00, 72.76
 00Z 25 Aug 1996, 41977, 960825/0000, 22.35, 91.80, 34.0, -2.72, -3.62, -3.96, 278.99, 42.30, 22.30, 22.30, 44.60, 1674.54, 1787.13, -1.67, -1.03, 134.18, 132.10, 908.71, 914.62, 99.01, 105.67, 297.85, 958.69, 301.50, 20.97, 15779.00, 79.73
 00Z 26 Aug 1996, 41977, 960826/0000, 22.35, 91.80, 34.0, -5.29, -6.90, -7.66, 315.97, 44.63, 25.07, 25.07, 50.13, 2522.87, 2697.48, 0.00, 0.00, 136.68, 135.42, 972.64, 967.69, 723.45, 773.52, 298.46, 975.00, 300.66, 21.41, 5737.00, 74.59
 00Z 27 Aug 1996, 41977, 960827/0000, 22.35, 91.80, 34.0, -4.38, -6.02, -6.61, 289.22, 44.10, 23.70, 23.70, 47.40, 7666.93, 7875.71, 0.00, 0.00, 116.33, 115.17, 971.18, 969.53, 389.79, 400.41, 299.48, 975.61, 301.62, 22.77, 5806.00, 150.72
 00Z 28 Aug 1996, 41977, 960828/0000, 22.35, 91.80, 34.0, -2.04, -2.79, -3.27, 279.81, 40.90, 21.90, 21.90, 43.80, 1178.80, 1276.92, 0.00, 0.00, 147.25, 146.93, 966.49, 963.20, 79.34, 85.95, 297.78, 976.11, 299.88, 20.50, 5786.00, 77.64
 00Z 29 Aug 1996, 41977, 960829/0000, 22.35, 91.80, 34.0, -3.79, -6.79, -7.53, 268.99, 41.50, 24.30, 24.30, 48.60, 3195.38, 3387.55, 0.00, 0.00, 129.21, 128.08, 973.51, 972.04, 226.36, 239.97, 297.90, 975.46, 300.04, 20.67, 5783.00, 66.53
 00Z 30 Aug 1996, 41977, 960830/0000, 22.35, 91.80, 34.0, -3.46, -5.20, -5.77, 266.00, 40.10, 23.50, 23.50, 47.00, 2422.45, 2571.32, 0.00, 0.00, 130.96, 129.74, 970.06, 968.15, 156.92, 166.56, 298.08, 977.02, 300.09, 20.86, 5779.00, 73.21
 00Z 31 Aug 1996, 41977, 960831/0000, 22.35, 91.80, 34.0, -1.89, -4.76, -5.21, 243.40, 39.30, 22.30, 22.30, 44.60, 1347.15, 1476.71, 0.00, 0.00, 978.46, 977.24, 437.38, 479.44, 298.11, 978.67, 299.98, 20.87, 5777.00, 73.73
 00Z 25 Aug 1997, 41977, 970825/0000, 22.35, 91.81, 34.0, -2.04, -5.73, -7.18, 280.02, 39.90, 21.50, 22.90, 44.40, 3883.96, 4210.16, -2.06, -0.69, 100.21, 100.10, 902.34, 909.51, 0.79, 0.85, 299.02, 956.42, 302.89, 22.62, 5787.00, 67.40
 00Z 06 Aug 1998, 41977, 980806/0000, 22.35, 91.81, 34.0, -1.47, 263.61, 40.30, 21.10, 22.30, 43.40, 0.00, 0.00
 00Z 09 Aug 1998, 41977, 980809/0000, 22.35, 91.81, 34.0, -3.57, -5.00, -5.61, 281.39, 41.70, 22.30, 24.30, 46.60, 2265.36, 2449.74, -27.03, -17.03, 135.02, 134.28, 809.79, 838.96, 421.45, 455.75, 298.55, 948.92, 303.09, 22.13, 5826.00, 78.92
 00Z 13 Aug 1998, 41977, 980813/0000, 22.35, 91.81, 34.0, -0.44, -1.07, -1.19, 279.41, 39.05, 20.15, 21.10, 41.25, 100.53, 127.79, -15.79, -10.50, 248.94, 248.03, 783.73, 790.39, 7.29, 9.26, 296.80, 957.59, 300.54, 19.68, 5796.00, 78.20
 00Z 16 Aug 1998, 41977, 980816/0000, 22.35, 91.81, 34.0, 1.60, -0.44, -0.69, 206.18, 35.30, 19.70, 21.50, 41.20, 31.09, 64.63, -5.53, -2.20, 464.96, 461.02, 874.23, 902.39, 8.20, 17.05, 294.14, 961.18, 297.51, 16.62, 5747.00, 60.28
 00Z 20 Aug 1998, 41977, 980820/0000, 22.35, 91.81, 34.0, 39.16, -1.37, -1.78, 34.31, -27.56, -6.23, -5.63, -11.86, 3248.71, 3467.13, 0.00, 0.00, 488.66, 495.27, 966.02, 966.02, 1395.89, 1489.74, 291.38, 966.02, 294.26, 14.92, 5725.93, 24.80
 00Z 27 Aug 1998, 41977, 980827/0000, 22.35, 91.81, 34.0, -0.25, 1.68, 1.73, 304.42, 37.10, 19.20, 20.60, 39.80, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 296.05, 944.85, 300.91, 19.03, 5831.00, 76.95
 00Z 31 Aug 1998, 41977, 980831/0000, 22.35, 91.81, 34.0, -2.06, 58.99, 59.62, 278.21, 40.70, 21.70, 23.10, 44.80, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 251.86, 953.73, 255.39, 1.08, 5789.00, 50.54
 00Z 02 Aug 1999, 41977, 990802/0000, 22.35, 91.81, 34.0, -2.71, 230.39, 39.90, 24.10, 24.10, 48.20, 0.00, 0.00, 5715.00, 5715.00
 00Z 23 Aug 1999, 41977, 990823/0000, 22.35, 91.81, 34.0, -3.49, -4.62, -5.25, 248.81, 38.90, 23.30, 24.50, 47.80, 1393.00, 1520.58, -23.17, -6.35, 146.29, 145.79, 684.45, 867.17, 479.77, 523.71, 296.84, 959.75, 300.38, 19.69, 5761.00, 68.36
 00Z 30 Aug 1999, 41977, 990830/0000, 22.35, 91.81, 34.0, -1.83, -2.50, -2.72, 281.40, 39.50, 21.90, 22.70, 44.60, 748.24, 830.40, -7.30, -3.94, 156.51, 155.24, 817.93, 854.71, 14.44, 16.02, 296.50, 966.33, 299.45, 19.13, 5761.00, 71.14
 00Z 07 Aug 2000, 41977, 000807/0000, 22.35, 91.81, 34.0, -1.23, 212.39, 38.30, 21.50, 23.90, 45.40, 0.00, 0.00, 5749.00, 5749.00
 00Z 14 Aug 2000, 41977, 000814/0000, 22.35, 91.81, 34.0, -0.76, -0.01, -0.08, 246.99, 38.30, 21.30, 22.30, 43.60, 93.63, 115.89, -53.04, -50.75, 343.74, 352.45, 733.94, 740.31, 21.86, 27.05, 294.51, 965.01, 297.55, 16.92, 5737.00, 64.97
 00Z 21 Aug 2000, 41977, 000821/0000, 22.35, 91.81, 34.0, 1.32, -4.28, -4.67, 237.20, 33.30, 19.70, 21.10, 40.80, 2268.08, 2440.99, 0.00, 0.00, 127.16, 125.29, 943.18, 947.79, 406.83, 437.84, 297.04, 956.77, 300.84, 20.03, 5736.00, 64.02
 00Z 28 Aug 2000, 41977, 000828/0000, 22.35, 91.81, 34.0, 1.13, 239.00, 34.90, 19.50, 20.30, 39.80, 0.00, 0.00, 5755.00, 5755.00
 00Z 03 Aug 2008, 41977, 080803/0000, 22.35, 91.81, 34.0, -0.20, -3.81, -4.15, 248.19, 38.50, 20.90, 20.90, 41.80, 1678.64, 1786.03, 0.00, 0.00, 137.87, 137.07, 973.26, 972.74, 887.80, 944.59, 297.87, 974.51, 300.11, 20.66, 5768.00, 75.32
 00Z 17 Aug 2008, 41977, 080817/0000, 22.35, 91.81, 34.0, -0.09, -2.02, -2.20, 256.40, 38.70, 20.50, 20.50, 41.00, 864.32, 933.16, -1.58, -1.91, 174.17, 172.00, 927.09, 926.77, 35.13, 37.93, 297.51, 978.55, 299.38, 20.10, 5775.00, 77.00
 00Z 24 Aug 2008, 41977, 080824/0000, 22.35, 91.81, 34.0, -1.06, -2.23, -2.90, 254.01, 37.90, 21.20, 21.50, 42.70, 874.01, 1027.23, 0.00, 0.00, 169.03, 166.33, 945.36, 950.87, ********, ********, 296.96, 966.31, 299.91, 19.70, 5785.00, 67.68
 00Z 09 Aug 2009, 41977, 090809/0000, 22.35, 91.81, 34.0, -0.58, -1.05, -1.49, 278.19, 39.50, 20.10, 20.70, 40.80, 473.55, 589.82, -5.93, -1.89, 205.82, 205.14, 814.56, 846.18, 46.25, 57.61, 297.14, 952.93, 301.30, 20.21, 6212.00, 75.09
 00Z 23 Aug 2009, 41977, 090823/0000, 22.35, 91.81, 34.0, 0.00, -2.20, -2.38, 247.39, 38.10, 20.90, 20.90, 41.80, 733.24, 792.06, -1.03, -0.81, 191.28, 190.20, 917.53, 919.49, 127.88, 138.14, 296.48, 971.31, 298.99, 19.00, 5758.00, 71.91
 00Z 22 Aug 2010, 41977, 100822/0000, 22.35, 91.81, 34.0, -2.05, -4.65, -5.08, 251.59, 41.10, 22.10, 22.30, 44.40, 1964.13, 2076.05, 0.00, 0.00, 131.81, 129.91, 965.00, 964.29, 114.82, 121.36, 298.45, 975.46, 300.61, 21.38, 5785.00, 79.83
 00Z 01 Aug 2011, 41977, 110801/0000, 22.35, 91.81, 34.0, -3.67, -3.86, -4.41, 294.59, 41.20, 22.90, 22.90, 45.80, 1507.22, 1627.92, -11.67, -14.11, 129.75, 127.11, 860.22, 859.89, 196.99, 212.77, 298.16, 959.55, 301.74, 21.35, 5813.00, 80.26
 00Z 05 Aug 2011, 41977, 110805/0000, 22.35, 91.81, 34.0, 1.40, -2.45, -2.71, 389.65, 37.38, 18.92, 19.96, 38.88, 1428.34, 1544.51, 0.00, 0.00, 146.39, 146.35, 953.07, 954.74, 127.78, 138.17, 297.77, 963.38, 300.98, 20.79, 5748.00, 73.88
 00Z 07 Aug 2011, 41977, 110807/0000, 22.35, 91.81, 34.0, -0.35, -1.85, -2.03, 296.41, 39.50, 20.30, 20.30, 40.60, 738.96, 783.24, -0.59, -0.64, 146.81, 146.42, 919.19, 918.92, 50.88, 53.93, 297.60, 962.24, 300.93, 20.56, 5808.00, 83.36
 00Z 11 Aug 2011, 41977, 110811/0000, 22.35, 91.81, 34.0, 0.31, 254.39, 38.30, 20.10, 20.10, 40.20, 0.00, 0.00, 5758.00, 5758.00
 00Z 13 Aug 2011, 41977, 110813/0000, 22.35, 91.81, 34.0, -0.58, -1.34, -1.46, 297.82, 38.80, 20.90, 20.90, 41.80, 370.93, 403.50, -3.35, -3.88, 193.58, 192.71, 895.15, 894.35, 26.91, 29.27, 296.31, 960.43, 299.78, 19.02, 5782.00, 75.50
 00Z 19 Aug 2011, 41977, 110819/0000, 22.35, 91.81, 34.0, -3.34, -4.18, -4.53, 244.60, 42.50, 23.30, 23.70, 47.00, 1720.20, 1813.47, 0.00, 0.00, 971.75, 970.71, 2244.48, 2366.18, 297.32, 973.78, 299.62, 19.97, 5770.00, 73.97
 00Z 23 Aug 2011, 41977, 110823/0000, 22.35, 91.81, 34.0, -2.94, -2.85, -3.10, 259.19, 42.30, 22.70, 22.70, 45.40, 1160.91, 1237.93, -6.56, -7.88, 165.69, 164.63, 844.97, 844.35, 526.70, 561.64, 297.41, 975.07, 299.60, 20.05, 5777.00, 77.62
 00Z 25 Aug 2011, 41977, 110825/0000, 22.35, 91.81, 34.0, -0.58, -2.56, -2.90, 242.81, 39.30, 20.90, 20.90, 41.80, 1199.80, 1299.30, 0.00, 0.00, 147.88, 147.68, 956.79, 954.67, 960.64, 1040.31, 297.55, 973.52, 299.88, 20.26, 5782.00, 75.18
 00Z 27 Aug 2011, 41977, 110827/0000, 22.35, 91.81, 34.0, -2.16, -2.36, -2.56, 241.78, 41.20, 22.20, 22.30, 44.50, 807.65, 862.30, -2.53, -2.91, 148.99, 148.91, 870.53, 872.04, 874.58, 933.75, 296.88, 972.63, 299.29, 19.46, 5774.00, 75.18
 00Z 29 Aug 2011, 41977, 110829/0000, 22.35, 91.81, 34.0, -4.03, -4.33, -4.70, 271.61, 43.50, 23.70, 23.70, 47.40, 1639.20, 1730.05, -0.41, -0.31, 151.12, 150.98, 931.40, 932.84, 187.93, 198.34, 297.33, 960.56, 300.80, 20.26, 5786.00, 77.76
 00Z 01 Aug 2012, 41977, 120801/0000, 22.35, 91.81, 34.0, -2.35, 277.41, 41.50, 22.30, 22.30, 44.60, 0.00, 0.00, 5758.00, 5758.00
 00Z 05 Aug 2012, 41977, 120805/0000, 22.35, 91.81, 34.0, -1.46, -2.24, -2.43, 281.41, 40.20, 21.60, 21.70, 43.30, 466.91, 534.99, -0.94, -0.70, 218.19, 218.30, 922.88, 926.27, 52.75, 60.44, 296.34, 952.40, 300.53, 19.22, 5787.00, 74.58
 00Z 09 Aug 2012, 41977, 120809/0000, 22.35, 91.81, 34.0, -2.55, -3.66, -3.98, 260.39, 41.70, 22.50, 22.50, 45.00, 873.44, 952.35, 0.00, 0.00, 159.06, 158.89, 951.79, 955.92, 74.38, 81.10, 297.49, 966.20, 300.44, 20.35, 5758.00, 77.64
 00Z 11 Aug 2012, 41977, 120811/0000, 22.35, 91.81, 34.0, -0.58, -1.43, -1.55, 274.40, 38.30, 20.40, 22.30, 42.70, 235.72, 276.56, -44.31, -32.99, 268.00, 280.11, 769.99, 791.99, 32.92, 38.62, 295.98, 953.44, 300.08, 18.80, 5776.00, 72.18
 00Z 13 Aug 2012, 41977, 120813/0000, 22.35, 91.81, 34.0, -1.46, -2.21, -2.41, 266.00, 40.50, 21.50, 21.50, 43.00, 787.29, 877.08, -6.30, -6.16, 170.23, 168.64, 885.11, 887.53, 226.33, 252.14, 297.18, 969.35, 299.87, 19.89, 5776.00, 74.77
 00Z 15 Aug 2012, 41977, 120815/0000, 22.35, 91.81, 34.0, -0.78, 247.78, 39.50, 21.10, 21.10, 42.20, 0.00, 0.00, 5778.00, 5778.00
 00Z 19 Aug 2012, 41977, 120819/0000, 22.35, 91.81, 34.0, -0.64, -1.05, -1.42, 266.41, 39.20, 20.50, 20.70, 41.20, 586.09, 674.80, -0.31, -0.16, 190.42, 189.87, 934.42, 936.73, 1177.54, 1355.77, 296.91, 960.95, 300.35, 19.74, 5778.00, 73.18
 00Z 21 Aug 2012, 41977, 120821/0000, 22.35, 91.81, 34.0, -0.57, -2.83, -3.14, 262.00, 33.30, 20.90, 21.30, 42.20, 949.98, 1083.56, -0.65, -0.53, 158.86, 156.90, 923.64, 924.71, 81.93, 93.45, 297.24, 966.91, 300.14, 20.01, 5840.00, 68.97
 00Z 23 Aug 2012, 41977, 120823/0000, 22.35, 91.81, 34.0, -3.63, -2.20, -2.38, 267.59, 43.10, 23.30, 23.30, 46.60, 470.47, 522.65, -26.32, -31.01, 212.32, 212.89, 768.95, 764.19, 16.41, 18.24, 296.53, 969.21, 299.23, 19.11, 5771.00, 75.76
 00Z 25 Aug 2012, 41977, 120825/0000, 22.35, 91.81, 34.0, -1.66, -3.59, -3.91, 246.41, 40.40, 21.80, 21.90, 43.70, 1627.35, 1717.73, 0.00, 0.00, 137.51, 136.47, 959.48, 961.44, 101.37, 107.00, 297.67, 969.19, 300.38, 20.52, 5782.00, 77.53
 00Z 27 Aug 2012, 41977, 120827/0000, 22.35, 91.81, 34.0, -2.16, -4.15, -4.49, 236.58, 39.39, 22.06, 23.93, 45.99, 918.22, 1022.79, -16.96, -9.25, 153.91, 153.90, 852.51, 880.66, 151.81, 169.10, 296.30, 945.79, 301.07, 19.31, 5786.00, 69.98
 00Z 28 Aug 2012, 41977, 120828/0000, 22.35, 91.81, 34.0, -2.77, -4.13, -4.52, 262.89, 41.45, 22.55, 22.90, 45.45, 1697.76, 1806.58, -0.11, -0.02, 142.37, 141.54, 937.76, 942.13, 394.65, 419.95, 297.74, 964.66, 300.85, 20.69, 5788.00, 77.47
 12Z 28 Aug 2012, 41977, 120828/1200, 22.35, 91.81, 34.0, -0.95, 248.01, 39.00, 20.10, 23.30, 43.40, 0.00, 0.00, 5808.00, 5808.00
 00Z 29 Aug 2012, 41977, 120829/0000, 22.35, 91.81, 34.0, -2.26, -3.11, -3.47, 262.01, 41.10, 22.30, 22.30, 44.60, 916.17, 1018.10, -6.11, -4.78, 167.46, 166.10, 889.84, 896.02, 75.48, 83.87, 297.02, 962.88, 300.28, 19.83, 5782.00, 74.37
 00Z 30 Aug 2012, 41977, 120830/0000, 22.35, 91.81, 34.0, -1.47, -2.66, -2.89, 266.82, 38.80, 21.70, 21.90, 43.60, 561.96, 663.14, -8.46, -6.67, 186.48, 184.98, 889.08, 896.12, 408.53, 482.09, 296.31, 951.33, 300.60, 19.22, 5789.91, 72.03
 12Z 30 Aug 2012, 41977, 120830/1200, 22.35, 91.81, 34.0, 23.18, 24.89, 25.37, 46.99, -8.50, -28.10, 19.90, -8.20, 419.43, 443.52, 0.00, 0.00, 876.56, 874.81, 931.39, 931.39, 75.42, 79.76, 280.37, 931.39, 286.01, 11.44, 5803.00, 38.84
 00Z 31 Aug 2012, 41977, 120831/0000, 22.35, 91.81, 34.0, -1.81, -2.39, -2.84, 259.19, 37.70, 21.70, 22.50, 44.20, 514.23, 614.20, -28.50, -11.46, 187.13, 185.92, 678.27, 791.16, 464.28, 554.54, 296.31, 952.61, 300.48, 19.19, 5794.00, 69.15
 06Z 31 Aug 2012, 41977, 120831/0600, 22.35, 91.81, 34.0, 1.30, -0.64, -1.22, 233.80, 31.90, 18.70, 20.50, 39.20, 352.62, 504.76, -7.52, -3.32, 202.93, 202.43, 852.83, 872.10, 55.74, 79.79, 294.47, 902.28, 303.27, 18.07, 5808.00, 62.10
 12Z 31 Aug 2012, 41977, 120831/1200, 22.35, 91.81, 34.0, -0.63, 246.58, 39.90, 20.10, 21.70, 41.80, 0.00, 0.00, 5808.00, 5808.00
 00Z 07 Aug 2013, 41977, 130807/0000, 22.35, 91.81, 34.0, 0.54, -3.56, -3.91, 265.22, 34.80, 20.00, 20.90, 40.90, 1657.11, 1793.93, 0.00, 0.00, 145.01, 144.49, 968.87, 969.02, 133.54, 144.56, 297.92, 973.19, 300.28, 20.75, 5781.00, 71.75
 00Z 09 Aug 2013, 41977, 130809/0000, 22.35, 91.81, 34.0, -0.61, -4.24, -4.73, 234.39, 35.50, 20.60, 22.10, 42.70, 2093.97, 2263.84, 0.00, 0.00, 133.74, 132.50, 963.09, 965.00, 613.85, 663.65, 298.29, 971.01, 300.84, 21.28, 5786.00, 71.23
 00Z 15 Aug 2013, 41977, 130815/0000, 22.35, 91.81, 34.0, -3.48, -5.65, -6.12, 241.19, 42.30, 23.70, 23.70, 47.40, 1182.28, 1295.26, 0.00, 0.00, 182.39, 189.08, 971.54, 971.05, 341.64, 374.29, 297.84, 972.77, 300.23, 20.67, 5867.00, 79.33
 00Z 29 Aug 2013, 41977, 130829/0000, 22.35, 91.81, 34.0, -3.10, -3.26, -3.54, 292.96, 42.38, 22.93, 22.93, 45.87, 1057.09, 1130.89, -5.36, -6.45, 153.14, 153.08, 870.02, 867.22, 56.24, 60.17, 297.16, 967.66, 299.98, 19.89, 5818.76, 77.37
 00Z 09 Aug 2014, 41977, 140809/0000, 22.35, 91.81, 34.0, 1.25, -9.04, -10.56, 249.40, 34.50, 18.90, 19.50, 38.40, 7855.11, 8398.85, 0.00, 0.00, 948.60, 948.60, 13703.40, 14651.97, 302.26, 948.60, 306.85, 28.44, 5807.00, 75.11
 00Z 23 Aug 2014, 41977, 140823/0000, 22.35, 91.81, 34.0, -2.18, -2.65, -2.86, 257.79, 40.90, 22.50, 22.50, 45.00, 560.50, 617.70, 0.00, 0.00, 251.76, 250.23, 976.71, 974.08, 58.30, 64.26, 296.73, 977.41, 298.70, 19.17, 5766.00, 73.87
 00Z 01 Aug 2015, 41977, 150801/0000, 22.35, 91.81, 34.0, 0.45, -1.15, -1.34, 345.48, 36.50, 20.00, 21.30, 41.30, 200.04, 256.54, -2.69, -0.47, 410.90, 408.98, 881.39, 917.24, 3.58, 4.59, 295.61, 954.97, 299.57, 18.35, 5763.00, 66.81
 00Z 07 Aug 2015, 41977, 150807/0000, 22.35, 91.81, 34.0, -8.28, -12.01, -12.93, 548.18, 47.10, 28.50, 28.50, 57.00, 5428.23, 5673.71, 0.00, 0.00, 115.46, 115.36, 943.39, 946.00, 48.55, 50.75, 298.32, 957.32, 302.09, 21.62, 5723.00, 66.82
 00Z 17 Aug 2015, 41977, 150817/0000, 22.35, 91.81, 34.0, 1.13, -0.90, -1.00, 273.99, 36.10, 19.50, 20.30, 39.80, 271.33, 325.59, -4.06, -1.54, 274.27, 275.84, 898.78, 914.92, 60.10, 72.12, 295.86, 955.89, 299.74, 18.63, 5779.00, 70.26
 00Z 23 Aug 2015, 41977, 150823/0000, 22.35, 91.81, 34.0, 1.77, -1.38, -1.83, 212.79, 35.30, 18.50, 20.70, 39.20, 588.88, 731.27, -2.54, -0.33, 193.98, 192.96, 902.69, 929.82, 504.62, 626.64, 295.95, 942.87, 301.00, 19.04, 5779.00, 63.07
 00Z 01 Aug 2016, 41977, 160801/0000, 22.35, 91.81, 34.0, 1.05, -2.26, -2.59, 218.79, 36.30, 19.30, 22.30, 41.60, 401.22, 497.36, -7.32, -0.87, 218.79, 220.63, 871.80, 928.77, 92.72, 114.94, 295.26, 940.21, 300.54, 18.35, 5796.00, 63.35
 00Z 07 Aug 2016, 41977, 160807/0000, 22.35, 91.81, 34.0, 0.69, 236.39, 37.90, 19.40, 21.70, 41.10, 5807.00, 69.78
 00Z 11 Aug 2016, 41977, 160811/0000, 22.35, 91.81, 34.0, -0.94, 361.49, 36.00, 21.20, 22.30, 43.50, 5818.00, 60.29
 00Z 13 Aug 2016, 41977, 160813/0000, 22.35, 91.81, 34.0, 1.19, -1.92, -2.54, 230.60, 36.10, 18.90, 21.10, 40.00, 676.74, 834.40, -12.45, -4.86, 179.82, 176.59, 879.16, 904.22, 518.35, 639.11, 296.54, 949.48, 300.99, 19.57, 5815.00, 64.41
 00Z 15 Aug 2016, 41977, 160815/0000, 22.35, 91.81, 34.0, 2.58, -1.09, -1.39, 206.98, 29.90, 17.10, 21.90, 39.00, 115.58, 189.32, -80.59, -14.17, 265.17, 266.85, 628.88, 805.17, 44.95, 73.63, 295.72, 941.61, 300.86, 18.74, 5827.00, 60.24
 00Z 23 Aug 2016, 41977, 160823/0000, 22.35, 91.81, 34.0, 3.19, 0.32, -0.27, 204.31, 26.70, 17.34, 20.35, 37.69, 60.87, 152.36, -28.85, -16.41, 366.33, 364.16, 776.05, 874.97, 10.75, 26.90, 293.94, 922.85, 300.78, 17.22, 5804.76, 54.38
 00Z 29 Aug 2016, 41977, 160829/0000, 22.35, 91.81, 34.0, -1.57, -3.91, -4.30, 243.99, 40.40, 21.80, 21.90, 43.70, 1719.96, 1842.82, -1.24, 0.00, 143.30, 142.67, 926.06, 945.69, 10441.64, 11187.50, 297.33, 957.28, 301.09, 20.48, 5826.00, 73.21
 00Z 09 Aug 2017, 41977, 170809/0000, 22.35, 91.81, 34.0, -1.28, -1.36, -1.48, 260.19, 40.10, 21.50, 21.50, 43.00, 175.52, 207.33, -0.21, 0.00, 341.46, 362.06, 929.79, 947.94, 38.17, 45.09, 296.45, 971.04, 298.98, 18.98, 5815.00, 74.72
 00Z 01 Aug 2018, 41977, 180801/0000, 22.35, 91.81, 34.0, 0.06, -1.04, -1.36, 290.01, 37.90, 20.00, 20.50, 40.50, 496.18, 578.78, -0.97, -0.08, 161.80, 159.65, 912.18, 934.91, 23.72, 27.66, 296.72, 959.38, 300.29, 19.56, 5832.00, 72.77
 00Z 02 Aug 2018, 41977, 180802/0000, 22.35, 91.81, 34.0, 0.88, -1.35, -1.58, 273.21, 37.60, 19.30, 21.50, 40.80, 430.28, 511.42, -22.77, -17.26, 204.11, 203.71, 847.22, 867.09, 55.84, 66.37, 296.05, 956.77, 299.85, 18.80, 5816.00, 69.10
 00Z 04 Aug 2018, 41977, 180804/0000, 22.35, 91.81, 34.0, 0.41, -1.60, -2.13, 227.99, 34.10, 19.50, 21.90, 41.40, 367.27, 482.72, -52.22, -18.15, 189.94, 183.08, 660.72, 854.05, 109.61, 144.07, 295.96, 946.21, 300.69, 18.92, 5834.00, 62.83
 00Z 06 Aug 2018, 41977, 180806/0000, 22.35, 91.81, 34.0, -0.44, -3.13, -3.46, 238.18, 39.20, 20.00, 23.10, 43.10, 1364.85, 1466.60, -26.67, -14.31, 137.90, 137.14, 826.01, 861.19, 189.91, 204.07, 296.81, 949.63, 301.26, 19.90, 5835.00, 71.31
 00Z 07 Aug 2018, 41977, 180807/0000, 22.35, 91.81, 34.0, 3.40, 1.11, 0.67, 242.82, 32.00, 16.30, 20.70, 37.00, 38.02, 82.56, -167.24, -62.48, 306.23, 304.57, 436.41, 738.86, 1.84, 4.00, 294.82, 934.56, 300.59, 17.85, 5823.00, 58.73
 00Z 09 Aug 2018, 41977, 180809/0000, 22.35, 91.81, 34.0, 2.62, -1.75, -1.99, 201.40, 25.50, 17.30, 22.30, 39.60, 430.25, 499.62, -100.79, -9.60, 182.58, 180.61, 614.47, 876.88, 409.93, 476.01, 295.36, 937.77, 300.85, 18.40, 5818.00, 57.76
