Date,Station number,Observation time,Station latitude,Station longitude,Station elevation,Showalter index,Lifted index,LIFT computed using virtual temperature,SWEAT index,K index,Cross totals index,Vertical totals index,Totals totals index,Convective Available Potential Energy,CAPE using virtual temperature,Convective Inhibition,CINS using virtual temperature,Equilibrum Level,Equilibrum Level using virtual temperature,Level of Free Convection,LFCT using virtual temperature,Bulk Richardson Number,Bulk Richardson Number using CAPV,Temp [K] of the Lifted Condensation Level,Pres [hPa] of the Lifted Condensation Level,Mean mixed layer potential temperature,Mean mixed layer mixing ratio,1000 hPa to 500 hPa thickness,Precipitable water [mm] for entire sounding
 00Z 27 Oct 1985, 41977, 851027/0000, 22.35, 91.80, 34.0, -3.90, -3.95, -4.67, 257.59, 39.70, 25.90, 26.10, 52.00, 769.33, 925.63, -17.05, -15.69, 845.29, 846.31, 73.70, 88.67, 292.51, 958.57, 296.08, 14.99, 5636.00, 37.41
 00Z 28 Oct 1985, 41977, 851028/0000, 22.35, 91.80, 34.0, 5.53, 15.95, 15.74, 186.40, 28.40, 17.10, 19.50, 36.60, 495.35, 523.65, 0.00, 0.00, 861.92, 862.02, 947.43, 947.43, 283.20, 947.43, 287.58, 9.09, 5707.86, 24.24
 00Z 23 Oct 1986, 41977, 861023/0000, 22.35, 91.80, 34.0, 7.01, 2.09, 1.78, 127.40, 23.10, 13.90, 20.90, 34.80, 0.00, 0.00, 0.00, 0.00, 292.07, 941.51, 297.17, 14.86, 5818.00, 40.94
 00Z 24 Oct 1986, 41977, 861024/0000, 22.35, 91.80, 34.0, 0.06, -0.42, -0.87, 179.78, 28.10, 19.70, 25.70, 45.40, 5.98, 25.65, -399.48, -316.43, 476.80, 465.57, 527.51, 547.02, 3.96, 16.96, 292.86, 947.41, 297.45, 15.52, 5739.00, 46.41
 00Z 26 Oct 1986, 41977, 861026/0000, 22.35, 91.80, 34.0, 4.56, 2.19, 1.84, 154.01, 26.50, 15.50, 23.50, 39.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 291.34, 936.98, 296.83, 14.27, 5667.00, 39.70
 00Z 27 Oct 1986, 41977, 861027/0000, 22.35, 91.80, 34.0, -20.67, -1.38, -2.28, 875.38, 61.40, 36.40, 36.70, 73.10, 570.15, 774.52, -528.55, -606.23, 250.27, 250.33, 713.31, 715.64, 21.77, 29.57, 294.57, 967.19, 297.41, 16.93, 5700.00, 64.28
 00Z 31 Oct 1986, 41977, 861031/0000, 22.35, 91.80, 34.0, 1.49, -0.56, -1.27, 194.80, 32.90, 20.80, 22.30, 43.10, 281.55, 451.83, -4.07, -1.68, 372.28, 378.28, 923.89, 934.12, 12.35, 19.82, 291.89, 945.53, 296.62, 14.65, 5674.00, 34.36
 00Z 01 Oct 1988, 41977, 881001/0000, 22.35, 91.80, 34.0, 4.38, -0.23, -0.86, 189.20, 28.30, 15.70, 21.70, 37.40, 64.16, 193.69, -74.80, -44.08, 385.19, 380.52, 751.01, 838.77, 7.68, 23.19, 294.17, 932.08, 300.17, 17.18, 5744.00, 50.19
 00Z 02 Oct 1988, 41977, 881002/0000, 22.35, 91.80, 34.0, -1.61, -3.49, -4.01, 188.58, 31.30, 21.50, 28.50, 50.00, 183.43, 236.68, -351.13, -290.14, 426.78, 424.27, 604.57, 613.49, 27.00, 34.84, 291.68, 922.40, 298.52, 14.81, 5745.00, 44.70
 00Z 04 Oct 1988, 41977, 881004/0000, 22.35, 91.80, 34.0, 2.66, -1.63, -2.13, 189.00, 25.60, 18.00, 22.10, 40.10, 211.94, 373.51, -26.09, -14.70, 331.40, 335.14, 856.74, 880.95, 31.62, 55.73, 294.10, 930.20, 300.26, 17.14, 5755.00, 49.34
