Date,Station number,Observation time,Station latitude,Station longitude,Station elevation,Showalter index,Lifted index,LIFT computed using virtual temperature,SWEAT index,K index,Cross totals index,Vertical totals index,Totals totals index,Convective Available Potential Energy,CAPE using virtual temperature,Convective Inhibition,CINS using virtual temperature,Equilibrum Level,Equilibrum Level using virtual temperature,Level of Free Convection,LFCT using virtual temperature,Bulk Richardson Number,Bulk Richardson Number using CAPV,Temp [K] of the Lifted Condensation Level,Pres [hPa] of the Lifted Condensation Level,Mean mixed layer potential temperature,Mean mixed layer mixing ratio,1000 hPa to 500 hPa thickness,Precipitable water [mm] for entire sounding
 00Z 05 Jun 2000, 41977, 000605/0000, 22.35, 91.81, 34.0, -1.56, 270.42, 40.10, 21.30, 23.90, 45.20, 0.00, 0.00, 5766.00, 5766.00
 00Z 19 Jun 2000, 41977, 000619/0000, 22.35, 91.81, 34.0, -1.21, 261.01, 37.70, 21.30, 23.30, 44.60, 0.00, 0.00, 5775.00, 5775.00
 00Z 26 Jun 2000, 41977, 000626/0000, 22.35, 91.81, 34.0, -3.96, -4.95, -5.45, 263.20, 38.50, 24.10, 24.30, 48.40, 1382.67, 1536.31, -0.23, -0.06, 171.68, 170.06, 929.22, 933.78, 1009.68, 1121.87, 296.93, 966.90, 299.84, 19.64, 5756.00, 64.70
 00Z 01 Jun 2008, 41977, 080601/0000, 22.35, 91.81, 34.0, -2.63, -2.37, -2.78, 245.38, 33.70, 22.70, 23.50, 46.20, 1327.79, 1546.29, -52.03, -52.84, 226.96, 226.90, 848.65, 848.86, 144.65, 168.45, 293.87, 911.81, 301.74, 17.24, 5768.00, 47.88
 00Z 08 Jun 2008, 41977, 080608/0000, 22.35, 91.81, 34.0, -1.66, -0.69, -0.82, 268.99, 40.10, 21.70, 21.70, 43.40, 111.78, 135.78, -41.27, -42.79, 409.90, 401.15, 739.67, 744.45, 21.98, 26.70, 294.92, 937.58, 300.44, 17.88, 5776.00, 72.07
 00Z 19 Jun 2008, 41977, 080619/0000, 22.35, 91.81, 34.0, -2.26, 311.99, 41.30, 22.30, 22.30, 44.60, 0.00, 0.00, 5768.00, 5768.00
 00Z 22 Jun 2008, 41977, 080622/0000, 22.35, 91.81, 34.0, 0.46, -9.44, -10.76, 261.59, 36.77, 19.36, 21.36, 40.73, 8772.43, 9241.49, -396.42, -422.47, 98.51, 98.50, 328.06, 327.87, 598.38, 630.38, 301.91, 952.05, 306.18, 27.54, 5732.90, 86.45
 00Z 26 Jun 2008, 41977, 080626/0000, 22.35, 91.81, 34.0, -0.64, -2.54, -3.45, 275.81, 38.80, 20.50, 20.50, 41.00, 1456.22, 1614.61, 0.00, 0.00, 121.40, 121.34, 955.50, 955.82, 792.30, 878.48, 298.24, 967.77, 301.06, 21.26, 5798.00, 73.83
 00Z 29 Jun 2008, 41977, 080629/0000, 22.35, 91.81, 34.0, -0.28, 287.21, 39.10, 20.50, 20.50, 41.00, 0.00, 0.00, 5758.00, 5758.00
 00Z 14 Jun 2009, 41977, 090614/0000, 22.35, 91.81, 34.0, 1.89, -1.02, -1.77, 211.19, 34.30, 18.20, 21.10, 39.30, 660.55, 830.03, -23.60, -22.20, 183.76, 181.59, 847.40, 867.15, 15.53, 19.52, 296.41, 961.84, 299.75, 19.99, 5543.00, 61.82
 00Z 13 Jun 2010, 41977, 100613/0000, 22.35, 91.81, 34.0, -1.64, -2.36, -2.58, 259.80, 39.90, 21.50, 21.50, 43.00, 909.26, 973.52, -3.29, -3.55, 167.92, 166.90, 901.73, 900.85, 1616.75, 1731.00, 296.84, 949.92, 301.26, 19.88, 5796.00, 79.11
 00Z 26 Jun 2010, 41977, 100626/0000, 22.35, 91.81, 34.0, 0.10, -1.43, -1.57, 304.31, 38.94, 19.94, 19.94, 39.88, 715.14, 778.83, -0.09, -0.04, 156.17, 155.28, 934.10, 936.30, 24.08, 26.23, 297.36, 960.21, 300.85, 20.31, 5766.70, 79.66
 00Z 27 Jun 2011, 41977, 110627/0000, 22.35, 91.81, 34.0, -2.15, -3.00, -3.27, 291.39, 41.30, 22.10, 22.10, 44.20, 808.01, 877.35, -7.85, -9.33, 149.31, 149.19, 883.29, 882.63, 171.33, 186.03, 297.06, 958.78, 300.69, 19.96, 77.32
 00Z 05 Jun 2012, 41977, 120605/0000, 22.35, 91.81, 34.0, 0.62, 0.30, 0.33, 345.78, 38.10, 19.70, 19.70, 39.40, 101.09, 115.35, -0.03, 0.00, 503.11, 503.18, 942.77, 944.56, 9.69, 11.05, 296.26, 966.99, 299.13, 18.84, 5772.00, 68.88
 00Z 09 Jun 2012, 41977, 120609/0000, 22.35, 91.81, 34.0, -1.26, 239.99, 39.90, 20.00, 23.70, 43.70, 0.00, 0.00, 5778.00, 5778.00
 00Z 11 Jun 2012, 41977, 120611/0000, 22.35, 91.81, 34.0, -2.36, -4.30, -4.73, 270.40, 39.30, 21.90, 22.90, 44.80, 3599.68, 3911.24, -1.39, -1.43, 141.46, 140.00, 912.77, 914.60, 503.78, 547.39, 297.98, 957.13, 301.76, 21.16, 5794.00, 58.62
 00Z 15 Jun 2012, 41977, 120615/0000, 22.35, 91.81, 34.0, -4.52, -6.46, -7.23, 437.80, 41.99, 23.91, 24.17, 48.08, 2318.44, 2535.84, -0.74, -0.81, 122.20, 120.68, 924.92, 925.12, 61.27, 67.01, 298.96, 963.52, 302.17, 22.35, 75.01
 00Z 21 Jun 2012, 41977, 120621/0000, 22.35, 91.81, 34.0, -1.34, -2.57, -2.81, 283.20, 38.00, 21.10, 21.10, 42.20, 906.41, 1018.04, -0.63, -0.67, 145.68, 144.92, 918.80, 918.69, 147.24, 165.38, 297.68, 958.74, 301.32, 20.75, 5808.00, 77.04
 00Z 03 Jun 2013, 41977, 130603/0000, 22.35, 91.81, 34.0, -5.14, -6.00, -6.56, 270.58, 42.90, 24.30, 24.50, 48.80, 3057.71, 3238.19, -1.15, -1.29, 127.52, 126.31, 909.04, 909.50, 1882.80, 1993.92, 298.92, 967.60, 301.79, 22.19, 5796.00, 78.28
 00Z 07 Jun 2013, 41977, 130607/0000, 22.35, 91.81, 34.0, -1.84, -1.35, -1.47, 283.81, 41.00, 21.70, 21.70, 43.40, 200.37, 229.22, 0.00, 0.00, 311.96, 313.56, 947.13, 949.74, 13.28, 15.20, 296.57, 964.07, 299.72, 19.26, 5786.00, 77.89
 00Z 17 Jun 2013, 41977, 130617/0000, 22.35, 91.81, 34.0, -3.55, 260.98, 42.30, 22.90, 23.50, 46.40, 0.00, 0.00, 5788.00, 5788.00
 00Z 21 Jun 2013, 41977, 130621/0000, 22.35, 91.81, 34.0, -3.00, -4.00, -4.39, 258.39, 42.70, 22.50, 22.50, 45.00, 1604.17, 1703.55, -1.17, -1.15, 134.73, 133.27, 919.51, 919.19, 836.06, 887.86, 297.80, 950.25, 302.20, 21.09, 5804.00, 81.86
 00Z 25 Jun 2013, 41977, 130625/0000, 22.35, 91.81, 34.0, -1.14, -1.99, -2.17, 328.19, 40.50, 20.90, 20.90, 41.80, 775.58, 843.70, 0.00, 0.00, 173.60, 172.40, 948.45, 951.02, 22.64, 24.63, 297.69, 966.10, 300.67, 20.60, 5778.00, 80.60
 00Z 03 Jun 2014, 41977, 140603/0000, 22.35, 91.81, 34.0, -2.05, -3.25, -3.80, 248.58, 41.00, 22.20, 22.70, 44.90, 754.62, 861.16, -27.55, -24.95, 210.43, 211.01, 864.84, 869.62, 471.84, 538.45, 296.71, 962.66, 299.99, 19.46, 5786.00, 71.13
 00Z 07 Jun 2014, 41977, 140607/0000, 22.35, 91.81, 34.0, 7.43, 0.46, -0.42, 165.00, 21.90, 12.90, 18.90, 31.80, 64.37, 212.24, 0.00, 0.00, 758.98, 392.36, 950.39, 950.39, 22.66, 74.73, 295.81, 950.39, 300.15, 18.75, 5797.00, 46.40
 00Z 17 Jun 2014, 41977, 140617/0000, 22.35, 91.81, 34.0, 0.00, 0.00
 00Z 19 Jun 2014, 41977, 140619/0000, 22.35, 91.81, 34.0, -1.60, -1.71, -1.87, 288.40, 41.30, 21.10, 21.10, 42.20, 389.07, 436.30, -0.88, -0.93, 149.85, 149.79, 896.38, 892.05, 103.03, 115.54, 297.47, 957.50, 301.22, 20.50, 5803.00, 82.62
 00Z 25 Jun 2014, 41977, 140625/0000, 22.35, 91.81, 34.0, -0.54, -1.62, -1.98, 258.50, 33.93, 20.31, 20.72, 41.03, 1226.57, 1405.47, -0.29, -0.19, 177.59, 177.48, 932.58, 934.33, 40.98, 46.96, 297.21, 955.47, 301.11, 20.21, 5796.00, 66.94
 00Z 27 Jun 2014, 41977, 140627/0000, 22.35, 91.81, 34.0, 1.29, -1.01, -1.42, 289.91, 36.48, 18.90, 19.30, 38.21, 748.91, 884.26, -1.73, -0.79, 196.98, 197.04, 920.80, 930.59, 55.09, 65.05, 297.19, 956.73, 300.98, 20.17, 5830.37, 72.03
 00Z 03 Jun 2015, 41977, 150603/0000, 22.35, 91.81, 34.0, -3.92, -6.84, -7.81, 242.98, 39.10, 23.30, 24.90, 48.20, 2825.42, 3109.98, -0.54, -0.04, 132.37, 130.78, 933.01, 944.73, 187.33, 206.20, 298.88, 965.36, 301.93, 22.20, 5796.00, 66.68
 00Z 07 Jun 2015, 41977, 150607/0000, 22.35, 91.81, 34.0, -2.63, -4.90, -5.45, 271.00, 40.30, 22.40, 22.50, 44.90, 2205.01, 2368.89, 0.00, 0.00, 131.70, 129.03, 967.81, 968.30, 119.30, 128.16, 298.84, 974.55, 301.08, 21.92, 5800.00, 77.82
 00Z 11 Jun 2015, 41977, 150611/0000, 22.35, 91.81, 34.0, -3.92, -6.48, -7.23, 280.02, 39.40, 23.50, 23.50, 47.00, 2977.40, 3217.56, 0.00, 0.00, 111.41, 109.48, 960.64, 961.43, 44.52, 48.11, 299.44, 973.38, 301.79, 22.76, 5796.00, 74.59
 00Z 15 Jun 2015, 41977, 150615/0000, 22.35, 91.81, 34.0, -2.26, -4.16, -4.54, 371.85, 41.30, 22.30, 22.30, 44.60, 1427.82, 1540.23, -2.56, -2.78, 141.78, 140.76, 914.27, 914.01, 284.10, 306.47, 297.50, 957.36, 301.26, 20.54, 5796.00, 76.58
 00Z 17 Jun 2015, 41977, 150617/0000, 22.35, 91.81, 34.0, -2.25, 256.20, 40.80, 22.20, 22.30, 44.50, 0.00, 0.00, 5784.00, 5784.00
 00Z 21 Jun 2015, 41977, 150621/0000, 22.35, 91.81, 34.0, -1.38, 327.19, 41.20, 20.80, 21.10, 41.90, 5813.00, 77.83
 00Z 23 Jun 2015, 41977, 150623/0000, 22.35, 91.81, 34.0, -0.94, -2.18, -2.39, 315.19, 40.30, 20.70, 20.70, 41.40, 757.92, 824.58, 0.00, 0.00, 139.75, 137.96, 958.63, 960.05, 57.12, 62.14, 297.95, 966.19, 300.93, 20.94, 5788.00, 81.98
 00Z 25 Jun 2015, 41977, 150625/0000, 22.35, 91.81, 34.0, -0.94, -2.06, -2.26, 269.19, 40.30, 20.70, 20.70, 41.40, 432.37, 478.75, 0.00, 0.00, 271.58, 287.09, 962.93, 963.14, 24.19, 26.78, 297.87, 965.93, 300.86, 20.84, 5796.00, 82.11
 00Z 01 Jun 2016, 41977, 160601/0000, 22.35, 91.81, 34.0, 2.62, -2.34, -2.97, 172.98, 23.70, 16.70, 24.70, 41.40, 181.85, 324.51, -127.01, -66.63, 427.09, 414.93, 700.62, 786.62, 13.43, 23.96, 293.83, 914.68, 301.44, 17.18, 5758.00, 41.88
 00Z 05 Jun 2016, 41977, 160605/0000, 22.35, 91.81, 34.0, 0.05, -2.05, -2.52, 210.18, 33.90, 19.30, 24.30, 43.60, 524.67, 637.40, -160.15, -104.09, 198.56, 198.55, 635.89, 670.53, 320.88, 389.83, 294.94, 931.83, 300.98, 18.05, 5783.00, 56.52
 00Z 19 Jun 2016, 41977, 160619/0000, 22.35, 91.81, 34.0, 2.06, -1.13, -1.46, 218.41, 32.30, 18.10, 21.70, 39.80, 144.61, 238.76, -43.90, -24.43, 319.68, 330.58, 735.58, 858.97, 115.12, 190.07, 294.60, 924.91, 301.27, 17.80, 5781.00, 60.46
 00Z 28 Jun 2016, 41977, 160628/0000, 22.35, 91.81, 34.0, 0.76, -2.04, -2.50, 263.82, 36.00, 18.70, 22.70, 41.40, 438.81, 557.03, -55.94, -27.71, 190.96, 190.29, 750.90, 811.85, 34.68, 44.02, 295.77, 929.80, 302.01, 19.09, 5811.00, 64.45
 00Z 29 Jun 2016, 41977, 160629/0000, 22.35, 91.81, 34.0, -0.68, -3.46, -3.98, 258.40, 35.90, 19.90, 23.70, 43.60, 798.23, 934.68, -61.73, -20.93, 157.31, 156.31, 680.72, 796.15, 229.14, 268.31, 296.94, 943.45, 301.94, 20.16, 5814.00, 66.77
 00Z 07 Jun 2017, 41977, 170607/0000, 22.35, 91.81, 34.0, 1.35, -0.14, -1.09, 190.40, 35.60, 17.70, 23.70, 41.40, 147.12, 303.41, -178.92, -144.56, 314.21, 311.52, 709.01, 727.92, 41.80, 86.20, 293.78, 913.31, 301.51, 17.10, 5818.00, 52.75
 00Z 01 Jun 2018, 41977, 180601/0000, 22.35, 91.81, 34.0, 2.67, -1.59, -1.90, 168.79, 30.90, 16.50, 24.50, 41.00, 206.07, 275.09, -140.28, -83.79, 311.40, 315.71, 673.19, 725.82, 16.86, 22.50, 294.84, 943.80, 299.78, 17.69, 5814.00, 56.98
 00Z 02 Jun 2018, 41977, 180602/0000, 22.35, 91.81, 34.0, 0.77, -3.49, -3.81, 188.59, 32.70, 18.90, 23.90, 42.80, 1135.00, 1285.84, -29.85, -14.95, 163.87, 162.64, 808.38, 866.19, 269.62, 305.45, 296.31, 950.76, 300.63, 19.22, 5810.00, 62.01
 00Z 03 Jun 2018, 41977, 180603/0000, 22.35, 91.81, 34.0, 1.31, -2.42, -2.80, 192.80, 36.30, 18.30, 22.90, 41.20, 966.34, 1093.79, -32.26, -16.56, 160.45, 159.25, 814.22, 854.54, 363.06, 410.94, 296.39, 950.64, 300.73, 19.34, 5813.00, 65.42
 00Z 04 Jun 2018, 41977, 180604/0000, 22.35, 91.81, 34.0, -1.17, -4.86, -5.38, 212.80, 38.80, 21.00, 23.70, 44.70, 1805.40, 1980.72, -1.55, -0.51, 134.75, 133.36, 916.23, 931.83, 2615.07, 2869.01, 297.53, 960.33, 301.03, 20.54, 5818.00, 68.75
 00Z 07 Jun 2018, 41977, 180607/0000, 22.35, 91.81, 34.0, -0.49, -2.99, -3.81, 231.40, 37.60, 19.80, 22.90, 42.70, 1427.48, 1629.86, -19.97, -4.36, 146.68, 146.03, 816.82, 857.06, 416.56, 475.62, 297.43, 955.00, 301.41, 20.58, 5836.00, 64.67
 00Z 08 Jun 2018, 41977, 180608/0000, 22.35, 91.81, 34.0, 0.49, -3.50, -4.25, 222.01, 35.80, 18.70, 23.70, 42.40, 1185.51, 1389.17, -41.78, -14.74, 138.30, 136.56, 771.19, 852.32, 504.38, 591.02, 297.01, 944.69, 301.89, 20.24, 5842.00, 62.00
 00Z 09 Jun 2018, 41977, 180609/0000, 22.35, 91.81, 34.0, -0.43, -3.08, -3.43, 235.61, 40.20, 19.30, 24.30, 43.60, 911.24, 1011.33, -73.68, -45.51, 168.45, 166.62, 772.83, 794.88, 113.10, 125.53, 296.73, 940.95, 301.97, 20.05, 5832.00, 70.78
 00Z 10 Jun 2018, 41977, 180610/0000, 22.35, 91.81, 34.0, -0.20, -0.29, -0.32, 310.39, 39.30, 19.90, 20.50, 40.40, 67.55, 80.58, -9.05, -0.03, 446.78, 462.15, 791.13, 936.49, 2.14, 2.55, 297.09, 968.86, 299.82, 19.80, 5842.00, 80.98
 00Z 11 Jun 2018, 41977, 180611/0000, 22.35, 91.81, 34.0, -0.90, -3.64, -4.01, 313.19, 38.80, 20.60, 21.30, 41.90, 1547.28, 1687.41, 0.00, 0.00, 124.81, 121.62, 941.92, 945.31, 7.87, 8.58, 298.34, 957.41, 302.11, 21.67, 5839.00, 76.90
 00Z 13 Jun 2018, 41977, 180613/0000, 22.35, 91.81, 34.0, 0.81, -2.31, -2.67, 235.21, 35.00, 19.10, 20.90, 40.00, 637.84, 759.22, -3.52, -2.68, 141.70, 139.94, 899.08, 907.05, 126.54, 150.62, 297.55, 959.65, 301.11, 20.56, 5839.00, 72.42
 00Z 14 Jun 2018, 41977, 180614/0000, 22.35, 91.81, 34.0, -2.00, 443.06, 36.10, 21.30, 23.30, 44.60, 5330.00, 67.30
 00Z 15 Jun 2018, 41977, 180615/0000, 22.35, 91.81, 34.0, -1.76, -4.14, -5.46, 269.01, 33.40, 21.40, 22.90, 44.30, 1448.76, 1760.26, -15.35, -13.00, 145.97, 145.16, 874.13, 883.85, 30.16, 36.64, 297.73, 956.88, 301.54, 20.85, 5826.00, 56.56
 00Z 16 Jun 2018, 41977, 180616/0000, 22.35, 91.81, 34.0, -0.77, -1.35, -1.46, 237.38, 39.50, 21.10, 21.30, 42.40, 375.73, 423.53, -2.84, -1.75, 344.55, 375.68, 892.52, 905.49, 435.75, 491.18, 296.08, 961.09, 299.49, 18.74, 5788.00, 71.16
 00Z 18 Jun 2018, 41977, 180618/0000, 22.35, 91.81, 34.0, -0.60, -5.14, -5.71, 207.21, 35.10, 19.50, 25.50, 45.00, 1861.41, 2077.24, -54.58, -30.19, 137.12, 135.79, 809.83, 844.72, 17708.64, 19761.94, 297.26, 943.54, 302.25, 20.56, 5827.00, 61.35
 00Z 19 Jun 2018, 41977, 180619/0000, 22.35, 91.81, 34.0, -1.23, -6.20, -7.03, 220.60, 34.90, 20.10, 25.10, 45.20, 591.77, 781.88, 0.00, 0.00, 950.73, 955.65, 298.95, 960.67, 302.43, 22.47, 5829.00, 58.48
 00Z 20 Jun 2018, 41977, 180620/0000, 22.35, 91.81, 34.0, 0.88, -3.62, -4.11, 192.18, 35.20, 17.50, 25.50, 43.00, 1442.09, 1615.01, -84.49, -49.87, 142.17, 141.26, 775.51, 804.09, 159.98, 179.16, 297.31, 954.62, 301.32, 20.37, 5827.00, 62.98
 00Z 21 Jun 2018, 41977, 180621/0000, 22.35, 91.81, 34.0, 1.95, -3.38, -3.97, 186.01, 33.70, 17.10, 24.10, 41.20, 1108.95, 1268.45, -56.25, -24.29, 148.20, 147.92, 764.70, 839.37, 508.08, 581.16, 296.78, 947.96, 301.37, 19.86, 5834.00, 62.74
 00Z 22 Jun 2018, 41977, 180622/0000, 22.35, 91.81, 34.0, -0.19, -2.13, -2.57, 255.20, 34.90, 20.10, 21.90, 42.00, 514.81, 652.43, -22.77, -13.73, 185.34, 183.43, 852.99, 872.87, 475.92, 603.14, 296.22, 944.10, 301.15, 19.27, 5823.00, 65.98
 00Z 23 Jun 2018, 41977, 180623/0000, 22.35, 91.81, 34.0, 0.31, -0.99, -1.38, 262.80, 37.10, 19.60, 21.10, 40.70, 408.80, 517.44, -26.20, -18.89, 184.15, 181.81, 825.70, 854.14, 51.51, 65.20, 296.37, 954.15, 300.39, 19.22, 5830.00, 68.96
 00Z 25 Jun 2018, 41977, 180625/0000, 22.35, 91.81, 34.0, 1.74, 0.07, 0.08, 247.38, 37.00, 18.60, 19.30, 37.90, 542.52, 590.53, -4.16, -2.75, 895.21, 904.63, 117.02, 127.38, 296.65, 966.72, 299.57, 19.31, 5823.00, 88.44
 00Z 26 Jun 2018, 41977, 180626/0000, 22.35, 91.81, 34.0, 2.40, -0.36, -0.75, 236.41, 32.60, 17.60, 20.10, 37.70, 430.96, 559.68, -8.55, -3.36, 183.23, 180.10, 864.99, 900.31, 2507.29, 3256.20, 296.41, 952.30, 300.61, 19.34, 5827.00, 65.53
 00Z 28 Jun 2018, 41977, 180628/0000, 22.35, 91.81, 34.0, 0.86, -0.02, -0.23, 267.21, 33.20, 19.50, 21.30, 40.80, 0.00, 32.65, 0.00, -100.13, 379.39, 537.61, 0.00, 28.39, 293.86, 924.23, 300.57, 16.98, 5822.00, 59.96
 00Z 29 Jun 2018, 41977, 180629/0000, 22.35, 91.81, 34.0, 0.74, -0.13, -0.46, 233.78, 32.90, 19.80, 20.90, 40.70, 156.75, 205.52, -69.14, -30.25, 312.36, 313.01, 573.91, 630.54, 67.00, 87.85, 294.34, 934.78, 300.08, 17.28, 5808.00, 62.27
